ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Tipo de casa,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,Bodegas,AntigÃ¼edad,OrientaciÃ³n,Orientación,Cantidad de pisos,Tipo de propiedad,Tipo de departamento,Disposición,Departamentos por piso,Número de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote,NÃºmero de piso de la unidad,DisposiciÃ³n
861939404,puebla,departamento,https://departamento.metroscubicos.com/MLM-861939404-departamento-en-venta-en-edificio-el-secreto-morillotla-_JM,"$2,350,000",San Andrés Cholula,Morillotla,126 m²,126 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422502347,puebla,departamento,https://departamento.metroscubicos.com/MLM-1422502347-departamento-en-venta-san-andres-cholula-puebla-_JM,"$2,670,840",San Andrés Cholula,Lomas de Angelópolis II,,66 m²,,1,1,1,,,0 MXN,,,,,,,19,,,,,12,,,,,,,,
1414844339,puebla,d1577,https://departamento.metroscubicos.com/MLM-1414844339-d1577-lateral-oriente-de-periferico-bosques-de-chapultepec-_JM,"$1,458,000",Puebla,Bosques de Chapultepec,92 mÂ²,92 mÂ²,,,,2,,,,2,3,,,,,,,,,,,,,,,,,,
1408167875,puebla,departamento,https://departamento.metroscubicos.com/MLM-1408167875-departamento-en-venta-en-mazik-lomas-de-angelopolis-_JM,"$3,200,000",San Andrés Cholula,Lomas de Angelópolis,117 m²,117 m²,6,3,3,2,,7 años,,,,,,,,,,,,,,,,,,,,,
1399573927,puebla,departamento,https://departamento.metroscubicos.com/MLM-1399573927-departamento-pueblo-cholul-_JM,"$1,804,950",Mérida,Cholul,57 m²,,,,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,
1380566250,puebla,departamento,https://departamento.metroscubicos.com/MLM-1380566250-departamento-lomas-de-los-angeles-pueblo-tetelpan-_JM,"$6,693,750",Alvaro Obregón,La Herradura del Pueblo Tetelpan,,110 m²,,3,2,2,,0 años,,,,1,,,,5,,,,,,,,,,,,,
1328025302,puebla,depabeach,https://departamento.metroscubicos.com/MLM-1328025302-depabeach-_JM,"$3,395,000",Chicxulub Pueblo,Chicxulub,108 m²,108 m²,4,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1316976229,puebla,d815,https://departamento.metroscubicos.com/MLM-1316976229-d815-jacarandas-santa-cruz-buenavista-_JM,"$1,455,000",Puebla,Santa Cruz Buenavista,81 m²,81 m²,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
765420844,puebla,departamento,https://departamento.metroscubicos.com/MLM-765420844-departamento-en-venta-sobre-la-avenida-43-pte-_JM,"$3,000,000",Puebla,Huexotitla,180 m²,180 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1379058252,puebla,departamento,https://departamento.metroscubicos.com/MLM-1379058252-departamento-en-venta-torres-de-mayorazgo-_JM,"$1,100,000",Puebla,Mayorazgo,63 m²,63 m²,,2,1,1,,4 años,300 MXN,,,,,,,3,,,,4,3,,,,,,,,
1363028979,puebla,departamento,https://departamento.metroscubicos.com/MLM-1363028979-departamento-en-venta-zavaleta-_JM,"$4,200,000",Puebla,Villa San Alejandro,130 mÂ²,180 mÂ²,,,,,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,,,,
928891005,puebla,estrene,https://departamento.metroscubicos.com/MLM-928891005-estrene-lujoso-departamento-en-reserva-territorial-atlixcayotl-puebla-pue-_JM,"$4,218,500",San Andrés Cholula,Reserva Territorial Atlixcayotl,,143 m²,,2,3,2,,4 años,,,,,,,,,,,,,15,,,,,,,,
1419386655,puebla,departamento,https://departamento.metroscubicos.com/MLM-1419386655-departamento-en-venta-terrazas-del-carmen-atlixco-puebla-_JM,"$8,415,119",Atlixco,Del Carmen,177 m²,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,
1408217258,puebla,departamento,https://departamento.metroscubicos.com/MLM-1408217258-departamento-en-venta-en-lomas-de-angelopolis-_JM,"$2,950,000",San Andrés Cholula,Lomas de Angelópolis,170 m²,170 m²,6,3,2,2,,1 años,,,,,,,,,,,,,,,,,,,,,
943334830,puebla,departamento,https://departamento.metroscubicos.com/MLM-943334830-departamento-en-venta-en-chicxulub-puerto-a-60-metros-de-la-_JM,"$2,430,000",Chicxulub Pueblo,Chicxulub,94 m²,94 m²,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,
1385470832,puebla,departamento,https://departamento.metroscubicos.com/MLM-1385470832-departamento-en-venta-lomas-de-angelopolis-_JM,"$13,743,046",San Andrés Cholula,Lomas de Angelópolis,,308 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,,,
927015621,puebla,departamento,https://departamento.metroscubicos.com/MLM-927015621-departamento-en-venta-a-4-min-de-sonata-torre-montage-1-_JM,"$5,050,000",San Andrés Cholula,Lomas de Angelópolis,246 m²,246 m²,,3,2,2,,7 años,2500 MXN,,,,,,,,,,,,,,,,,,,,
1325224357,puebla,san,https://departamento.metroscubicos.com/MLM-1325224357-san-pedro-cholula-_JM,"$3,200,000",San Pedro Cholula,Camino Real,197 m²,197 m²,,3,2,2,,7 años,,,,,,,,,,,,,,,,,,,,,
927035977,puebla,departamento,https://departamento.metroscubicos.com/MLM-927035977-departamento-puebla-de-zaragoza-_JM,"$8,362,000",Puebla,Zaragoza,329 m²,,,3,3,,,0 años,0 MXN,,,,,,Norte,1,,,,,,,,,,,,,
1399815496,puebla,departamento,https://departamento.metroscubicos.com/MLM-1399815496-departamento-chicxulub-pueblo-_JM,"$3,000,000",Chicxulub Pueblo,Chicxulub,110 m²,110 m²,6,3,3,1,,0 años,,,,,,,,,,,,,,,,,,,,,
943338698,puebla,departamento,https://departamento.metroscubicos.com/MLM-943338698-departamento-en-venta-de-2-recamaras-en-chicxulub-puerto-_JM,"$3,350,000",Chicxulub Pueblo,Chicxulub,107 m²,107 m²,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,
943338275,puebla,departamento,https://departamento.metroscubicos.com/MLM-943338275-departamento-en-venta-en-chicxulub-puerto-seguridad-y-ameni-_JM,"$3,456,000",Chicxulub Pueblo,Chicxulub,107 m²,107 m²,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,
1408838321,puebla,departamento,https://departamento.metroscubicos.com/MLM-1408838321-departamento-en-renta-y-venta-amueblado-en-angelopolis-atlixcayotl-san-andres-cholula-puebla-_JM,"$1,799,000",Puebla,Reserva Territorial Atlixcáyotl,45 m²,45 m²,,1,1,1,,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,
1388549055,puebla,departamento,https://departamento.metroscubicos.com/MLM-1388549055-departamento-en-venta-fraccionamiento-roganto-cerca-de-explanada-_JM,"$2,200,000",Puebla,Puebla,120 m²,120 m²,,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1379039753,puebla,departamento,https://departamento.metroscubicos.com/MLM-1379039753-departamento-en-venta-torre-huz-_JM,"$2,950,000",Puebla,San José Del Puente,91 m²,91 m²,,2,2,2,,6 años,,,,,,,,7,,,,2,17,,,,,,,,
927036075,puebla,departamento,https://departamento.metroscubicos.com/MLM-927036075-departamento-fraccionamiento-la-paz-a-_JM,"$3,195,000",Puebla,Puebla,121 m²,,,2,2,2,,7 años,1000 MXN,,,,,,Sur,1,,,,,,,,,,,,,
1396062168,puebla,venta,https://departamento.metroscubicos.com/MLM-1396062168-venta-de-departamentos-nuevos-a-un-costado-de-periferico-ecologico-_JM,"$998,000",San Pedro Cholula,Santa María Xixitla,85 m²,83 m²,4,2,2,2,,1 años,0 MXN,,,,,,Norte,4,,,,,,,,,,,,,
1363110041,puebla,departamentos,https://departamento.metroscubicos.com/MLM-1363110041-departamentos-en-pre-venta-sadro-_JM,"$4,254,310",Puebla,Angelopolis,114 m²,114 m²,,2,2,2,,0 años,,,,1,,,,18,,,,,,,,,,,,,
1409733062,puebla,departamentos,https://departamento.metroscubicos.com/MLM-1409733062-departamentos-nuevos-3-recamaras-bosques-de-san-sebastian-_JM,"$867,000",Puebla,Bosques De San Sebastián,79 m²,79 m²,,3,1,1,,0 años,350 MXN,,,,,,,5,,,,4,,,,,,,,,
1388536099,puebla,departamento,https://departamento.metroscubicos.com/MLM-1388536099-departamento-en-venta-en-angelopolis-puebla-_JM,"$19,000,000",San Andrés Cholula,Reserva Territorial Atlixcayotl,489 m²,489 m²,,4,4,4,,0 años,,,,,,,,,,,,,,,,,,,,,
927039203,puebla,departamento,https://departamento.metroscubicos.com/MLM-927039203-departamento-puebla-de-zaragoza-_JM,"$7,200,000",Puebla,Zaragoza,297 m²,,,3,3,,,0 años,0 MXN,,,,,,Norte,1,,,,,,,,,,,,,
1422568873,puebla,departamento,https://departamento.metroscubicos.com/MLM-1422568873-departamento-en-pueblo-tetela-del-monte-cuernavaca-est-1025-de-_JM,"$2,760,000",Cuernavaca,Tetela Del Monte,64 m²,64 m²,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
1420706756,puebla,departamento,https://departamento.metroscubicos.com/MLM-1420706756-departamento-en-venta-planta-baja-cuautlancingo-puebla-_JM,"$832,000",Coronango,San Francisco Ocotlan,80 m²,80 m²,,3,2,1,,9 años,,,,,,,,,,,,,,,,,,,,,
1394921038,puebla,departamento,https://departamento.metroscubicos.com/MLM-1394921038-departamento-en-venta-en-pueblo-de-san-juan-de-aragon-rt-22-4370-_JM,"$2,150,000",Gustavo A. Madero,Campestre Aragón,84 m²,84 m²,,3,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1385564524,puebla,departamento,https://departamento.metroscubicos.com/MLM-1385564524-departamento-en-venta-san-francisco-ocotlan-ocotlan-_JM,"$730,000",Coronango,San Francisco Ocotlan,,67 mÂ²,,,,,,,,2,1,,0 aÃ±os,,,,,,,,,,,,,,,,
927036061,puebla,departamento,https://departamento.metroscubicos.com/MLM-927036061-departamento-fraccionamiento-gobernadores-_JM,"$1,680,000",Puebla,San Andrés Cholula,103 m²,,,2,1,2,,0 años,0 MXN,,,,,,Sur,,,,Interno,,,,,,,,,,
734139610,puebla,departamentos,https://departamento.metroscubicos.com/MLM-734139610-departamentos-en-venta-en-san-andres-cholula-puebla-_JM,"$2,150,000",San Andrés Cholula,Santiago Xicohtenco,124 m²,124 m²,,3,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1392225619,puebla,16827,https://departamento.metroscubicos.com/MLM-1392225619-16827-teziutlan-sur-la-paz-_JM,"$3,200,000",Puebla,La Paz,121 m²,121 m²,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
934427529,puebla,departamento,https://departamento.metroscubicos.com/MLM-934427529-departamento-fraccionamiento-lomas-de-angelopolis-_JM,"$4,100,000",San Andrés Cholula,Lomas de Angelópolis,200 m²,,6,3,2,2,,0 años,0 MXN,,,,,,,2,,,,,,,,,,,,,
927036025,puebla,departamento,https://departamento.metroscubicos.com/MLM-927036025-departamento-fraccionamiento-lomas-de-angelopolis-_JM,"$3,100,000",San Andrés Cholula,Lomas de Angelópolis,186 m²,,,3,2,3,,0 años,0 MXN,,,,,,,1,,,,,,,,,,,,,
1416265190,puebla,departamento,https://departamento.metroscubicos.com/MLM-1416265190-departamento-en-venta-en-lomas-de-angelopolis-puebla-_JM,"$7,917,125",San Andrés Cholula,Lomas de Angelópolis,201 m²,201 m²,,2,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1416252770,puebla,departamento,https://departamento.metroscubicos.com/MLM-1416252770-departamento-en-venta-en-sonata-lomas-de-angelopolis-san-andres-cholula-puebla-_JM,"$5,495,000",San Andrés Cholula,Lomas de Angelópolis,158 m²,158 m²,,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1408167832,puebla,departamento,https://departamento.metroscubicos.com/MLM-1408167832-departamento-en-venta-en-reserva-territorial-atlixcayotl--_JM,"$4,930,673",San Andrés Cholula,Reserva Territorial Atlixcayotl,95 m²,95 m²,4,2,2,,,1 años,,,,,,,,,,,,,,,,,,,,,
1347103999,puebla,venta,https://departamento.metroscubicos.com/MLM-1347103999-venta-de-departamento-con-excelente-amenidades-_JM,"$3,800,000",San Andrés Cholula,Lomas de Angelópolis,142 m²,142 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,
1396984854,puebla,d1501,https://departamento.metroscubicos.com/MLM-1396984854-d1501-22-poniente-santiago-mixquitla-_JM,"$1,837,500",San Pedro Cholula,Santiago Mixquitla,145 m²,145 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,
1385507408,puebla,departamento,https://departamento.metroscubicos.com/MLM-1385507408-departamento-en-venta-independencia-_JM,"$1,364,119",Puebla,Independencia,,64 m²,,1,2,,,0 años,,,,,,,,,,,,,,,,,,,,,
1385507204,puebla,departamento,https://departamento.metroscubicos.com/MLM-1385507204-departamento-en-venta-san-jeronimo-caleras-_JM,"$1,030,000",Puebla,San Jerónimo Caleras,,87 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,,,
1390658966,puebla,departamento,https://departamento.metroscubicos.com/MLM-1390658966-departamento-en-venta-cerca-31-poniente-_JM,"$950,000",Puebla,Puebla,70 m²,70 m²,,2,1,1,,34 años,,,,,,,,,,,,,,,,,,,,,
1419300774,puebla,19995,https://departamento.metroscubicos.com/MLM-1419300774-19995-camino-del-rey-bello-horizonte-_JM,"$3,000,000",Puebla,Bello Horizonte,135 m²,135 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,
1416227151,puebla,departamento,https://departamento.metroscubicos.com/MLM-1416227151-departamento-en-venta-en-lomas-de-angelopolis-puebla-_JM,"$4,379,884",San Andrés Cholula,Lomas de Angelópolis,122 m²,122 m²,,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1411165412,puebla,19233,https://departamento.metroscubicos.com/MLM-1411165412-19233-cto-florencia-lomas-de-angelopolis-_JM,"$3,700,000",San Andrés Cholula,Lomas de Angelópolis,143 m²,143 m²,,3,2,4,,,,,,,,,,,,,,,,,,,,,,,
1409244926,puebla,18698,https://departamento.metroscubicos.com/MLM-1409244926-18698-21-sur-nueva-del-carmen-_JM,"$6,200,000",Puebla,Nuevo El Carmen,250 m²,250 m²,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,
1406630802,puebla,18511,https://departamento.metroscubicos.com/MLM-1406630802-18511-gran-blvd-lomas-lomas-de-angelopolis-_JM,"$3,480,000",San Andrés Cholula,Lomas de Angelópolis,165 m²,165 m²,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
951082262,puebla,venta,https://departamento.metroscubicos.com/MLM-951082262-venta-departamentos-olea-en-chicxulub-puertoyucatan-_JM,"$3,610,000",Chicxulub Pueblo,Chicxulub,109 m²,109 m²,4,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1317102497,puebla,d737,https://departamento.metroscubicos.com/MLM-1317102497-d737-boulevard-europa-lomas-de-angelopolis-_JM,"$4,100,000",San Andrés Cholula,Lomas de Angelópolis,92 m²,92 m²,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,
1401690546,puebla,departamento,https://departamento.metroscubicos.com/MLM-1401690546-departamento-desde-998000-santo-domingo-_JM,"$998,000",Coronango,San Francisco Ocotlan,84 m²,84 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1392711924,puebla,departamento,https://departamento.metroscubicos.com/MLM-1392711924-departamento-en-venta-en-pueblo-de-san-juan-de-aragonru-22-4370-_JM,"$2,150,004",Distrito Federal,Gustavo A. Madero,84 m²,84 m²,,3,2,1,,1 años,,,,,,,,,,,,,,,,,,,,,
1388542521,puebla,departamento,https://departamento.metroscubicos.com/MLM-1388542521-departamento-en-venta-cerca-de-plaza-dorada-_JM,"$3,197,906",Puebla,Huexotitla,126 m²,126 m²,,2,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1385470696,puebla,departamento,https://departamento.metroscubicos.com/MLM-1385470696-departamento-en-venta-hacienda-de-castillotla-_JM,"$795,000",Puebla,Hacienda de Castillotla,,69 m²,,2,1,,,4 años,,,,,,,,,,,,,,,,,,,,,
1358115852,puebla,departamento,https://departamento.metroscubicos.com/MLM-1358115852-departamento-en-venta-en-calle-cipres-puebla-_JM,"$1,800,000",Puebla,Santa Cruz Buenavista,93 m²,93 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
942603958,puebla,departamentos,https://departamento.metroscubicos.com/MLM-942603958-departamentos-cercanos-a-bulevares-_JM,"$707,000",Puebla,San Isidro Castillotla,58 mÂ²,58 mÂ²,,,,1,,,,3,1,,1 aÃ±os,,,,,,,,,,,,,,,,
1416233838,puebla,departamento,https://departamento.metroscubicos.com/MLM-1416233838-departamento-3-recamaras-en-venta-en-pb-en-rio-nilo-puebla-santa-cruz-buenavista-_JM,"$1,516,000",Puebla,Santa Cruz Buenavista,83 m²,83 m²,,3,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1408230187,puebla,departamento,https://departamento.metroscubicos.com/MLM-1408230187-departamento-en-venta-en-teziutlan-colonia-la-paz-_JM,"$3,500,000",Puebla,La Paz,130 m²,130 m²,2,1,1,1,,1 años,,,,,,,,,,,,,,,,,,,,,
1401341391,puebla,departamento,https://departamento.metroscubicos.com/MLM-1401341391-departamento-en-venta-en-town-houses-ex-hacienda-de-morillot-_JM,"$2,395,000",San Andrés Cholula,Morillotla,135 m²,135 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1392113452,puebla,16824,https://departamento.metroscubicos.com/MLM-1392113452-16824-cumulo-de-virgo-reserva-territorial-atlixcayotl-_JM,"$6,250,000",San Andrés Cholula,Reserva Territorial Atlixcayotl,212 m²,212 m²,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,
1390869007,puebla,16816,https://departamento.metroscubicos.com/MLM-1390869007-16816-sirio-reserva-territorial-atlixcayotl-_JM,"$3,600,000",San Andrés Cholula,Reserva Territorial Atlixcayotl,170 m²,170 m²,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
1388447510,puebla,pre,https://departamento.metroscubicos.com/MLM-1388447510-pre-venta-departamento-torre-selenite-san-martinito-san-andres-cholula-_JM,"$3,445,870",San Andrés Cholula,San Martinito,90.15 m²,90.15 m²,,2,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1357367783,puebla,departamento,https://departamento.metroscubicos.com/MLM-1357367783-departamento-en-venta-zona-humboldt-_JM,"$755,000",Puebla,Resurgimiento,49 m²,49 m²,,2,1,1,,10 años,,,,,,,,,,,,,,,,,,,,,
1413605147,puebla,venta,https://departamento.metroscubicos.com/MLM-1413605147-venta-de-departamento-completamente-nuevo-en-ciudad-judicial-_JM,"$3,507,208",San Andrés Cholula,Barrio De Jesús,150 m²,124 m²,3,3,2,2,,1 años,0 MXN,,,,,,Norte,6,,,,,,,,,,,,,
1412572369,puebla,19343,https://departamento.metroscubicos.com/MLM-1412572369-19343-prol-8-nte-exhacienda-sta-teresa-_JM,"$3,750,000",San Andrés Cholula,Ex-Hacienda de Santa Teresa,139 m²,139 m²,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,
1408906902,puebla,departamento,https://departamento.metroscubicos.com/MLM-1408906902-departamento-en-renta-o-venta-en-angelopolis-atlixcayotl-san-andres-cholula-puebla-_JM,"$5,500,000",Puebla,San Andrés Cholula,200 m²,200 m²,8,2,2,2,,2 años,0 MXN,,,,,,,,,,,,,,,,,,,,
1408838326,puebla,departamento,https://departamento.metroscubicos.com/MLM-1408838326-departamento-en-renta-o-venta-en-emiliano-zapata-san-andres-cholula-puebla-_JM,"$1,577,478",Puebla,San Andrés Cholula,120 m²,120 m²,,2,2,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,
1324148566,puebla,d1078,https://departamento.metroscubicos.com/MLM-1324148566-d1078-tlatlauquitepec-san-rafael-comac-_JM,"$1,980,000",San AndrÃ©s Cholula,San Rafael Comac,138 mÂ²,138 mÂ²,,,,1,,,,3,2,,,,,,,,,,,,,,,,,,
927039276,puebla,departamento,https://departamento.metroscubicos.com/MLM-927039276-departamento-centro-_JM,"$1,634,000",Puebla,San Andrés Cholula,82 m²,82 m²,,2,2,1,,0 años,1000 MXN,,,,,,Sur,1,,,,,,,,,,,,,
1385447441,puebla,departamento,https://departamento.metroscubicos.com/MLM-1385447441-departamento-en-venta-hacienda-de-castillotla-_JM,"$805,000",Puebla,Hacienda de Castillotla,,69 m²,,2,1,,,4 años,,,,,,,,,,,,,,,,,,,,,
1340527699,puebla,departamento,https://departamento.metroscubicos.com/MLM-1340527699-departamento-en-venta-zavaleta-zona-zavaleta--_JM,"$1,900,000",Puebla,Zavaleta (Zavaleta),,100 m²,,2,2,,,5 años,,,,,,,,,,,,,,,,,,,,,
1317113910,puebla,6651,https://departamento.metroscubicos.com/MLM-1317113910-6651-cipres-santa-cruz-buenavista-_JM,"$1,990,000",Puebla,Santa Cruz Buenavista,122 m²,122 m²,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
1392378732,puebla,16853,https://departamento.metroscubicos.com/MLM-1392378732-16853-sirio-reserva-territorial-atlixcayotl-_JM,"$5,049,000",San Andrés Cholula,Reserva Territorial Atlixcayotl,139 m²,139 m²,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
1342610750,puebla,11367,https://departamento.metroscubicos.com/MLM-1342610750-11367-blvrd-de-los-reyes-san-bernardino-tlaxcalancingo-_JM,"$4,000,000",San AndrÃ©s Cholula,San Bernardino Tlaxcalancingo,100 mÂ²,100 mÂ²,,,,2,,,,2,2,,,,,,,,,,,,,,,,,,
1317015050,puebla,8364,https://departamento.metroscubicos.com/MLM-1317015050-8364-paseo-opera-lomas-de-angelopolis-_JM,"$3,750,000",San Andrés Cholula,Lomas de Angelópolis,143 m²,143 m²,,3,2,4,,,,,,,,,,,,,,,,,,,,,,,
927039204,puebla,departamento,https://departamento.metroscubicos.com/MLM-927039204-departamento-puebla-de-zaragoza-_JM,"$6,453,400",Puebla,Zaragoza,284 m²,,,3,3,,,0 años,0 MXN,,,,,,Norte,1,,,,,,,,,,,,,
925595517,puebla,departamento,https://departamento.metroscubicos.com/MLM-925595517-departamento-en-torres-perseo-venta-_JM,"$3,200,000",San Andrés Cholula,San Martinito,103 m²,103 m²,3,2,1,2,,8 años,,,,,,,,,,,,,,,,,,,,,
1422699623,puebla,departamento,https://departamento.metroscubicos.com/MLM-1422699623-departamento-en-pueblo-viejo-temixco-est-1692-de-_JM,"$550,000",Temixco,Pueblo Viejo,42 m²,42 m²,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
1419268576,puebla,04,https://departamento.metroscubicos.com/MLM-1419268576-04-venta-de-bonito-departamento-de-remate-bancario-hasta-con-un-70-menos-de-su-valor-comercial-_JM,"$673,251",Coyoacán,Pueblo La Candelaria,60 m²,60 m²,,2,1,1,,,350 MXN,,,,,,,,,,,,,,,,,,,,
1407715825,puebla,departamento,https://departamento.metroscubicos.com/MLM-1407715825-departamento-y-villas-en-venta-merida-norte-pueblo-temozon-norte-_JM,"$3,350,000",Yucatán,Mérida,200 m²,,10,3,2,2,,0 años,2100 MXN,,,,,,,2,,,,,,,,,,,,,
1394909706,puebla,departamento,https://departamento.metroscubicos.com/MLM-1394909706-departamento-en-venta-en-progreso-telchac-mc-22-3542-_JM,"$11,490,000",Yucatán,Chicxulub Pueblo,320 m²,320 m²,,3,4,3,,0 años,,,,,,,,,,,,,,,,,,,,,
943340175,puebla,departamento,https://departamento.metroscubicos.com/MLM-943340175-departamento-en-venta-en-chicxulub-puerto-a-25-minutos-de-me-_JM,"$3,460,000",Chicxulub Pueblo,Chicxulub,109 m²,109 m²,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,
1340456012,puebla,11239,https://departamento.metroscubicos.com/MLM-1340456012-11239-av-2-poniente-centro-_JM,"$2,480,000",Puebla,Centro,142 m²,142 m²,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,
1385532864,puebla,departamento,https://departamento.metroscubicos.com/MLM-1385532864-departamento-en-venta-jardines-de-san-diego-_JM,"$1,300,000",San Pedro Cholula,Jardines San Diego,,82 m²,,2,1,,,0 años,,,,,,,,,,,,,,,,,,,,,
1385558335,puebla,departamento,https://departamento.metroscubicos.com/MLM-1385558335-departamento-en-venta-col-chula-vista-_JM,"$1,900,000",Puebla,Chulavista,,80 m²,,2,2,,,2 años,,,,,,,,,,,,,,,,,,,,,
1363070152,puebla,departamento,https://departamento.metroscubicos.com/MLM-1363070152-departamento-en-venta-_JM,"$2,550,700",Puebla,Gabriel Pastor 2a Sección,,142 m²,,3,2,2,,7 años,,,,,,,,,,,,,,,,,,,,,
1424285287,puebla,gran,https://departamento.metroscubicos.com/MLM-1424285287-gran-oportunidad-de-tener-tu-patrimonio-_JM,"$629,000",Huejotzingo,Huejotzingo,52 mÂ²,48 mÂ²,,,,1,,,,2,1,,,,,4,,,,2,,,,,,,,,
1416207328,puebla,departamento,https://departamento.metroscubicos.com/MLM-1416207328-departamento-3-recamaras-en-venta-en-2do-nivel-en-rio-nilo-puebla-santa-cruz-buenavista-_JM,"$1,579,000",Puebla,Santa Cruz Buenavista,83 m²,83 m²,,3,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1416264572,puebla,departamento,https://departamento.metroscubicos.com/MLM-1416264572-departamento-en-venta-a-espaldas-de-galerias-serdan-puebla-_JM,"$1,992,000",Puebla,Zona Cementos Atoyac,76 m²,76 m²,,2,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1392099398,puebla,16953,https://departamento.metroscubicos.com/MLM-1392099398-16953-blvd-los-reyes-san-bernardino-tlaxcalancingo-_JM,"$4,266,615",San AndrÃ©s Cholula,San Bernardino Tlaxcalancingo,123 mÂ²,123 mÂ²,,,,2,,,,2,2,,,,,,,,,,,,,,,,,,
1376750567,puebla,14765,https://departamento.metroscubicos.com/MLM-1376750567-14765-av-zeta-del-cochero-reserva-territorial-atlixcayotl-_JM,"$3,250,000",San Andrés Cholula,Reserva Territorial Atlixcayotl,127 m²,127 m²,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
1356498000,puebla,venta,https://departamento.metroscubicos.com/MLM-1356498000-venta-depto-garden-house-lomas-de-angelopolis-puebla-_JM,"$2,800,000",San Andrés Cholula,Lomas de Angelópolis,66 m²,66 m²,3,1,1,2,,3 años,,,,,,,,,,,,,,,,,,,,,
1346470595,puebla,11811,https://departamento.metroscubicos.com/MLM-1346470595-11811-blvd-los-reyes-san-bernardino-tlaxcalancingo-_JM,"$4,300,000",San AndrÃ©s Cholula,San Bernardino Tlaxcalancingo,162 mÂ²,162 mÂ²,,,,2,,,,2,3,,,,,,,,,,,,,,,,,,
924393814,puebla,departamento,https://departamento.metroscubicos.com/MLM-924393814-departamento-en-venta-san-pedro-cholula-cerca-forjadores-recta-a-cholua-puebla-_JM,"$2,160,000",San Pedro Cholula,Zerezotla,109 m²,109 m²,,1,1,2,,0 años,,,,,,,,,,,,,,,,,,,,,
757996782,puebla,departamento,https://departamento.metroscubicos.com/MLM-757996782-departamento-en-venta-san-andres-cholula-puebla-_JM,"$1,250,000",San Andrés Cholula,San Bernardino Tlaxcalancingo,,65 m²,,2,2,2,,,0 MXN,,,,,,,1,,,,,1,,,,,,,,
1411432824,puebla,departamento,https://departamento.metroscubicos.com/MLM-1411432824-departamento-en-fraccionamiento-hacienda-floresta-_JM,"$450,000",Puebla,La Hacienda,45 m²,45 m²,,2,1,1,,10 años,,,,,,,,,,,,,,,,,,,,,
