ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Tipo de casa,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,Bodegas,AntigÃ¼edad,OrientaciÃ³n,Orientación,Cantidad de pisos,Tipo de propiedad,Tipo de departamento,Disposición,Departamentos por piso,Número de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote,NÃºmero de piso de la unidad,DisposiciÃ³n
1398214184,puebla,casa,https://casa.metroscubicos.com/MLM-1398214184-casa-en-residencial-la-calera-puebla-_JM,"$5,900,000",Puebla,La Calera,250 m²,355 m²,9,4,3,3,,3 años,,,,,,,,,,,,,,,,,,,,,
1380096207,puebla,amplia,https://casa.metroscubicos.com/MLM-1380096207-amplia-casa-en-venta-4-recamaras-en-cholula-puebla-_JM,"$5,800,000",San Andrés Cholula,San Rafael Comac,450 m²,400 m²,,4,4,3,,4 años,200 MXN,,,1,,,Poniente,2,,,,,,,,,,,,,
1410360693,puebla,se,https://casa.metroscubicos.com/MLM-1410360693-se-vende-hermosa-casa-en-lomas-de-angelopolis-_JM,"$2,800,000",San Andrés Cholula,Lomas de Angelópolis,169 m²,234 m²,,3,4,2,,0 años,,,,,,,,2,Casa en fraccionamiento,,,,,,,,,,,,
1357819114,puebla,casa,https://casa.metroscubicos.com/MLM-1357819114-casa-en-venta-de-un-solo-piso-en-las-animas-_JM,"$8,400,000",Puebla,Reserva Territorial Atlixcáyotl,538 m²,453 m²,,3,3,4,,,,,,1,,,,1,,,,,,,,,,,,,
1347121556,puebla,venta,https://casa.metroscubicos.com/MLM-1347121556-venta-de-casa-en-fraccionamiento-en-la-calera-_JM,"$2,350,000",Puebla,La Calera,128 m²,166 m²,,3,3,2,,,,,,,,,,2,,,,,,,,,,,,,
1410340987,puebla,al,https://casa.metroscubicos.com/MLM-1410340987-al-costo-se-vende-casa-en-la-loma-lomas-de-angelopolis-_JM,"$4,500,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,200 mÂ²,283 mÂ²,,,,2,,,,3,5,,0 aÃ±os,,,3,,,,,,,,,,,,,
1400889973,puebla,casa,https://casa.metroscubicos.com/MLM-1400889973-casa-amplia-y-bien-ubicada-cerca-de-la-planta-de-la-vw-_JM,"$1,885,000",Puebla,3 Cerritos,200 m²,175 m²,,4,4,2,,20 años,,,,1,,,Oriente,2,,,,,,,,,,,,,
1407473247,puebla,casa,https://casa.metroscubicos.com/MLM-1407473247-casa-en-lomas-de-angelopolis-_JM,"$3,750,000",San Andrés Cholula,Lomas de Angelópolis,137 m²,254 m²,9,4,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1406952787,puebla,casa,https://casa.metroscubicos.com/MLM-1406952787-casa-nueva-3-recamaras-3-banos-en-fracc-a-7-minutos-de-volkswagen-_JM,"$1,450,000",Cuautlancingo,San Lorenzo Almecatla,96 m²,115 m²,,3,3,2,,0 años,200 MXN,,,,,,Poniente,2,,,,,,,,,,,,,
948938174,puebla,cholula,https://casa.metroscubicos.com/MLM-948938174-cholula-puebla-junto-a-bonafont-y-pollos-luigy-casa-venta-fraccionamiento-cerrado-estricta-seguridad-_JM,"$1,340,000",Juan C Bonilla,Cuanala,160 mÂ²,104 mÂ²,3,,,2,,,,3,2,,11 aÃ±os,Oriente,,2,,,,,,,,,,,,,
1338088317,puebla,increible,https://casa.metroscubicos.com/MLM-1338088317-increible-casa-en-venta-dentro-de-rancho-san-francisco-_JM,"$27,500,000",Alvaro Obregón,Rancho San Francisco Pueblo San Bartolo Ameyalco,460 m²,350 m²,9,4,4,4,,7 años,,,,,,,,,,,,,,,,,,,,,
1402212941,puebla,preventa,https://casa.metroscubicos.com/MLM-1402212941-preventa-de-casas-en-cuautlancingo-excelente-ubicacion-_JM,"$1,985,000",Puebla,Cuautlancingo,100.52 mÂ²,187 mÂ²,,,,2,,,,3,4,,1 aÃ±os,Poniente,,2,,,,,,,,,,,,,
1388575033,puebla,casas,https://casa.metroscubicos.com/MLM-1388575033-casas-en-preventa-dentro-de-fraccionamiento-en-cuautlancingo-_JM,"$1,970,000",Puebla,Puebla,86 m²,135 m²,,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1407741135,puebla,casa,https://casa.metroscubicos.com/MLM-1407741135-casa-en-la-playa-frente-al-mar-pueblo-chicxulub-puerto-_JM,"$19,800,000",Progreso,Chicxulub,700 m²,,,4,5,,,15 años,0 MXN,,,,,,,2,,,,,,,,,,,,,
1410392888,puebla,se,https://casa.metroscubicos.com/MLM-1410392888-se-vende-hermosa-casa-en-lomas-de-angelopolis-amueblada-_JM,"$4,800,000",San Andrés Cholula,Lomas de Angelópolis,200 m²,300 m²,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,
1408315578,puebla,puebla,https://casa.metroscubicos.com/MLM-1408315578-puebla-7-a-sur-4721-_JM,"$3,199,000",Puebla,Prados Agua Azul,172 m²,264 m²,,4,3,2,,29 años,,,,,,,,2,,,,,,,,,,,,,
1347116997,puebla,venta,https://casa.metroscubicos.com/MLM-1347116997-venta-de-casa-en-la-zona-de-zerezotla-_JM,"$3,850,000",San Pedro Cholula,Zerezotla,170 m²,240 m²,,3,3,3,,,,,,,,,,3,,,,,,,,,,,,,
1388535996,puebla,casa,https://casa.metroscubicos.com/MLM-1388535996-casa-en-venta-dentro-de-fraccionamiento-en-moratilla-zona-cementera-_JM,"$2,250,000",Puebla,Moratilla,122 m²,122 m²,,2,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1410650128,puebla,casa,https://casa.metroscubicos.com/MLM-1410650128-casa-de-4-recamaras-en-venta-la-calera-puebla-_JM,"$6,475,000",Puebla,Rincones De La Calera,427 m²,403 m²,,4,3,4,,5 años,800 MXN,,,,,,,2,,,,,,,,,,,,,
1407759987,puebla,casa,https://casa.metroscubicos.com/MLM-1407759987-casa-de-una-planta-en-privada-al-norte-de-merida-pueblo-chablekal-_JM,"$3,890,000",Yucatán,Mérida,420 m²,,11,3,2,2,,0 años,1500 MXN,,,,,,Norte,1,,,,,,,,,,,,,
1398201714,puebla,el,https://casa.metroscubicos.com/MLM-1398201714-el-pilar-frente-al-tec-_JM,"$2,000,000",San Andrés Cholula,Reserva Territorial Atlixcayotl,65 m²,114 m²,6,4,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
765385234,puebla,casa,https://casa.metroscubicos.com/MLM-765385234-casa-sin-alberca-para-credito-infonavit-o-fovissste-_JM,"$649,000",Temixco,Pueblo Viejo,50 mÂ²,50 mÂ²,,,,1,,,300 MXN,2,2,,,,,,,,,,,,,,,,,,
1408437665,puebla,venta,https://casa.metroscubicos.com/MLM-1408437665-venta-de-casa-en-lomas-de-angelopolis-_JM,"$9,000,000",San Andrés Cholula,Lomas de Angelópolis,421 m²,300 m²,5,3,4,2,,,,,,,,,,2,,,,,,,,,,,,,
1385358622,puebla,venta,https://casa.metroscubicos.com/MLM-1385358622-venta-casa-en-tres-maria-v239-_JM,"$4,000,000",Huitzilac,Pueblo 3 Marías o 3 Cumbres,1279 m²,250 m²,,3,4,6,,20 años,0 MXN,,,,,,,1,,,,,,,,,,,,,
738946703,puebla,casa,https://casa.metroscubicos.com/MLM-738946703-casa-en-venta-colonia-la-calera-puebla-_JM,"$8,900,000",Puebla,La Calera,512 mÂ²,535 mÂ²,,,,3,,,,4,4,,,,,,,,,,,,,,,,,,
1347156194,puebla,venta,https://casa.metroscubicos.com/MLM-1347156194-venta-de-casa-en-lomas-de-angelopolis-novara-_JM,"$2,890,000",San Andrés Cholula,Lomas de Angelópolis,152 m²,197 m²,3,4,4,2,,,,,,1,,,,3,,,,,,,,,,,,,
1404685779,puebla,casa,https://casa.metroscubicos.com/MLM-1404685779-casa-en-venta-en-cluster-101010-en-lomas-de-angelopolis-_JM,"$4,800,000",San Andrés Cholula,San Bernardino Tlaxcalancingo,293 m²,277 m²,,3,3,2,,8 años,1000 MXN,,,,,,,3,,,,,,,,,,,,,
1404340325,puebla,casas,https://casa.metroscubicos.com/MLM-1404340325-casas-en-venta-en-zona-san-juan-cuatlancingo-_JM,"$1,980,000",Cuautlancingo,San Juan Cuautlancingo Centro,155 m²,155 m²,,3,3,2,,0 años,0 MXN,,,,,,,3,,,,,,,,,,,,,
1412996747,puebla,venta,https://casa.metroscubicos.com/MLM-1412996747-venta-hermosa-casa-en-rancho-san-francisco-_JM,"$32,750,000",Alvaro Obregón,Rancho San Francisco Pueblo San Bartolo Ameyalco,904 m²,576 m²,8,3,3,7,,17 años,,,,,,,,,,,,,,,,,,,,,
1410392895,puebla,gran,https://casa.metroscubicos.com/MLM-1410392895-gran-oportunidad-hermosa-casa-en-lomas-de-angelopolis-_JM,"$2,750,000",San Andrés Cholula,Lomas de Angelópolis,127 m²,189 m²,,3,4,2,,0 años,,,,,,,,,Casa en fraccionamiento,,,,,,,,,,,,
902312094,puebla,casa,https://casa.metroscubicos.com/MLM-902312094-casa-en-venta-col-la-paz-_JM,"$4,150,000",Puebla,La Paz,200 m²,280 m²,,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
1352605113,puebla,casa,https://casa.metroscubicos.com/MLM-1352605113-casa-en-venta-en-fracc-lomas-del-valle-_JM,"$2,300,000",Puebla,Lomas Del Valle,120 m²,192 m²,,3,2,2,,,,,,1,,,,3,,,,,,,,,,,,,
1420815036,puebla,venta,https://casa.metroscubicos.com/MLM-1420815036-venta-hermosa-casa-en-cda-del-carmen-zona-alta-del-desierto-_JM,"$25,500,000",Alvaro Obregón,Rancho Del Carmen Del Pueblo San Bartolo Ameyalco,629 m²,784 m²,9,4,4,4,,19 años,,,,,,,,,,,,,,,,,,,,,
1407028197,puebla,residencia,https://casa.metroscubicos.com/MLM-1407028197-residencia-nueva-de-lujo-en-venta-lomas-de-angelopolis-333-_JM,"$23,490,000",San Andrés Cholula,Lomas de Angelópolis Closster 333,461961 m²,837083 m²,6,5,5,5,,0 años,,,,2,,,,3,,,,,,,,,,,,,
1347121432,puebla,venta,https://casa.metroscubicos.com/MLM-1347121432-venta-de-casa-en-la-zona-de-morillotla-_JM,"$3,720,000",San Andrés Cholula,Morillotla,165 m²,250 m²,,3,5,2,,,,,,,,,,3,,,,,,,,,,,,,
1416126961,puebla,en,https://casa.metroscubicos.com/MLM-1416126961-en-venta-casa-en-rancho-del-carmen-san-bartolo-alvaro-obregon-ciudad-de-mexico-_JM,"$28,000,000",Alvaro Obregón,Rancho Del Carmen Del Pueblo San Bartolo Ameyalco,800 m²,500 m²,,4,5,5,,3 años,,,,,,,,,,,,,,,,,,,,,
1397748504,puebla,en,https://casa.metroscubicos.com/MLM-1397748504-en-venta-nueva-casa-en-puebla-lisboa-lomas-de-angelopolis-_JM,"$5,250,000",Puebla,Angelopolis,163 m²,340 m²,,3,5,1,,0 años,,,,,,,Norte,2,,,,,,,,,,,,,
1412325991,puebla,residencia,https://casa.metroscubicos.com/MLM-1412325991-residencia-de-lujo-en-venta-en-residencial-san-angel-atras-de-la-ibero-puebla-_JM,"$16,852,500",Puebla,Residencial San Ángel,264 m²,526 m²,5,5,5,3,,0 años,,,,1,,,,3,,,,,,,,,,,,,
1403123091,puebla,venta,https://casa.metroscubicos.com/MLM-1403123091-venta-casa-residencia-3-niveles-lomas-de-angelopolis-puebla-_JM,"$3,500,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,128 mÂ²,240 mÂ²,,,,2,,,,3,4,1,5 aÃ±os,,,3,,,,,,,,,,,,,
1416126395,puebla,casa,https://casa.metroscubicos.com/MLM-1416126395-casa-en-venta-en-desierto-de-los-leones-alvaro-obregon-ciudad-de-mexico-_JM,"$10,900,000",Alvaro Obregón,2a Del Moral Del Pueblo Tetelpan,4687 m²,255 m²,,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1366157781,puebla,hermosa,https://casa.metroscubicos.com/MLM-1366157781-hermosa-casa-en-venta-en-pueblo-nuevo-_JM,"$5,500,000",Corregidora,Pueblo Nuevo,252 m²,285 m²,,4,4,8,,,,,,,,,,2,,,,,,,,,,,,,
1403192256,puebla,casa,https://casa.metroscubicos.com/MLM-1403192256-casa-campestre-en-malinalco-pueblo-magico-_JM,"$3,500,000",Malinalco,El Puentecito,750 mÂ²,165 mÂ²,,,,5,,,,2,2,,,,,,,,,,,,,,,,,,
1407753228,puebla,casa,https://casa.metroscubicos.com/MLM-1407753228-casa-en-venta-en-la-playa-frente-al-mar-telchac-puerto-_JM,"$20,500,000",Yucatán,Telchac Pueblo,1102 m²,,,,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,
1420929108,puebla,hostal,https://casa.metroscubicos.com/MLM-1420929108-hostal-cruz-del-pueblo-col-centro-en-san-miguel-de-allende-_JM,"$6,500,000",San Miguel De Allende,San Miguel De Allende Centro,154 m²,242 m²,15,7,7,,,0 años,,,,,,,,,,,,,,,,,,,,,
1401187108,puebla,casa,https://casa.metroscubicos.com/MLM-1401187108-casa-pre-venta-de-lujo-junto-a-lomas-de-angelopolis-acceso-periferico-_JM,"$8,450,000",San Andrés Cholula,Alta Vista,209 m²,396 m²,10,4,5,3,,0 años,,,,,,,,3,,,,,,,,,,,,,
1420946804,puebla,casa,https://casa.metroscubicos.com/MLM-1420946804-casa-jazmin-en-venta-fracc-pueblo-antiguo-en-san-miguel-de-_JM,"U$S625,000",San Miguel De Allende,Malaquin La Mesa,449 mÂ²,447 mÂ²,10,,,,,,,5,4,,0 aÃ±os,,,,,,,,,,,,,,,,
1410354196,puebla,hermosa,https://casa.metroscubicos.com/MLM-1410354196-hermosa-casa-en-puerta-de-hierro-puebla-_JM,"$9,900,000",Puebla,Puerta de Hierro,480 m²,500 m²,,3,4,4,,,,,,,,,,2,,,,,,,,,,,,,
1409023675,puebla,casa,https://casa.metroscubicos.com/MLM-1409023675-casa-3-recamaras-4-banosacceso-controladoalberca-_JM,"$1,654,000",Cuautlancingo,Cuautlancingo,116 m²,116 m²,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,
1402606504,puebla,venta,https://casa.metroscubicos.com/MLM-1402606504-venta-de-hermosa-casa-en-lomas-de-angelopolis-iii-_JM,"$2,500,000",San Andrés Cholula,Lomas de Angelópolis,143 m²,161 m²,,3,3,2,,0 años,,,,,,,,2,,,,,,,,,,,,,
1410341034,puebla,oportunidad,https://casa.metroscubicos.com/MLM-1410341034-oportunidad-hermosa-casa-en-lomas-de-angelopolis-_JM,"$2,800,000",San Andrés Cholula,Lomas de Angelópolis,165.22 m²,233.79 m²,,3,4,2,,0 años,,,,,,,,,Casa en fraccionamiento,,,,,,,,,,,,
1413469648,puebla,tu,https://casa.metroscubicos.com/MLM-1413469648-tu-casa-de-volada-en-zona-de-huejotzingo-_JM,"$1,230,000",Huejotzingo,Real de Huejotzingo,90 mÂ²,92 mÂ²,,,,2,,,,2,2,,,,,2,,,,,,,,,,,,,
1404449392,puebla,vendo,https://casa.metroscubicos.com/MLM-1404449392-vendo-hermosa-casa-grande-con-negocio-de-hospedaje-en-cabanas-_JM,"$3,500,000",Zacatlan,Tlatempa,1255 mÂ²,161 mÂ²,,,,10,,,,11,10,,,,,1,,,,,,,,,,,,,
1351477698,puebla,casa,https://casa.metroscubicos.com/MLM-1351477698-casa-duplex-venta-fracc-bellavista-mezquites-correg-qro-_JM,"$1,780,000",Corregidora,Pueblo Nuevo,86 m²,86 m²,1,2,2,2,,18 años,,,,1,,,Oriente,1,,,,,,,,,,,,,
1415400522,puebla,oportunidad,https://casa.metroscubicos.com/MLM-1415400522-oportunidad-hermosa-casa-en-lomas-de-angelopolis-_JM,"$4,850,000",San Andrés Cholula,Lomas de Angelópolis,182.51 m²,312.77 m²,,3,5,2,,0 años,,,,,,,,2,,,,,,,,,,,,,
1410393022,puebla,hermosa,https://casa.metroscubicos.com/MLM-1410393022-hermosa-casa-frente-a-la-vista-puebla-_JM,"$4,250,000",San AndrÃ©s Cholula,San Martinito,200 mÂ²,280 mÂ²,,,,2,,,,3,4,,0 aÃ±os,,,2,Casa en fraccionamiento,,,,,,,,,,,,
1307499566,puebla,casa,https://casa.metroscubicos.com/MLM-1307499566-casa-en-venta-la-radial-a-cholula-puebla-_JM,"$2,750,000",San Andrés Cholula,San Bernardino la Trinidad,120 m²,206 m²,,3,3,2,,,,,,,,,,2,,,,,,,,,,,,,
1410399368,puebla,gran,https://casa.metroscubicos.com/MLM-1410399368-gran-oportunidad-hermosa-casa-en-lomas-de-angelopolis-_JM,"$8,900,000",San Andrés Cholula,Lomas de Angelópolis Closster 333,300 m²,440 m²,,4,5,4,,,,,,,,,,3,,,,,,,,,,,,,
1420946974,puebla,casa,https://casa.metroscubicos.com/MLM-1420946974-casa-con-alberca-y-chapoteadero-en-puebla-cerca-de-la-udla-_JM,"$2,499,000",Coronango,Ocotlan,300 mÂ²,300 mÂ²,,,,2,,,,4,5,,,,,,,,,,,,,,,,,,
1413046928,puebla,excelente,https://casa.metroscubicos.com/MLM-1413046928-excelente-casa-en-venta-_JM,"$1,198,000",Cuautlancingo,Sanctorum,60 m²,110 m²,1,3,2,1,,5 años,200 MXN,,,,,,Poniente,2,,,,,,,,,,,,,
1410347467,puebla,gran,https://casa.metroscubicos.com/MLM-1410347467-gran-oportunidad-hermosa-casa-en-lomas-de-angelopolis-i-_JM,"$3,300,000",San Andrés Cholula,Lomas de  Angelópolis Closster 10 10 10,185 m²,128 m²,,3,3,2,,,,,,,,,,2,Casa en fraccionamiento,,,,,,,,,,,,
1403316199,puebla,fracc,https://casa.metroscubicos.com/MLM-1403316199-fracc-estrellas-del-sur-puebla-hermosa-residencia-3-rec-_JM,"$3,800,000",Puebla,Estrella Del Sur,158 m²,225 m²,1,3,3,2,,0 años,900 MXN,,,1,,,Poniente,3,,,,,,,,,,,,,
1406906813,puebla,departamento,https://casa.metroscubicos.com/MLM-1406906813-departamento-amplio-a-una-calle-parque-ecologico-_JM,"$1,350,000",Puebla,Azcarate,150 m²,250 m²,5,5,3,1,,40 años,50 MXN,,,1,,,Oriente,2,,,,,,,,,,,,,
1410347398,puebla,se,https://casa.metroscubicos.com/MLM-1410347398-se-vende-casa-en-jardines-de-zavaleta-_JM,"$11,000,000",Puebla,Jardines De Zavaleta,300 m²,570 m²,,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
923945771,puebla,casa,https://casa.metroscubicos.com/MLM-923945771-casa-en-venta-col-el-tamborcito-_JM,"$1,800,000",Puebla,Tamborcito,102 m²,111.27 m²,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
1420669010,puebla,venta,https://casa.metroscubicos.com/MLM-1420669010-venta-de-casa-en-lomas-de-angelopolis-parque-guanajuato-_JM,"$5,590,000",San Andrés Cholula,Lomas de Angelópolis,209 m²,291 m²,5,4,6,2,,,,,,1,,,,3,,,,,,,,,,,,,
1413476123,puebla,vendo,https://casa.metroscubicos.com/MLM-1413476123-vendo-casa-grande-en-huejotzingo-_JM,"$1,230,200",Huejotzingo,Real de Huejotzingo,90 mÂ²,92 mÂ²,,,,2,,,,2,2,,,,,,,,,,,,,,,,,,
1422458717,puebla,casa,https://casa.metroscubicos.com/MLM-1422458717-casa-en-el-oasis-de-valsequillo-con-vista-a-laguna-_JM,"$16,000,000",Puebla,Valsequillo (Oasis),2160 mÂ²,800 mÂ²,,,,3,,,,4,3,,,,,,,,,,,,,,,,,,
1407132255,puebla,casa,https://casa.metroscubicos.com/MLM-1407132255-casa-en-venta-con-vista-a-campo-de-golf-en-la-vista-_JM,"$27,500,000",San Andrés Cholula,Club De Golf Country Club La Vista,530 m²,756470 m²,5,6,6,3,,9 años,,,,1,,,,4,,,,,,,,,,,,,
1407728517,puebla,departamento,https://casa.metroscubicos.com/MLM-1407728517-departamento-pueblo-chicxulub-puerto-_JM,"$2,945,000",YucatÃ¡n,Progreso,204 mÂ²,,13,,,,,,0 MXN,2,3,,0 aÃ±os,,,2,,,,,,,,,,,,,
1333456602,puebla,la,https://casa.metroscubicos.com/MLM-1333456602-la-vista-country-club-residencia-_JM,"$14,000,000",San AndrÃ©s Cholula,Club De Golf Country Club La Vista,400 mÂ²,400 mÂ²,,,,3,,,,3,4,,,,,,,,,,,,,,,,,,
1420842469,puebla,casa,https://casa.metroscubicos.com/MLM-1420842469-casa-por-periferico-cerca-de-udla-en-puebla-con-alberca-_JM,"$2,499,000",Coronango,Ocotlan,300 mÂ²,300 mÂ²,,,,2,,,,4,5,,,,,3,,,,,,,,,,,,,
1424247868,puebla,venta,https://casa.metroscubicos.com/MLM-1424247868-venta-casa-con-vista-espectacular-de-la-sierra-norte-de-pueb-_JM,"$2,200,000",Zacatlan,Tlatempa,474 mÂ²,169 mÂ²,,,,2,,,,2,2,,,Sur,,2,,,,,,,,,,,,,
1422827719,puebla,vendo,https://casa.metroscubicos.com/MLM-1422827719-vendo-casa-nueva-en-fraccionamiento-en-puebla-cholula-_JM,"$3,300,000",San Pedro Cholula,Ex Hacienda La Carcana,178 m²,228 m²,6,3,2,2,,3 años,,,,,,,,,,,,,,,,,,,,,
1422836829,puebla,pueblo,https://casa.metroscubicos.com/MLM-1422836829-pueblo-nuevo-amplia-casa-en-venta-_JM,"$5,850,000",Corregidora,Pueblo Nuevo,252 m²,270 m²,9,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
894454564,puebla,casa,https://casa.metroscubicos.com/MLM-894454564-casa-en-fraccionamiento-cumbres-residencial-_JM,"$1,700,000",San Pedro Cholula,Cholula,90 m²,125 m²,2,3,3,2,,2 años,0 MXN,,,,,,,3,,,,,,,,,,,,,
1330402461,puebla,casa,https://casa.metroscubicos.com/MLM-1330402461-casa-para-estrenar-en-cumbres-residencial-_JM,"$1,700,000",San Andrés Cholula,Santa María,90 m²,125 m²,2,3,3,2,,4 años,550 MXN,,,,,,,3,,,,,,,,,,,,,
1323286551,puebla,venta,https://casa.metroscubicos.com/MLM-1323286551-venta-de-residencia-en-san-andres-cholula-_JM,"$3,815,000",San Andrés Cholula,Cholula,160 m²,226 m²,2,3,4,2,,0 años,850 MXN,,,,,,,3,,,,,,,,,,,,,
1329886572,puebla,venta,https://casa.metroscubicos.com/MLM-1329886572-venta-de-casa-nueva-en-lomas-de-angelopolis-_JM,"$4,700,000",San Andrés Cholula,Lomas de Angelópolis,164 m²,291.49 m²,14,4,6,2,,,1100 MXN,,,,,,,3,,,,,,,,,,,,,
1420668930,puebla,estrena,https://casa.metroscubicos.com/MLM-1420668930-estrena-casa-con-recamara-en-planta-baja-en-san-andres-cholula-_JM,"$3,720,000",San Andrés Cholula,Actipac,150 m²,208 m²,5,3,4,2,,0 años,850 MXN,,,1,,,Poniente,3,,,,,,,,,,,,,
1378996951,puebla,casa,https://casa.metroscubicos.com/MLM-1378996951-casa-en-venta-recta-a-cholula-_JM,"$3,499,000",San Pedro Cholula,Santiago Momoxpan,120 m²,187 m²,,3,2,2,,1 años,1000 MXN,,,,,,,2,,,,,,,,,,,,,
1379007562,puebla,casa,https://casa.metroscubicos.com/MLM-1379007562-casa-en-venta-momoxpan-_JM,"$3,450,000",San Pedro Cholula,Santiago Momoxpan,117 m²,207 m²,,3,3,2,,0 años,,,,1,,,,2,,,,,,,,,,,,,
1382222169,puebla,casa,https://casa.metroscubicos.com/MLM-1382222169-casa-en-puebla-andres-cholula-entrega-8-a-12-meses-solo-contado--_JM,"$1,070,000",Atlixco,El León,90 m²,90 m²,,3,2,2,,,,,,,,,Sur,2,,,,,,,,,,,,,
1355705886,puebla,venta,https://casa.metroscubicos.com/MLM-1355705886-venta-de-casa-en-santa-ursula-_JM,"$11,400,000",Coyoacán,Pueblo de Santa Ursula Coapa,246 m²,555 m²,13,6,5,4,,32 años,,,,,,,,,,,,,,,,,,,,,
1378985219,puebla,casa,https://casa.metroscubicos.com/MLM-1378985219-casa-en-venta-santa-cruz-guadalupe-_JM,"$12,000,000",Puebla,Bello Horizonte,650 m²,550 m²,2,3,4,4,,15 años,,,,1,,,,2,,,,,,,,,,,,,
1404320031,puebla,sorprendente,https://casa.metroscubicos.com/MLM-1404320031-sorprendente-casa-en-venta-rancho-san-francisco-_JM,"U$S2,800,000",Alvaro Obregón,Rancho San Francisco Pueblo San Bartolo Ameyalco,2829 m²,980 m²,9,4,3,8,,48 años,,,,,,,,,,,,,,,,,,,,,
1411422321,puebla,casa,https://casa.metroscubicos.com/MLM-1411422321-casa-en-venta-en-altaria-lomas-de-angelopolis-iii-_JM,"$3,537,265",San Andrés Cholula,Lomas de Angelópolis,146 m²,200 m²,6,3,2,2,,3 años,,,,,,,,,,,,,,,,,,,,,
1400115612,puebla,venta,https://casa.metroscubicos.com/MLM-1400115612-venta-de-casa-nueva-en-cuautlancingo-puebla-_JM,"$2,080,000",Cuautlancingo,Cuautlancingo,94 m²,155 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1396992573,puebla,venta,https://casa.metroscubicos.com/MLM-1396992573-venta-amplia-casa-cerca-de-v-w-cuautancingo-puebla-_JM,"$1,450,000",Cuautlancingo,San Juan Cuautlancingo,130 m²,150 m²,,3,2,2,,8 años,,,,,,,,7,,,,,,,,,,,,,
1406167068,puebla,estrena,https://casa.metroscubicos.com/MLM-1406167068-estrena-hermosa-casa-en-medio-de-la-naturaleza-sin-salir-de-puebla-_JM,"$3,290,000",Cuautlancingo,Bello Horizonte,102 m²,205 m²,2,3,3,3,,0 años,1500 MXN,,,1,,,Poniente,3,,,,,,,,,,,,,
1345838856,puebla,casa,https://casa.metroscubicos.com/MLM-1345838856-casa-en-venta-lomas-de-angelopolis-sonata-_JM,"$6,700,000",San Andrés Cholula,Lomas de Angelópolis,200 m²,280 m²,,5,5,2,,,,,,,,,,,,,,,,,,,,,,,
941803890,puebla,casa,https://casa.metroscubicos.com/MLM-941803890-casa-en-venta-lomas-de-angelopolis-_JM,"$3,800,000",San Andrés Cholula,Lomas de Angelópolis,144 m²,263 m²,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,
1400064512,puebla,venta,https://casa.metroscubicos.com/MLM-1400064512-venta-de-casa-nueva-en-cuautlancingo-puebla-_JM,"$2,300,000",Cuautlancingo,Cuautlancingo,94 m²,155 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1380748570,puebla,preciosa,https://casa.metroscubicos.com/MLM-1380748570-preciosa-casa-en-condominio-estilo-mexicano-contemporaneo-en-desierto-de-los-leones-_JM,"$8,450,000",Alvaro Obregón,Tecalcapa del Pueblo Tetelpan,315 m²,245 m²,,3,2,2,,40 años,,,,,,,,,,,,,,,,,,,,,
1422914257,puebla,casa,https://casa.metroscubicos.com/MLM-1422914257-casa-en-venta-en-lomas-de-angelopolis-_JM,"$3,100,000",San Andrés Cholula,Lomas de Angelópolis,191 m²,212 m²,10,4,5,2,,5 años,,,,,,,,,,,,,,,,,,,,,
1425469811,puebla,casa,https://casa.metroscubicos.com/MLM-1425469811-casa-en-pueblo-nuevo-bajo-la-magdalena-contreras-con-3-recamaras-218-m-id-79410-_JM,"$7,300,000",La Magdalena Contreras,Pueblo Nuevo Bajo,127 m²,218 m²,3,3,3,3,Casa,5 años,3000 MXN,,,,,,,,,,,,,,,,,,,,
1423549500,puebla,impresionante,https://casa.metroscubicos.com/MLM-1423549500-impresionante-casa-en-venta-en-rancho-san-francisco-_JM,"$27,700,000",Alvaro Obregón,Rancho San Francisco Pueblo San Bartolo Ameyalco,1050 m²,500 m²,7,3,3,4,,0 años,,,,,,,,,,,,,,,,,,,,,
