ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad,Tipo de departamento,Fecha de entrega,Huéspedes,Admite mascotas,Tipo de bodega,NÃºmero de oficinas,Altura,Superficie cubierta del casco,Número de oficinas,Plataformas para trailers
1397414162,guanajuato,casa,https://casa.metroscubicos.com/MLM-1397414162-casa-en-venta-san-miguel-de-allende-_JM,"$3,211,204",San Miguel De Allende,San Miguel De Allende Centro,105 m²,7,3,3,2,,,,136 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343494117,guanajuato,casa,https://casa.metroscubicos.com/MLM-1343494117-casa-sola-en-venta-punta-arrecife-lomas-punta-del-este-_JM,"$3,580,000",León,Punta del Este,213 m²,,3,3,,,5 años,,250 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758621722,guanajuato,san,https://casa.metroscubicos.com/MLM-758621722-san-miguel-de-allende-casa-en-venta-capilla-de-piedra-_JM,"$6,200,000",San Miguel De Allende,Arcos De San Miguel,136 m²,,2,2,1,2,,,286 m²,,,,,1,Casa en fraccionamiento,,,,,,,,,,,,,,,,,,,,,,,
931025300,guanajuato,marfil,https://casa.metroscubicos.com/MLM-931025300-marfil-casa-en-venta-guanajuato-guanajuato-_JM,"$6,500,000",Guanajuato,Marfil Dorado,1200 m²,12,5,4,13,2,0 años,,500 m²,,,,Poniente,,,,,,,,,,,,,,,,,,,,,,,,,
1327279827,guanajuato,casa,https://casa.metroscubicos.com/MLM-1327279827-casa-sola-en-venta-balcones-del-campestre-_JM,"$14,500,000",León,Balcones Del Campestre,1000 m²,,5,5,,,0 años,,1120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413848968,guanajuato,venta,https://casa.metroscubicos.com/MLM-1413848968-venta-villa-hermosa-en-san-miguel-de-allende-mm20-4073-_JM,"$3,819,000",Guanajuato,San Miguel De Allende,173 m²,,4,5,2,,0 años,,201 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400116294,guanajuato,venta,https://casa.metroscubicos.com/MLM-1400116294-venta-casa-el-cielo-residencial-_JM,"$2,750,000",León,El Cielo Residencial,161 m²,,3,3,,2,,,170 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339237947,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339237947-casa-sola-en-venta-el-molino-y-golf-condominio-xv-_JM,"$16,500,000",León,El Molino Residencial y Golf,632 m²,,4,5,,,0 años,,690 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345671466,guanajuato,fraccionamiento,https://casa.metroscubicos.com/MLM-1345671466-fraccionamiento-privado-casas-nuevas-varios-modelos-leon-gto-_JM,"$1,260,000",Guanajuato,LeÃ³n,81 mÂ²,,,,1,2,,0 MXN,,3,2,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1417008818,guanajuato,tierra,https://casa.metroscubicos.com/MLM-1417008818-tierra-nueva-casa-en-venta-irapuato-gto-_JM,"$695,000",Irapuato,Morelos,67 m²,5,3,1,1,,0 años,,68 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392695875,guanajuato,casa,https://casa.metroscubicos.com/MLM-1392695875-casa-con-roof-garden-en-san-miguel-de-allende-_JM,"$6,252,253",San Miguel De Allende,Arcos De San Miguel,232 m²,6,3,2,1,,0 años,,232 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324441849,guanajuato,casa,https://casa.metroscubicos.com/MLM-1324441849-casa-en-venta-en-brisas-del-pedregal-leon-gto-mq-_JM,"$799,000",León,Brisas Del Pedregal,100 m²,,2,1,1,,,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378186705,guanajuato,casa,https://casa.metroscubicos.com/MLM-1378186705-casa-sola-en-venta-canada-del-refugio-norte-_JM,"$8,900,000",LeÃ³n,CaÃ±ada Del Refugio,640 mÂ²,,,,,,,,450 mÂ²,3,5,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1353611734,guanajuato,casa,https://casa.metroscubicos.com/MLM-1353611734-casa-sola-en-venta-jardines-de-santa-julia-_JM,"$1,250,000",León,Jardines De Santa Julia,90 m²,,2,3,,,0 años,,90 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340277608,guanajuato,casa,https://casa.metroscubicos.com/MLM-1340277608-casa-sola-en-venta-hacienda-valbuena-_JM,"$4,200,000",León,Hacienda Valbuena,218 m²,,4,4,,,0 años,,259 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405632550,guanajuato,aldaba,https://casa.metroscubicos.com/MLM-1405632550-aldaba-boutique-residencial-con-roof-garden-albada-ii-casa-en-venta-leon-gto-zona-noreste-_JM,"$2,850,000",Guanajuato,León,193 m²,2,3,2,2,3,1 años,650 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373864368,guanajuato,casa,https://casa.metroscubicos.com/MLM-1373864368-casa-en-venta-residencial-campo-nuevo-apaseo-el-grande-guanajuato-rcv210316-cl-_JM,"$2,150,000",Apaseo El Grande,Ranchería San Juan,135 m²,,3,2,2,2,1 años,,184 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376481914,guanajuato,villas,https://casa.metroscubicos.com/MLM-1376481914-villas-de-cirella-ampliada-1350000-casa-en-venta-leon-guanajuato-zona-sur-_JM,"$1,350,000",Guanajuato,León,149 m²,7,3,2,1,2,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355613935,guanajuato,casa,https://casa.metroscubicos.com/MLM-1355613935-casa-en-venta-leon-guanajuato-80-m-cuadrados-de-terreno-aoh-_JM,"$345,713",León,Refugio De San José,80 m²,,2,1,1,,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942556858,guanajuato,casa,https://casa.metroscubicos.com/MLM-942556858-casa-sola-en-venta-loma-verde-_JM,"$7,000,000",León,Loma Verde,1335 m²,,3,3,,,0 años,,512 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400895155,guanajuato,casa,https://casa.metroscubicos.com/MLM-1400895155-casa-para-remodelar-a-solo-unos-minutos-del-centro-de-san-miguel-de-allende-_JM,"$4,500,000",San Miguel De Allende,San Rafael Insurgentes,380 m²,,7,2,,2,,,272 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333915851,guanajuato,palas,https://casa.metroscubicos.com/MLM-1333915851-palas-atenea-propiedad-centrica-en-exclusivo-cluster-en-ce-_JM,"$10,000,000",Celaya,Palas Atenea,455 m²,10,4,3,4,,0 años,,500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962618281,guanajuato,casas,https://casa.metroscubicos.com/MLM-962618281-casas-pueblito-lindo-credito-bancario-e-infonavit-_JM,"$1,200,000",Irapuato,Villas De Irapuato,67 m²,5,3,2,1,,0 años,,78 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376802668,guanajuato,casa,https://casa.metroscubicos.com/MLM-1376802668-casa-sola-en-venta-balcones-del-campestre-_JM,"$10,900,000",León,Balcones Del Campestre,1078 m²,,4,5,,,0 años,,765 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395766082,guanajuato,casa,https://casa.metroscubicos.com/MLM-1395766082-casa-con-roof-garden-en-zirandaro-_JM,"$3,190,000",San Miguel De Allende,Zirándaro,81 m²,6,3,2,1,,0 años,,134 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392683424,guanajuato,casa,https://casa.metroscubicos.com/MLM-1392683424-casa-con-roof-garden-_JM,"$7,042,664",San Miguel De Allende,Arcos De San Miguel,257 m²,9,3,4,1,,0 años,,257 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350747141,guanajuato,casa,https://casa.metroscubicos.com/MLM-1350747141-casa-sola-en-venta-gran-jardin-_JM,"$3,950,000",LeÃ³n,Gran JardÃ­n,288 mÂ²,,,,,,,,298 mÂ²,4,3,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1347348297,guanajuato,casa,https://casa.metroscubicos.com/MLM-1347348297-casa-en-venta-estilo-colonial-espanol-edificada-en-1-ha-de-terreno-gto-_JM,"$12,000,000",Apaseo El Alto,Apaseo el Alto Centro,10000 m²,,3,3,7,1,2 años,,340 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314201437,guanajuato,casa,https://casa.metroscubicos.com/MLM-1314201437-casa-sola-en-venta-jardines-de-san-francisco-_JM,"$7,000,000",San Francisco Del Rincón,Jardín De San Francisco,462 m²,,5,6,,,0 años,,490 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390424025,guanajuato,casa,https://casa.metroscubicos.com/MLM-1390424025-casa-residencial-en-club-hipico-_JM,"$7,835,000",San Miguel De Allende,San Miguel El Viejo,392 mÂ²,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419344397,guanajuato,bonita,https://casa.metroscubicos.com/MLM-1419344397-bonita-casa-en-jardines-de-celayacon-3-recamaras-y-estudio-opcion-a-4ta-recamara-en-privada-con-seguridad-y-casa-club-con-alberca-_JM,"$2,300,000",Celaya,Jardines de Celaya 1a Secc,151 m²,,3,2,,2,,,165 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927142204,guanajuato,casa,https://casa.metroscubicos.com/MLM-927142204-casa-en-venta-en-la-luciernaga-jardines-de-allende-guanajuato-_JM,"$2,310,000",San Miguel De Allende,La Luciernaga,89 m²,3,2,2,2,3,2 años,0 MXN,143 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
930413879,guanajuato,casa,https://casa.metroscubicos.com/MLM-930413879-casa-entre-blvd-madrazo-y-valtierra-_JM,"$1,590,000",León,El Lucero,90 m²,7,4,2,1,,0 años,,159 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363441313,guanajuato,casa,https://casa.metroscubicos.com/MLM-1363441313-casa-sola-en-venta-fraccionamiento-sierra-nogal-_JM,"$3,995,000",León,Fraccionamiento Sierra Nogal,160 m²,,3,4,,,1 años,,213 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353602307,guanajuato,casa,https://casa.metroscubicos.com/MLM-1353602307-casa-sola-en-venta-balcones-del-campestre-_JM,"$8,500,000",León,Balcones Del Campestre,1000 m²,,4,3,,,0 años,,500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339270338,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339270338-casa-sola-en-venta-cumbres-del-campestre-_JM,"$17,300,000",LeÃ³n,Cumbres Del Campestre,1000 mÂ²,,,,,,,,880 mÂ²,4,6,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1320995320,guanajuato,casa,https://casa.metroscubicos.com/MLM-1320995320-casa-sola-en-venta-mirador-de-gran-jardin-_JM,"$3,300,000",León,Mirador de Gran Jardín,240 m²,,3,3,,,0 años,,190 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340309717,guanajuato,casa,https://casa.metroscubicos.com/MLM-1340309717-casa-sola-en-venta-mision-de-san-jose-_JM,"$2,520,000",LeÃ³n,MisiÃ³n De San JosÃ©,140 mÂ²,,,,,,,,231 mÂ²,3,3,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1325024603,guanajuato,casa,https://casa.metroscubicos.com/MLM-1325024603-casa-sola-en-venta-el-bosque-contry-club-_JM,"$30,000,000",LeÃ³n,Country Club Los Naranjos,1050 mÂ²,,,,,,,,782 mÂ²,3,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1400071226,guanajuato,casa,https://casa.metroscubicos.com/MLM-1400071226-casa-bamboo-en-rancho-los-labradores-_JM,"U$S589,000",San Miguel De Allende,Rancho Viejo 1,,,3,3,,2,,,481 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360037199,guanajuato,casa,https://casa.metroscubicos.com/MLM-1360037199-casa-sola-en-venta-el-bosque-country-club-golf-_JM,"$19,000,000",LeÃ³n,Country Club Los Naranjos,1000 mÂ²,,,,,,,,630 mÂ²,3,5,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1400876191,guanajuato,casa,https://casa.metroscubicos.com/MLM-1400876191-casa-fresas-san-rafael-_JM,"U$S145,000",San Miguel De Allende,San Rafael Insurgentes,36 m²,,2,2,,,,,96 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400888654,guanajuato,casa,https://casa.metroscubicos.com/MLM-1400888654-casa-piamonte-en-venta-en-fraccionamiento-hacienda-la-presita-_JM,"$7,750,000",San Miguel De Allende,Salida a Dolores-Hidalgo,453 m²,,3,3,,,,,290 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390404521,guanajuato,casa,https://casa.metroscubicos.com/MLM-1390404521-casa-residencial-en-club-hipico-_JM,"$10,187,200",San Miguel De Allende,San Miguel El Viejo,392 mÂ²,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399688588,guanajuato,residencia,https://casa.metroscubicos.com/MLM-1399688588-residencia-en-venta-en-balcones-del-campestre-zona-norte-fracc-privado-impecable-_JM,"$10,500,000",León,Balcones Del Campestre,1000 m²,14,4,5,6,2,20 años,1000 MXN,600 m²,,,,,1,Casa sola,,,,,,,,,,,,Casa,,,,,,,,,,,
1414813305,guanajuato,la,https://casa.metroscubicos.com/MLM-1414813305-la-mansion-del-rancho-la-loma-lo-exquisito-de-vivir-en-el-campo-a-minutos-de-sma-_JM,"U$S4,950,000",Guanajuato,San Miguel De Allende,23866 mÂ²,,,,,2,,,2000 mÂ²,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407800139,guanajuato,casa,https://casa.metroscubicos.com/MLM-1407800139-casa-en-venta-gran-jardin-3-niveles-y-6-estancias-zona-norte-leon-guanajuato--_JM,"$5,200,000",León,Gran Jardín,470 m²,,5,4,3,3,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420940141,guanajuato,casa,https://casa.metroscubicos.com/MLM-1420940141-casa-en-venta-fracc-lomas-del-capricho-en-san-miguel-de-al-_JM,"$7,500,000",San Miguel De Allende,Malaquin La Mesa,280 m²,9,3,3,2,,0 años,,312 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342600071,guanajuato,casa,https://casa.metroscubicos.com/MLM-1342600071-casa-sola-en-venta-cumbres-del-campestre-_JM,"$25,000,000",LeÃ³n,Cumbres Del Campestre,980 mÂ²,,,,,,,,710 mÂ²,3,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1339231494,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339231494-casa-sola-en-venta-jardines-de-san-francisco-_JM,"$7,000,000",San Francisco Del Rincón,Jardín De San Francisco,462 m²,,5,7,,,0 años,,490 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417137771,guanajuato,hermoso,https://casa.metroscubicos.com/MLM-1417137771-hermoso-departamento-en-recuperacion-bancaria-guanajuato-43-roma-nte-cuauhtemoc-06700-ciudad-de-mexico-cdmx-gm-_JM,"$669,750",Cuauhtémoc,Roma Norte,128 m²,4,3,2,1,3,6 años,435 MXN,128 m²,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1409575624,guanajuato,exclusiva,https://casa.metroscubicos.com/MLM-1409575624-exclusiva-residencia-campestre-en-hacienda-valle-verde-_JM,"$12,000,000",Apaseo El Grande,Fraccionamiento Valle Verde (Haciendas Valle Verde),10000 mÂ²,,,,,1,,,640 mÂ²,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378186840,guanajuato,casa,https://casa.metroscubicos.com/MLM-1378186840-casa-sola-en-venta-el-bosque-country-club-golf-_JM,"$9,790,000",LeÃ³n,Country Club Los Naranjos,778 mÂ²,,,,,,,,412 mÂ²,4,5,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1353459451,guanajuato,casa,https://casa.metroscubicos.com/MLM-1353459451-casa-sola-en-venta-jardines-de-santa-julia-_JM,"$1,250,000",León,Jardines De Santa Julia,85 m²,,2,3,,,0 años,,134 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400869739,guanajuato,casa,https://casa.metroscubicos.com/MLM-1400869739-casa-bamboo-en-rancho-los-labradores-_JM,"U$S589,000",San Miguel De Allende,Rancho Viejo 1,,,3,3,,2,,,481 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345671472,guanajuato,propiedad,https://casa.metroscubicos.com/MLM-1345671472-propiedad-en-zona-de-restaurantes-y-negocios-en-marfil-guanajuato-a-solo-600mts-del-auditorio-del-estado-centro-de-convenciones-y-a-500mts-del-la-ex-hda-san-gabriel-de-barrera-_JM,"$5,850,000",Guanajuato,Presa De Los Santos,306 m²,,3,2,2,3,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893286679,guanajuato,venta,https://casa.metroscubicos.com/MLM-893286679-venta-quinta-campestre-_JM,"$1,200,000",Salamanca,Villa Encueste,1200 m²,2,,2,,,0 años,,1 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325056314,guanajuato,casa,https://casa.metroscubicos.com/MLM-1325056314-casa-sola-en-venta-el-molino-lomas-i-_JM,"$5,000,000",LeÃ³n,Lomas De Los Olivos,290 mÂ²,,,,,,,,270 mÂ²,3,3,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1345694173,guanajuato,estrena,https://casa.metroscubicos.com/MLM-1345694173-estrena-casa-con-espacios-ideales-7-frente-17-fondo-leon-zona-sur-_JM,"$2,295,000",León,Pedregal De San Carlos,121 m²,,3,2,2,2,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339231403,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339231403-casa-sola-en-venta-pedregal-del-carmen-_JM,"$16,700,000",León,Pedregal Del Carmen,750 m²,,3,6,,,0 años,,600 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352474586,guanajuato,casa,https://casa.metroscubicos.com/MLM-1352474586-casa-sola-en-venta-el-mayorazgo-residencial-_JM,"$2,450,000",León,El Mayorazgo Residencial,129 m²,,3,3,,,0 años,,151 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349625837,guanajuato,casa,https://casa.metroscubicos.com/MLM-1349625837-casa-sola-en-venta-mision-la-canada-_JM,"$30,000,000",León,Misión La Cañada,700 m²,,3,3,,,0 años,,650 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346208056,guanajuato,casa,https://casa.metroscubicos.com/MLM-1346208056-casa-sola-en-venta-balcones-del-campestre-_JM,"$16,000,000",León,Balcones Del Campestre,1250 m²,,5,7,,,0 años,,950 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339840222,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339840222-casa-sola-en-venta-el-molino-y-golf-condominio-vi-_JM,"$19,000,000",León,El Molino Residencial y Golf,1000 m²,,3,5,,,0 años,,550 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339897715,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339897715-casa-sola-en-venta-gran-jardin-_JM,"$7,250,000",León,Gran Jardín,450 m²,,4,5,,,0 años,,535 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325690301,guanajuato,casa,https://casa.metroscubicos.com/MLM-1325690301-casa-sola-en-venta-canada-del-refugio-_JM,"$6,700,000",LeÃ³n,CaÃ±ada Del Refugio,300 mÂ²,,,,,,,,342 mÂ²,4,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1358269578,guanajuato,casa,https://casa.metroscubicos.com/MLM-1358269578-casa-sola-en-venta-brisas-del-carmen-_JM,"$1,500,000",León,Brisas Del Carmen,75 m²,,3,3,,,0 años,,130 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379890162,guanajuato,casa,https://casa.metroscubicos.com/MLM-1379890162-casa-sola-en-venta-santa-maria-del-granjeno-_JM,"$1,900,000",León,Santa María Del Granjeno,120 m²,,3,3,,,0 años,,240 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339237949,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339237949-casa-sola-en-venta-residencial-san-angel-_JM,"$6,300,000",León,Residencial San Ángel,360 m²,,4,6,,,0 años,,630 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405866935,guanajuato,en,https://casa.metroscubicos.com/MLM-1405866935-en-venta-casa-ecologica-en-camino-a-alcocer-san-miguel-de-allende-_JM,"U$S226,000",San Miguel De Allende,Alcocer,1013 mÂ²,,,,,1,,,200 mÂ²,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377938328,guanajuato,casa,https://casa.metroscubicos.com/MLM-1377938328-casa-sola-en-venta-amberes-residencial-_JM,"$2,580,000",León,Residencial Soberna,146 m²,,3,3,,,0 años,,170 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339264050,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339264050-casa-sola-en-venta-el-molino-lomas-iv-_JM,"$4,600,000",León,Lomas De Los Olivos,222 m²,,4,4,,,0 años,,260 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360345419,guanajuato,casa,https://casa.metroscubicos.com/MLM-1360345419-casa-sola-en-venta-colina-real-_JM,"$2,000,000",LeÃ³n,Colina Real,314 mÂ²,,,,,,,,510 mÂ²,3,2,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1339250849,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339250849-casa-sola-en-venta-el-bosque-country-club-golf-_JM,"$22,800,000",León,Country Club Los Naranjos,1163 m²,,4,5,,,0 años,,1008 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942022236,guanajuato,casa,https://casa.metroscubicos.com/MLM-942022236-casa-salamanca-_JM,"$660,000",Guanajuato,Salamanca,140 mÂ²,,,,2,2,,0 MXN,140 mÂ²,3,1,7 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1368736655,guanajuato,casa,https://casa.metroscubicos.com/MLM-1368736655-casa-sola-en-venta-la-campina-del-bosque-_JM,"$5,800,000",LeÃ³n,Bosques Del Campestre,400 mÂ²,,,,,,,,276 mÂ²,3,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1358873920,guanajuato,casa,https://casa.metroscubicos.com/MLM-1358873920-casa-sola-en-venta-la-herradura-_JM,"$8,000,000",León,La Herradura,2400 m²,,3,5,,,0 años,,420 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350772567,guanajuato,casa,https://casa.metroscubicos.com/MLM-1350772567-casa-sola-en-venta-mision-la-canada-_JM,"$30,000,000",León,Misión La Cañada,700 m²,,3,3,,,0 años,,650 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358530736,guanajuato,casa,https://casa.metroscubicos.com/MLM-1358530736-casa-sola-en-venta-residencial-san-jose-_JM,"$15,000,000",León,Residencial San José,2244 m²,,5,9,,,0 años,,1265 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417002474,guanajuato,pueblito,https://casa.metroscubicos.com/MLM-1417002474-pueblito-lindo-casa-en-venta-irapuato-gto-_JM,"$928,000",Irapuato,Villas De Bernalejo,81 m²,5,3,2,2,,0 años,,77 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398446538,guanajuato,casa,https://casa.metroscubicos.com/MLM-1398446538-casa-sola-en-venta-residencial-lomas-punta-del-este-_JM,"$4,750,000",León,Residencial Punta del Este,222 m²,,4,4,,,0 años,,285 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342602894,guanajuato,casa,https://casa.metroscubicos.com/MLM-1342602894-casa-sola-en-venta-cumbres-del-campestre-_JM,"$9,980,000",LeÃ³n,Cumbres Del Campestre,828 mÂ²,,,,,,,,518 mÂ²,3,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1339891268,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339891268-casa-sola-en-venta-el-bosque-country-club-golf-_JM,"$9,980,000",LeÃ³n,Country Club Los Naranjos,768 mÂ²,,,,,,,,430 mÂ²,4,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1349237432,guanajuato,casa,https://casa.metroscubicos.com/MLM-1349237432-casa-sola-en-venta-balcones-del-campestre-_JM,"$16,000,000",León,Balcones Del Campestre,1250 m²,14,5,7,8,2,0 años,,950 m²,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
1399717816,guanajuato,casa,https://casa.metroscubicos.com/MLM-1399717816-casa-en-venta-3-recamaras-cada-una-con-bano-fracc-privado-zona-de-la-ibero-cerca-a-salida-a-puerto-interior-_JM,"$3,400,000",León,Sierra Nogal Residencial,160 m²,7,3,3,2,2,3 años,800 MXN,180 m²,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1392689725,guanajuato,casa,https://casa.metroscubicos.com/MLM-1392689725-casa-en-san-miguel-de-allende-modelo-rembrandt-_JM,"$3,470,000",San Miguel De Allende,Zirándaro,140 m²,5,3,2,2,,0 años,,137 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326335508,guanajuato,casa,https://casa.metroscubicos.com/MLM-1326335508-casa-sola-en-venta-lagos-del-campestre-_JM,"$2,932,000",León,Lagos del Campestre,152 m²,,4,3,,,0 años,,158 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371516371,guanajuato,casa,https://casa.metroscubicos.com/MLM-1371516371-casa-sola-en-venta-residencial-el-carmen-_JM,"$7,600,000",LeÃ³n,Residencial El Carmen,1095 mÂ²,,,,,,,,457 mÂ²,3,6,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1361110936,guanajuato,casa,https://casa.metroscubicos.com/MLM-1361110936-casa-sola-en-venta-el-dorado-_JM,"$1,900,000",León,El Dorado,96 m²,,5,4,,,0 años,,220 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333993182,guanajuato,casa,https://casa.metroscubicos.com/MLM-1333993182-casa-sola-en-venta-la-campina-del-bosque-_JM,"$5,800,000",LeÃ³n,Bosques Del Campestre,400 mÂ²,,,,,,,,276 mÂ²,3,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
896482334,guanajuato,vendo,https://casa.metroscubicos.com/MLM-896482334-vendo-casa-2-plantas-4-recamaras-en-residencial-masada-_JM,"$9,300,000",Irapuato,Villas De Irapuato,321 m²,,4,6,2,2,0 años,,341 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400852359,guanajuato,casa,https://casa.metroscubicos.com/MLM-1400852359-casa-villa-francesa-en-rinconada-los-balcones-en-san-miguel-de-allende-_JM,"U$S3,250,000",San Miguel De Allende,Balcones,742 m²,,4,5,,3,,,643 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339878471,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339878471-casa-sola-en-venta-rubi-residencial-_JM,"$1,750,000",Guanajuato,León,107 m²,,3,3,,,0 años,,130 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
