ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad,Tipo de departamento,Fecha de entrega,Huéspedes,Admite mascotas,Tipo de bodega,NÃºmero de oficinas,Altura,Superficie cubierta del casco,Número de oficinas,Plataformas para trailers
1405130993,guanajuato,terreno,https://terreno.metroscubicos.com/MLM-1405130993-terreno-en-venta-en-san-miguel-allende-_JM,"$9,435,000",San Miguel De Allende,San Miguel El Viejo,1887 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
1405143314,guanajuato,terreno,https://terreno.metroscubicos.com/MLM-1405143314-terreno-en-venta-en-san-miguel-allende-_JM,"$4,395,000",San Miguel De Allende,San Miguel El Viejo,879 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
932238526,guanajuato,terreno,https://terreno.metroscubicos.com/MLM-932238526-terreno-en-venta-en-san-miguel-de-allende-_JM,"$2,228,275",San Miguel De Allende,San Miguel El Viejo,427 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
1405105395,guanajuato,terreno,https://terreno.metroscubicos.com/MLM-1405105395-terreno-en-venta-en-san-miguel-allende-_JM,"$7,400,000",San Miguel De Allende,San Miguel El Viejo,1480 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
1424662228,guanajuato,casa,https://casa.metroscubicos.com/MLM-1424662228-casa-en-fraccionamiento-el-dorado-blvd-aeropuerto-salida-a-silao-a-15-minutos-de-puerto-inter-_JM,"$7,300",León,El Dorado,75 m²,2,2,2,1,,14 años,0 MXN,90 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1424578478,guanajuato,hermosa,https://casa.metroscubicos.com/MLM-1424578478-hermosa-amplia-y-amueblada-casa-en-renta-residencial-cibeles-_JM,"$17,000",Irapuato,Fraccionamiento Provincia Cibeles,130 m²,3,3,4,2,,14 años,0 MXN,130 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1424591229,guanajuato,bodega,https://casa.metroscubicos.com/MLM-1424591229-bodega-sobre-blvd-hidalgo-_JM,"$38,000",León,Tablas De La Virgen,1250 m²,,,,4,,14 años,0 MXN,1250 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1423532356,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423532356-casa-en-renta-cerca-de-gm-fipasi-y-puerto-interior-en-silao-_JM,"$7,000",Silao,Hacienda De Silao,90 m²,4,2,1,2,,6 años,,76 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423433353,guanajuato,local,https://casa.metroscubicos.com/MLM-1423433353-local-comercial-en-renta-metepec-con-excelente-ubicacion-_JM,"$24,000",Irapuato,Villas De Irapuato,96 mÂ²,3,,,40,,,0 MXN,96 mÂ²,3,,14 aÃ±os,,,,,,,,,,,,Norte,,,,,,,,,,,,,,
1423451163,guanajuato,local,https://inmueble.metroscubicos.com/MLM-1423451163-local-comercial-en-venta-lindavista-_JM,"$18,000,000",León,Lindavista,2895 m²,,,10,,,3 años,,2079 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423451092,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423451092-casa-sola-en-renta-villas-de-bernalejo-_JM,"$5,000",Irapuato,Villas De Bernalejo,105 m²,,3,1,,,0 años,,74 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423425200,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1423425200-oficina-comercial-en-renta-fracc-las-reynas-_JM,"$15,500",Irapuato,Las Reynas,152 mÂ²,,,,,,,,152 mÂ²,,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1423392729,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1423392729-departamento-en-renta-provincia-cibeles-_JM,"$35,000",Irapuato,Provincia Cibeles,,,2,4,,,0 años,,381 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423386394,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1423386394-departamento-en-renta-villas-de-irapuato-_JM,"$15,000",Irapuato,Villas De Irapuato,,,2,2,,,0 años,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422555569,guanajuato,loft,https://departamento.metroscubicos.com/MLM-1422555569-loft-amueblado-en-torre-adamant-_JM,"$18,000",León,Valle Del Campestre,68 m²,2,2,2,1,,14 años,0 MXN,68 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1422581080,guanajuato,bodega,https://casa.metroscubicos.com/MLM-1422581080-bodega-en-parque-industrial-panam-_JM,"$52,100",Silao,Cerritos,1179 m²,,,,4,,14 años,0 MXN,1179 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1422669018,guanajuato,villas,https://casa.metroscubicos.com/MLM-1422669018-villas-del-campestre-_JM,"$35,000",León,Villas Del Campestre,550 m²,3,3,4,3,,14 años,0 MXN,420 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1423406265,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423406265-casa-minimalista-en-condominio-_JM,"$31,750",San Miguel De Allende,Otra Colonia,322 mÂ²,5,,,3,,,,304 mÂ²,2,2,1 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1423425206,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423425206-casa-sola-en-renta-hacienda-las-flores-_JM,"$6,000",Irapuato,Hacienda Las Flores,110 m²,,3,2,,,0 años,,130 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423444623,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423444623-casa-sola-en-renta-frac-valle-real-_JM,"$5,000",Irapuato,Fraccionamiento Valle Real,90 m²,,3,2,,,0 años,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422675633,guanajuato,amplio,https://casa.metroscubicos.com/MLM-1422675633-amplio-consultorio-ubicado-en-jardines-del-moral-_JM,"$5,500",León,Jardines Del Moral,54 m²,2,2,1,,,14 años,0 MXN,54 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1425343471,guanajuato,consultorio,https://inmueble.metroscubicos.com/MLM-1425343471-consultorio-en-renta-berlin-leon-gto-33-m2-_JM,"$5,000",León,Andrade,33 m²,,,1,,1,0 años,,33 m²,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1423444624,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423444624-casa-sola-en-renta-fracc-el-cortijo-cond-san-jose-_JM,"$9,000",Guanajuato,Irapuato,147 m²,,3,3,,,0 años,,150 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423392797,guanajuato,local,https://inmueble.metroscubicos.com/MLM-1423392797-local-comercial-en-renta-las-heras-2da-secc-_JM,"$10,000",Irapuato,Las Eras 2a SecciÃ³n,40 mÂ²,,,,,,,,40 mÂ²,,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1424662728,guanajuato,amplia,https://casa.metroscubicos.com/MLM-1424662728-amplia-casa-amueblada-en-fraccionamiento-mayorazgo-residencial-blvd-aeropuerto-cerca-de-puerto-_JM,"$20,000",León,El Mayorazgo Residencial,202 m²,3,3,3,2,,14 años,0 MXN,233 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1423394362,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423394362-casa-en-fraccionamiento-hacienda-valbuena-_JM,"$15,000",León,Hacienda Valbuena,120 m²,3,3,2,2,,14 años,0 MXN,160 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1423418755,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423418755-casa-sola-en-renta-san-antonio-de-ayala-_JM,"$10,000",Irapuato,San Antonio De Ayala,162 m²,,3,3,,,0 años,,160 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423451030,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423451030-casa-sola-en-renta-comision-federal-de-electricidad-_JM,"$6,000",Irapuato,Comisión Federal De Electricidad,250 m²,,3,4,,,0 años,,170 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423425140,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423425140-casa-sola-en-renta-san-antonio-de-ayala-_JM,"$9,000",Irapuato,San Antonio De Ayala,171 m²,,5,3,,,0 años,,180 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423444560,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423444560-casa-sola-en-renta-fracc-mision-privadas-residenciales-_JM,"$7,500",Irapuato,Fraccionamiento Misión Privadas Residenciales,115 m²,,3,3,,,0 años,,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423438495,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423438495-casa-sola-en-renta-res-san-antonio-de-ayala-_JM,"$14,000",Irapuato,San Antonio De Ayala,162 m²,,3,4,,,0 años,,170 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423444631,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423444631-casa-sola-en-renta-fracc-horizontes-_JM,"$6,500",Guanajuato,Irapuato,105 m²,,3,3,,,0 años,,102 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423444608,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423444608-casa-sola-en-renta-villas-de-irapuato-_JM,"$13,000",Irapuato,Villas De Irapuato,200 m²,,3,3,,,0 años,,250 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423418730,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423418730-casa-sola-en-renta-san-antonio-de-ayala-_JM,"$25,000",Irapuato,San Antonio De Ayala,280 m²,,3,3,,,0 años,,380 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423438103,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423438103-casa-sola-en-renta-fracc-valle-real-_JM,"$5,500",Irapuato,Fraccionamiento Valle Real,90 m²,,3,2,,,0 años,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423386393,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423386393-casa-sola-en-renta-fracc-las-palmas-_JM,"$8,500",Irapuato,Las Palmas,129 m²,,3,3,,,0 años,,135 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423412131,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423412131-casa-sola-en-renta-quinta-las-villas-_JM,"$10,000",Irapuato,Quinta Las Villas,139 m²,,3,3,,,0 años,,160 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422574640,guanajuato,casa,https://casa.metroscubicos.com/MLM-1422574640-casa-en-privada-la-vigatta-cerca-de-base-delta-y-de-blvd-aeropuerto-_JM,"$8,550",León,La Vigatta,114 m²,3,3,2,2,,14 años,0 MXN,120 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1424573247,guanajuato,loft,https://departamento.metroscubicos.com/MLM-1424573247-loft-ouvert-excelente-ubicacion-en-jardines-del-moral-_JM,"$10,000",León,Jardines Del Moral,66 m²,1,1,1,,,14 años,0 MXN,66 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1424578889,guanajuato,bonita,https://casa.metroscubicos.com/MLM-1424578889-bonita-casa-en-renta-en-quinta-villas-_JM,"$11,500",Irapuato,Quinta Las Villas,128 m²,3,3,2,2,,14 años,0 MXN,128 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1423438174,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423438174-casa-sola-en-renta-cd-deportiva-_JM,"$8,000",Irapuato,Ciudad Deportiva,140 m²,,3,3,,,0 años,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423451085,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423451085-casa-sola-en-renta-san-antonio-de-ayala-_JM,"$18,000",Irapuato,San Antonio De Ayala,162 m²,,3,2,,,0 años,,180 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423405601,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423405601-casa-sola-en-renta-res-san-antonio-de-ayala-_JM,"$12,000",Irapuato,San Antonio De Ayala,189 m²,,3,3,,,0 años,,180 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423438083,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423438083-casa-sola-en-renta-fracc-altamira-_JM,"$8,000",Irapuato,Fraccionamiento Cerrada Altamira,129 m²,,3,3,,,0 años,,150 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423412135,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1423412135-departamento-en-renta-villas-de-irapuato-_JM,"$12,000",Irapuato,Villas De Irapuato,,,1,2,,,0 años,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422581890,guanajuato,locales,https://casa.metroscubicos.com/MLM-1422581890-locales-comerciales-en-excelente-ubicacion-sobre-blvd-morelos-_JM,"$13,000",LeÃ³n,Los Murales,67 mÂ²,,,,2,,,0 MXN,67 mÂ²,,,14 aÃ±os,,,,,,,,,,,,Norte,,,,,,,,,,,,,,
1422572428,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1422572428-departamento-amueblado-tipo-loft-en-torre-naran-blvd-campestre-_JM,"$17,800",León,Jardines Del Moral,69 m²,1,1,1,1,,14 años,0 MXN,69 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1423505155,guanajuato,estrena,https://departamento.metroscubicos.com/MLM-1423505155-estrena-depto-en-narvarte-17000-_JM,"$17,000",León,Residencial Castello Diamante,80 m²,2,2,2,2,,14 años,0 MXN,80 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1423445907,guanajuato,amplio,https://departamento.metroscubicos.com/MLM-1423445907-amplio-departamento-en-punta-canada-_JM,"$15,000",LeÃ³n,Villas Del Campestre,130 mÂ²,3,,,2,,,0 MXN,130 mÂ²,3,3,14 aÃ±os,,,,,,,,,,,,Norte,,,,,,,,No,,,,,,
1423445458,guanajuato,loft,https://departamento.metroscubicos.com/MLM-1423445458-loft-estudio-amueblado-en-torre-adamant-lopez-mateos-y-las-torres-_JM,"$16,000",León,Villas Del Juncal,40 m²,1,1,1,1,,14 años,0 MXN,40 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1423438175,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423438175-casa-sola-en-renta-fracc-valle-real-_JM,"$7,500",Irapuato,Fraccionamiento Valle Real,95 m²,,3,2,,,0 años,,70 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423438170,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423438170-casa-sola-en-renta-quintas-libertad-_JM,"$12,000",Irapuato,Quintas Libertad,115 m²,,3,3,,,0 años,,95 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423431592,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423431592-casa-sola-en-renta-fracc-villas-de-bernalejo-_JM,"$7,000",Irapuato,Fraccionamiento Villas de Bernalejo,108 m²,,3,3,,,0 años,,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423386396,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423386396-casa-sola-en-renta-fracc-villas-de-bernalejo-_JM,"$8,500",Irapuato,Fraccionamiento Villas de Bernalejo,129 m²,,3,3,,,0 años,,135 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423418662,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423418662-casa-sola-en-renta-las-plazas-_JM,"$9,000",Irapuato,Las Plazas,400 m²,,4,2,,,0 años,,150 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423425068,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423425068-casa-sola-en-renta-quintas-libertad-_JM,"$6,000",Irapuato,Quintas Libertad,112 m²,,3,2,,,0 años,,95 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422574146,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1422574146-departamento-en-conjunto-residencial-las-acacias-cerca-de-lopez-mateos-las-torres-escuela-ban-_JM,"$16,600",León,Villas Del Juncal,80 m²,3,3,3,2,,14 años,0 MXN,80 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1423438162,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423438162-casa-sola-en-renta-portones-_JM,"$6,500",Irapuato,Portones,140 m²,,3,4,,,0 años,,140 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423444491,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423444491-casa-sola-en-renta-fracc-los-duraznos-_JM,"$5,250",Irapuato,Fraccionamiento Los Duraznos,75 m²,,3,3,,,0 años,,95 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423393145,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423393145-casa-sola-en-renta-fracc-mision-privadas-residenciales-_JM,"$14,000",Irapuato,Fraccionamiento Misión Privadas Residenciales,129 m²,,3,3,,,0 años,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423438177,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423438177-casa-sola-en-renta-villas-de-irapuato-_JM,"$15,000",Irapuato,Villas De Irapuato,300 m²,,3,2,,,0 años,,180 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423418703,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423418703-casa-sola-en-renta-residencial-trento-_JM,"$12,000",Irapuato,Fraccionamiento Residencial Bosques,144 m²,,3,2,,,0 años,,250 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423505120,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423505120-casa-sola-en-renta-el-mayorazgo-residencial-_JM,"$18,500",León,El Mayorazgo Residencial,175 m²,,3,5,,,0 años,,235 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423426483,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1423426483-departamento-amueblado-y-equipado-en-torre-natura-_JM,"$12,000",León,Natura,70 m²,1,1,1,,,14 años,0 MXN,70 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1423425670,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423425670-casa-sola-en-renta-el-mayorazgo-residencial-_JM,"$18,500",León,El Mayorazgo Residencial,175 m²,,3,5,,,0 años,,235 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423405674,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1423405674-departamento-en-renta-villas-de-irapuato-_JM,"$15,000",Irapuato,Villas De Irapuato,,,3,3,,,0 años,,200 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423418725,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423418725-casa-sola-en-renta-san-antonio-de-ayala-_JM,"$14,000",Irapuato,San Antonio De Ayala,162 m²,,3,3,,,0 años,,150 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423386392,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423386392-casa-sola-en-renta-res-san-antonio-de-ayala-_JM,"$13,000",Irapuato,San Antonio De Ayala,162 m²,,2,2,,,0 años,,90 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423412133,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423412133-casa-sola-en-renta-residencial-villa-de-tabora-_JM,"$8,000",Irapuato,Villas El Dorado,110 m²,,3,3,,,0 años,,135 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423391516,guanajuato,local,https://inmueble.metroscubicos.com/MLM-1423391516-local-comercial-en-renta-guanajuato-ote-_JM,"$30,000",Saltillo,Guanajuato,300 mÂ²,,,,,,,,300 mÂ²,,2,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1422575077,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1422575077-departamento-en-renta-en-avenida-gto-_JM,"$11,500",León,Villas Del Juncal,90 m²,3,3,2,2,,14 años,0 MXN,90 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1426425041,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426425041-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426411926,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426411926-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426444092,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426444092-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426431277,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426431277-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426431278,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426431278-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426456910,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426456910-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426450629,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426450629-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426431276,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426431276-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426456908,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426456908-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426425040,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426425040-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,"$8,000",León,Residencial del Moral II,50 m²,,,,5,,10 años,,50 m²,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1426437718,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1426437718-oficina-en-renta-del-moral-1-leon-guanajuato-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425291903,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1425291903-oficina-en-renta-puerto-interior-silao-gto-158m2-_JM,"U$S4,549",Victoria,RancherÃ­a Puerto de la Tapona (La Tapona),158 mÂ²,,,,8,,,682 MXN,158 mÂ²,,1,0 aÃ±os,,1,,,,,,,,,,,,,,,,,,,,,,,,
1424611303,guanajuato,bodega,https://casa.metroscubicos.com/MLM-1424611303-bodega-doble-altura-en-col-candelaria-i-_JM,"$55,000",León,La Candelaria,2000 m²,1,1,,,,14 años,0 MXN,1450 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1424136424,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1424136424-oficina-comercial-en-renta-lomas-del-campestre-_JM,"$13,000",LeÃ³n,Lomas Del Campestre,90 mÂ²,,,,,,,,90 mÂ²,,1,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1424074239,guanajuato,oficina,https://inmueble.metroscubicos.com/MLM-1424074239-oficina-comercial-en-renta-lomas-del-campestre-_JM,"$13,000",LeÃ³n,Lomas Del Campestre,90 mÂ²,,,,,,,,90 mÂ²,,1,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1423557109,guanajuato,amplio,https://casa.metroscubicos.com/MLM-1423557109-amplio-local-comercial-en-paseo-morelos-plaza-comercial-sobre-libramiento-_JM,"$54,440",LeÃ³n,Los Murales,185 mÂ²,,,,2,,,0 MXN,185 mÂ²,,,14 aÃ±os,,,,,,,,,,,,Norte,,,,,,,,,,,,,,
1423557077,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1423557077-departamento-en-punta-canada-_JM,"$17,000",LeÃ³n,Villas Del Campestre,155 mÂ²,3,,,2,,,0 MXN,155 mÂ²,3,2,14 aÃ±os,,,,,,,,,,,,Norte,,,,,,,,No,,,,,,
1423446140,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1423446140-departamento-amueblado-en-lomas-de-gran-jardin-cerca-de-parque-metropolitano-_JM,"$19,000",LeÃ³n,Gran JardÃ­n,90 mÂ²,3,,,2,,,0 MXN,90 mÂ²,3,2,14 aÃ±os,,,,,,,,,,,,Norte,,,,,,,,No,,,,,,
1423406989,guanajuato,departamento,https://departamento.metroscubicos.com/MLM-1423406989-departamento-amplio-en-torre-cumbres-a-un-lado-del-club-brittania-_JM,"$23,000",León,Villas Del Campestre,80 m²,3,3,4,4,,14 años,0 MXN,80 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1423451907,guanajuato,loft,https://departamento.metroscubicos.com/MLM-1423451907-loft-amueblado-en-torre-adamant-lopez-mateos-y-las-torres-_JM,"$25,000",León,Villas Del Juncal,39 m²,1,1,1,1,,14 años,0 MXN,39 m²,,,,Norte,,,,,,,,,,,,,,,,,,,No,,,,,,
1423412603,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423412603-casa-sola-en-renta-fraccionamiento-piamonte-_JM,"$10,000",Guanajuato,Irapuato,158 m²,,3,3,,,0 años,,190 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423425205,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423425205-casa-sola-en-renta-residencial-piamonte-_JM,"$13,000",Irapuato,Los Presidentes,167 m²,,2,2,,,0 años,,177 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423412289,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423412289-casa-sola-en-renta-quinta-las-villas-_JM,"$7,500",Irapuato,Quinta Las Villas,115 m²,,3,3,,,0 años,,95 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423386397,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423386397-casa-sola-en-renta-fracc-altamira-_JM,"$7,000",Irapuato,Fraccionamiento Cerrada Altamira,129 m²,,3,3,,,0 años,,130 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423438102,guanajuato,bodega,https://inmueble.metroscubicos.com/MLM-1423438102-bodega-industrial-en-venta-ejido-lo-de-juarez-_JM,"$4,500,000",Irapuato,Ejido Lo de Juárez,431 m²,,,1,,,0 años,,431 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423412218,guanajuato,casa,https://casa.metroscubicos.com/MLM-1423412218-casa-sola-en-renta-los-portones-_JM,"$8,500",Guanajuato,Irapuato,136 m²,,3,3,,,0 años,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
