ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Orientación,Antigüedad,Ambientes,Bodegas,Cantidad de pisos,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,OrientaciÃ³n,AntigÃ¼edad,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,Disposición del lote,DisposiciÃ³n del lote,DisposiciÃ³n
1314660840,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1314660840-departamento-en-venta-en-marina-cerritos-_JM,"$1,540,000",Mazatlán,Villa Marina,45 m²,45 m²,1,1,1,,0 años,,1,5,,,,,,,,,,,,,,,,,,
1400119800,sinaloa,espectacular,https://departamento.metroscubicos.com/MLM-1400119800-espectacular-penthouse-ubicado-en-el-malecon-de-mazatlan-donde-podras-disfrutar-los-mejores-atardeceres-del-puerto-_JM,"U$S1,300,000",Sinaloa,Mazatlán,322 m²,322 m²,4,4,,,,,,,,,,,,,,,,,,,,,,,,
1388313333,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1388313333-departamento-en-venta-en-marina-mazatlan-_JM,"$3,636,000",MazatlÃ¡n,Marina MazatlÃ¡n,,85 mÂ²,,,,,,,,,,2,2,,,,,,,,,,,,,,,
1336894012,sinaloa,penthouse,https://departamento.metroscubicos.com/MLM-1336894012-penthouse-bio-modelo-terra-_JM,"$6,500,000",Mazatlán,Telleria,177.56 m²,177.56 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1370121300,sinaloa,bluu,https://departamento.metroscubicos.com/MLM-1370121300-bluu-torre-zafiro-_JM,"$3,809,400",Sinaloa,Mazatlán,,73 m²,2,2,,,,,,,,,,,,,,,,,,,,,,,,
785795286,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-785795286-departamento-en-preventa-en-stanza-toscana-_JM,"$1,100,000",CuliacÃ¡n,Stanza Toscana,70 mÂ²,60 mÂ²,,,1,,,,1,1,,2,1,,0 aÃ±os,,,,,,,,,,,,,
1370159917,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1370159917-akoya-sky-living-condominio-modelo-b-_JM,"$6,769,000",Sinaloa,Mazatlán,,133 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
1370153618,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1370153618-akoya-sky-living-condominio-modelo-c-y-c1-_JM,"$5,725,000",Sinaloa,Mazatlán,,123 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
1369431896,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1369431896-departamento-en-venta-en-punta-paraiso-_JM,"$1,886,000",Navolato,Altata,60 m²,60 m²,2,1,2,,0 años,,1,1,,,,,,,,,,,,,,,,,,
1321282462,sinaloa,bio,https://departamento.metroscubicos.com/MLM-1321282462-bio-penthouse-malecon-modelo-aqua-_JM,"$10,600,000",Mazatlán,Telleria,355 m²,355 m²,4,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
847982763,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-847982763-departamento-fraccionamiento-cerritos-resort-_JM,"$2,950,000",MazatlÃ¡n,Cerritos Resort,91 mÂ²,91 mÂ²,,,1,,,,,,0 MXN,2,2,,10 aÃ±os,,,,,,,,,,,,,
1321269745,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1321269745-departamento-frente-al-mar-mazatlan-sinaloa-_JM,"$5,850,000",Mazatlán,12 de Mayo,164 m²,164 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1399236817,sinaloa,torre,https://departamento.metroscubicos.com/MLM-1399236817-torre-neovita-departamos-en-venta-_JM,"$2,822,990",Mazatlán,Real Del Valle,100.71 m²,92.34 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1336366485,sinaloa,penthouse,https://departamento.metroscubicos.com/MLM-1336366485-penthouse-bio-modelo-ignis-_JM,"$6,800,000",Mazatlán,Telleria,211.49 m²,211.49 m²,3,3,1,,0 años,,,,,,,,,,,,,,,,,,,,,
794103497,sinaloa,departamentos,https://departamento.metroscubicos.com/MLM-794103497-departamentos-en-venta-en-lomas-de-mazatlan-_JM,"$3,700,000",Mazatlán,Lomas de Mazatlán,200 m²,200 m²,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
1416207544,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1416207544-akoya-sky-living-condominio-modelo-e-piso18-condo-1805-frente-al-malecon-de-mazatlan-sinaloa-_JM,"$5,775,954",Mazatlán,Flamingos,140 m²,140 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1336323935,sinaloa,condominios,https://departamento.metroscubicos.com/MLM-1336323935-condominios-la-antigua-modelo-el-faro-_JM,"$2,416,200",Mazatlán,Playas Del Sur,86.66 m²,86.66 m²,,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1400064598,sinaloa,penthouse,https://departamento.metroscubicos.com/MLM-1400064598-penthouse-en-venta-amueblado-en-torres-navia-_JM,"$3,950,000",MazatlÃ¡n,Marina MazatlÃ¡n,169 mÂ²,94 mÂ²,,,1,,,,1,6,,2,2,,1 aÃ±os,,,,,,,,,,,,,
1416316210,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1416316210-akoya-sky-living-condomininio-modelo-pent-house-piso-30-condo-1-vista-panoramica-360--_JM,"$17,931,932",Mazatlán,Flamingos,319 m²,319 m²,4,4,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1388306999,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1388306999-departamento-en-venta-en-palos-prietos-_JM,"$3,900,000",Mazatlán,Palos Prietos,,161 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
1370121503,sinaloa,torre,https://departamento.metroscubicos.com/MLM-1370121503-torre-triana-paseo-modelo-claussen-_JM,"$6,700,000",Sinaloa,Mazatlán,,161 m²,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1399085280,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1399085280-departamento-en-venta-en-amorada-_JM,"$1,480,000",Culiacán,Buenavista Amp,10 m²,10 m²,2,2,2,,1 años,,1,1,,,,,,,,,,,,,,,,,,
924340065,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-924340065-departamento-en-venta-en-colonia-guadalupe-_JM,"$1,600,000",Culiacán,Guadalupe Victoria,165 m²,144 m²,3,2,2,,5 años,,1,2,,,,,,,,,,,,,,,,,,
1362080251,sinaloa,condominios,https://departamento.metroscubicos.com/MLM-1362080251-condominios-en-venta-en-mazatlan-sinaloa-_JM,"U$S395,645",Mazatlán,Costa Dorada,,139 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,,
1415926483,sinaloa,departamentos,https://departamento.metroscubicos.com/MLM-1415926483-departamentos-en-col-burocratas-del-1-al-4-_JM,"$1,010,000",Sinaloa,Mazatlán,,52 m²,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
1388300389,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1388300389-departamento-en-venta-en-palos-prietos-_JM,"$9,500,000",Mazatlán,Palos Prietos,,236 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,,
1355500637,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1355500637-departamento-en-venta-litoral-en-mazatlan70-_JM,"$3,950,000",Mazatlán,Los Pinos,70 m²,70 m²,1,1,1,,0 años,,1,11,,,,,,,,,,,,,,,,,,
1382553615,sinaloa,240,https://departamento.metroscubicos.com/MLM-1382553615-240-venta-de-departamento-torre-3h-en-mazatlan-_JM,"$5,305,500",Mazatlán,Telleria,103.36 m²,103.36 m²,2,2,40,,0 años,,1,24,,,,,,,,,,,,,,,,,,
1416062720,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1416062720-departamento-en-venta-en-el-centro-de-mazatlan-_JM,"U$S625,000",Mazatlán,Centro,,330 m²,2,3,2,,1 años,,,,,,,,,,,,,,,,,,,,,
1399237458,sinaloa,torre,https://departamento.metroscubicos.com/MLM-1399237458-torre-neovita-departamos-en-venta-_JM,"$2,772,990",Mazatlán,Marina Mazatlán,99.54 m²,91.23 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1323589216,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1323589216-departamento-en-venta-flamingos-_JM,"U$S580,000",Mazatlán,Flamingos,,330 m²,3,4,,,0 años,,,,,,,,,,,,,,,,,,,,,
1325024593,sinaloa,venta,https://departamento.metroscubicos.com/MLM-1325024593-venta-de-departamento-torres-navia-_JM,"$2,505,000",MazatlÃ¡n,Marina MazatlÃ¡n,80 mÂ²,95 mÂ²,,,1,,,,1,1,,2,2,,0 aÃ±os,,,,,,,,,,,,,
1390411244,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1390411244-departamento-en-venta-cerca-de-playa-_JM,"$2,200,000",MazatlÃ¡n,SÃ¡balo Country Club,75 mÂ²,75 mÂ²,,,,,,,,1,,2,2,,,,,,,,,,,,,,,
1402008654,sinaloa,aleman,https://departamento.metroscubicos.com/MLM-1402008654-aleman-condos-_JM,"$1,950,000",Sinaloa,Mazatlán,,55 m²,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
836496978,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-836496978-departamento-en-venta-en-sabalo-country-club-_JM,"$2,520,000",MazatlÃ¡n,SÃ¡balo Country Club,70 mÂ²,70 mÂ²,,,,,,,1,17,,2,2,,0 aÃ±os,,,,,,,,,,,,,
1336325470,sinaloa,penthouse,https://departamento.metroscubicos.com/MLM-1336325470-penthouse-bio-modelo-air-_JM,"$5,600,000",Mazatlán,Telleria,135.65 m²,135.65 m²,1,1,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1421578926,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1421578926-departamento-en-venta-en-portezza-frente-a-universidad-autonoma-de-durango-y-al-lado-de-gran-plaza-_JM,"$3,095,000",Mazatlán,Flamingos,99 m²,99 m²,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1370121298,sinaloa,bluu,https://departamento.metroscubicos.com/MLM-1370121298-bluu-torre-marino-_JM,"$3,812,000",Sinaloa,Mazatlán,,73 m²,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1344523041,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1344523041-departamento-en-venta-interlomas-_JM,"$4,800,000",Culiacán,Interlomas,,150 m²,3,4,,,2 años,,,,,,,,,,,,,,,,,,,,,
1336280727,sinaloa,condominios,https://departamento.metroscubicos.com/MLM-1336280727-condominios-la-antigua-a-unos-pasos-del-escudo-de-sinaloa-en-olas-altas-_JM,"$2,689,420",Mazatlán,Playas Del Sur,84.46 m²,84.46 m²,,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1394154719,sinaloa,azul,https://departamento.metroscubicos.com/MLM-1394154719-azul-turquesa-nivel-pb-_JM,"$2,624,000",Sinaloa,MazatlÃ¡n,83 mÂ²,83 mÂ²,,,4,,,,,,,2,2,,,,,,,,,,,,,,,
792452632,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-792452632-departamento-en-venta-eleve-en-mazatlan-_JM,"$6,600,000",Mazatlán,Zona Dorada,1000 m²,110 m²,2,2,1,,,,,27,,,,,,,,12,,,,,,,,,,
1370161699,sinaloa,zyanya,https://departamento.metroscubicos.com/MLM-1370161699-zyanya-modelo-turquesa-_JM,"$2,269,000",Sinaloa,Mazatlán,,82 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
1376897999,sinaloa,bio,https://departamento.metroscubicos.com/MLM-1376897999-bio-penthouse-malecon-modelo-al-_JM,"$6,495,000",Mazatlán,Telleria,135 m²,135 m²,1,1,1,,0 años,3,,,,,,,,,,,,,,,,,,,,
1336335287,sinaloa,boca,https://departamento.metroscubicos.com/MLM-1336335287-boca-del-mar-modelo-tres-islas-_JM,"$5,675,000",Mazatlán,Los Pinos,110 m²,110 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1336346892,sinaloa,boca,https://departamento.metroscubicos.com/MLM-1336346892-boca-del-mar-modelo-olas-altas-_JM,"$6,675,000",Mazatlán,Los Pinos,132 m²,132 m²,2,2,1,Norte,0 años,2,,,0 MXN,,,,,,,,,,,,,,,,,
1336312670,sinaloa,boca,https://departamento.metroscubicos.com/MLM-1336312670-boca-del-mar-modelo-deluxe-_JM,"$11,200,000",Mazatlán,Los Pinos,164 m²,164 m²,3,3,1,,0 años,,,,,,,,,,,,,,,,,,,,,
786625213,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-786625213-departamento-en-venta-en-real-del-valle-_JM,"$3,215,300",Mazatlán,Real Del Valle,73 m²,10 m²,2,2,1,,0 años,,1,4,,,,,,,,,,,,,,,,,,
1400070939,sinaloa,la,https://departamento.metroscubicos.com/MLM-1400070939-la-antigua-condominios-residenciales-_JM,"$2,456,200",Mazatlán,Villas Playa Sur,86 m²,86 m²,2,2,,,,,,5,,,,,,,,,,,,,,,,,,
1399698205,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1399698205-departamento-de-lujo-en-torre-q-203-mazatlan-_JM,"$2,573,460",Mazatlán,Palos Prietos,87 m²,87 m²,2,2,1,,,4,,,,,,,,,,,,,,,,,,,,
1336293880,sinaloa,boca,https://departamento.metroscubicos.com/MLM-1336293880-boca-del-mar-modelo-bahia-_JM,"$6,200,000",Mazatlán,Los Pinos,124 m²,124 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1323595510,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1323595510-departamento-en-venta-real-pacifico-_JM,"$1,295,000",Mazatlán,Real Pacífico,,72 m²,2,2,,,1 años,,,,,,,,,,,,,,,,,,,,,
1398914525,sinaloa,lomas,https://departamento.metroscubicos.com/MLM-1398914525-lomas-de-guadalupe-con-excelente-vista-_JM,"$8,600,000",Culiacán,Lomas De Guadalupe,570 m²,690 m²,2,2,3,,3 años,,1,2,30000 MXN,,,,,,,,,,,,,,,,,
1399642658,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1399642658-departamento-de-lujo-en-torre-aqa-202-mazatlan-_JM,"$3,520,020",Mazatlán,Palos Prietos,119 m²,119 m²,3,2,1,,,5,,,,,,,,,,,,,,,,,,,,
1370167950,sinaloa,zyanya,https://departamento.metroscubicos.com/MLM-1370167950-zyanya-modelo-indigo-_JM,"$2,319,000",Sinaloa,Mazatlán,,85 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
1370014308,sinaloa,blue,https://departamento.metroscubicos.com/MLM-1370014308-blue-life-luxury-condos-_JM,"$2,200,000",Sinaloa,Mazatlán,,58 m²,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1416265441,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1416265441-akoya-sky-living-condominio-modelo-c1-piso-15-condo-1503-_JM,"$5,439,860",Mazatlán,Flamingos,123 m²,123 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1399207340,sinaloa,torre,https://departamento.metroscubicos.com/MLM-1399207340-torre-neovita-departamos-en-venta-_JM,"$2,622,990",Mazatlán,Real Del Valle,87.52 m²,82.09 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1388268335,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1388268335-departamento-en-venta-en-3-rios-_JM,"$2,190,000",Culiacán,Tres Ríos,,110 m²,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
1325046631,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1325046631-departamento-en-venta-en-la-conquista-_JM,"$1,935,085",Culiacán,Prados De La Conquista,79.8 m²,79.8 m²,2,2,1,,0 años,,1,5,,,,,,,,,,,,,,,,,,
1416227388,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1416227388-akoya-sky-living-condominio-modelo-b-piso-18-condo-1802-frente-al-malecon-en-mazatlan-sinaloa-_JM,"$6,118,272",Mazatlán,Flamingos,132 m²,132 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1399236723,sinaloa,torre,https://departamento.metroscubicos.com/MLM-1399236723-torre-neovita-departamos-en-venta-_JM,"$2,722,990",Mazatlán,Real Del Valle,99.54 m²,91.23 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1399617283,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1399617283-departamento-de-lujo-en-torre-q-201-mazatlan-_JM,"$3,135,480",Mazatlán,Palos Prietos,106 m²,106 m²,2,2,1,,,4,,,,,,,,,,,,,,,,,,,,
1370142600,sinaloa,zyanya,https://departamento.metroscubicos.com/MLM-1370142600-zyanya-modelo-aqua-_JM,"$2,279,000",Sinaloa,Mazatlán,,82 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
1318423886,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1318423886-departamento-en-preventa-en-villa-marina-_JM,"$2,690,000",Mazatlán,Villa Marina,95 m²,95 m²,2,3,1,,0 años,,1,1,,,,,,,,,,,,,,,,,,
1336374677,sinaloa,torre,https://departamento.metroscubicos.com/MLM-1336374677-torre-imperia-en-el-malecon-de-mazatlan-_JM,"$3,780,000",Mazatlán,Telleria,80 m²,80 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1323260120,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1323260120-departamento-en-venta-pacifika-marina-condos-mazatlan-sinaloa-_JM,"$5,300,000",MazatlÃ¡n,Marina MazatlÃ¡n,,135 mÂ²,,,,,,,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,
906512731,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-906512731-departamento-en-venta-en-valle-alto-_JM,"$1,050,000",CuliacÃ¡n,Valle Alto,60 mÂ²,60 mÂ²,,,,,,,1,1,,2,2,,1 aÃ±os,,,,,,,,,,,,,
1392695869,sinaloa,bio,https://departamento.metroscubicos.com/MLM-1392695869-bio-penthouse-malecon-modelo-terra-_JM,"$6,995,000",Sinaloa,Mazatlán,,178 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
1420129994,sinaloa,condominio,https://departamento.metroscubicos.com/MLM-1420129994-condominio-de-3-recamaras-cerca-del-mar-_JM,"$4,733,820",Mazatlán,Palos Prietos,119 m²,119 m²,3,2,,,,,,,,,,,,,,,,,,,,,,,,
1392994961,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1392994961-departamento-en-venta-av-paseo-del-pacifico-_JM,"$1,642,000",Mazatlán,Hacienda del Mar,,50 m²,1,1,,,0 años,,,,,,,,,,,,,,,,,,,,,
1414481341,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1414481341-departamento-en-venta-mazatlan-sinaloa-en-blvd-marina-mazatlan-_JM,"$4,000,000",MazatlÃ¡n,Marina MazatlÃ¡n,100 mÂ²,100 mÂ²,,,,,,,,,,3,2,,1 aÃ±os,,,,,,,,,,,,,
1416265029,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1416265029-akoya-sky-livinig-condominio-modelo-d-piso-17-condo-1704-frente-al-malecon-de-mazatlan-sinaloa-_JM,"$6,027,854",Mazatlán,Flamingos,132 m²,132 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1339136261,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1339136261-departamento-en-venta-centro-_JM,"$4,637,794",Mazatlán,Centro,,161 m²,3,2,,,0 años,,,,,,,,,,,,,,,,,,,,,
1327893484,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1327893484-departamento-en-venta-eleve-beach-tower-condos-_JM,"$3,700,000",MazatlÃ¡n,La Escopama Beach,,110 mÂ²,,,,,,,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,
1409039774,sinaloa,torre,https://departamento.metroscubicos.com/MLM-1409039774-torre-vita-modelo-departamento-_JM,"$6,990,999",Sinaloa,Mazatlán,,133 m²,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1336293370,sinaloa,balandra,https://departamento.metroscubicos.com/MLM-1336293370-balandra-departamentos-de-lujo-en-mazatlan-modelo-isla-_JM,"$2,413,950",MazatlÃ¡n,SÃ¡balo Country Club,80 mÂ²,80 mÂ²,,,1,,,,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,
1416233003,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1416233003-akoya-sky-living-condominio-modelo-a-piso-21-condo-2101-frente-al-malecon-en-mazatlan-sinaloa-_JM,"$4,811,352",Mazatlán,Flamingos,112 m²,112 m²,2,2,,,0 años,,,,,,,,,,,,,,,,,,,,,
1390411241,sinaloa,condominios,https://departamento.metroscubicos.com/MLM-1390411241-condominios-en-el-centro-de-mazatlan-_JM,"$2,349,825",Mazatlán,Centro,309 m²,77 m²,2,2,,,,,,4,,,,,,,,,,,,,,,,,,
1336293589,sinaloa,balandra,https://departamento.metroscubicos.com/MLM-1336293589-balandra-departamentos-de-lujo-en-mazatlan-modelo-bahia-_JM,"$3,358,950",MazatlÃ¡n,SÃ¡balo Country Club,100 mÂ²,100 mÂ²,,,1,,,,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,
1325059008,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1325059008-departamento-en-venta-en-centro-_JM,"$4,187,000",Mazatlán,Mazatlán Centro,58 m²,45 m²,1,1,,,0 años,,1,1,,,,,,,,,,,,,,,,,,
1344484433,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1344484433-departamento-en-venta-interlomas-_JM,"$3,380,000",Culiacán,Interlomas,,110 m²,2,2,,,2 años,,,,,,,,,,,,,,,,,,,,,
1399639943,sinaloa,tu,https://departamento.metroscubicos.com/MLM-1399639943-tu-nuevo-depa-en-arieta-coto-privado-con-alberca-_JM,"$1,115,000",Mazatlán,El Conchi,63 m²,63 m²,2,2,1,,0 años,4,,,,,,,,,,,,,,,,,,,,
1321289175,sinaloa,condominio,https://departamento.metroscubicos.com/MLM-1321289175-condominio-frente-al-mar-mazatlan-sinaloa-_JM,"$6,695,000",Mazatlán,12 de Mayo,198 m²,198 m²,3,3,1,,0 años,,,,,,,,,,,,,,,,,,,,,
870944413,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-870944413-departamento-en-venta-en-la-conquista-_JM,"$1,778,000",Culiacán,Prados De La Conquista,79.8 m²,79.8 m²,2,2,1,,0 años,,1,5,,,,,,,,,,,,,,,,,,
1416265394,sinaloa,akoya,https://departamento.metroscubicos.com/MLM-1416265394-akoya-sky-living-dondominio-modelo-c-piso-25-condo-2503-frente-al-malecon-de-mazatlan-sinaloa-_JM,"$6,313,180",Mazatlán,Flamingos,123 m²,123 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1339504866,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1339504866-departamento-en-venta-tres-rios-_JM,"$3,795,000",Culiacán,Tres Ríos,,121 m²,3,3,,,0 años,,,,,,,,,,,,,,,,,,,,,
1333999741,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1333999741-departamento-en-venta-playas-del-sur-_JM,"$1,490,000",Mazatlán,Playas Del Sur,,79 m²,2,2,,,1 años,,,,,,,,,,,,,,,,,,,,,
1344750069,sinaloa,en,https://departamento.metroscubicos.com/MLM-1344750069-en-playa-tenemos-nuevo-proyecto-aldea-ananta-tipo-tulun-_JM,"$4,300,000",MazatlÃ¡n,SÃ¡balo Cerritos,100 mÂ²,80 mÂ²,,,1,,,,,4,,2,2,,,,,,,,4,,,,,,,
1336325148,sinaloa,condominios,https://departamento.metroscubicos.com/MLM-1336325148-condominios-torre-sur-venta-en-playa-sur-mazatlan-_JM,"$2,300,000",Mazatlán,Playas Del Sur,82 m²,82 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1317857378,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1317857378-departamento-en-venta-en-mazatlan-con-vista-al-mar-_JM,"$4,187,400",Mazatlán,Centro,120 m²,120 m²,2,3,2,,,,,,,,,,,,,,,,,,,,,,,
1404806924,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1404806924-departamento-en-venta-marina-mazatlan-_JM,"$1,950,000",Mazatlán,Marina Mazatlán,,88 m²,2,2,,,0 años,,,,,,,,,,,,,,,,,,,,,
1397662518,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1397662518-departamento-en-venta-condominio-nuevo-a-orilla-de-playa-_JM,"$4,950,000",Mazatlán,Villas Playa Sur,,123 m²,2,3,,,1 años,,,,,,,,,,,,,,,,,,,,,
1368303170,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1368303170-departamento-en-venta-preventa-frente-al-mar-encanto-_JM,"$4,140,000",Mazatlán,Punta Diamante,,91 m²,2,2,,,1 años,,,,,,,,,,,,,,,,,,,,,
1323614932,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1323614932-departamento-en-venta-marina-mazatlan-_JM,"$3,690,000",MazatlÃ¡n,Marina MazatlÃ¡n,,111 mÂ²,,,,,,,,,,1,1,,0 aÃ±os,,,,,,,,,,,,,
1314201677,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1314201677-departamento-en-venta-tres-rios-_JM,"$2,190,000",Culiacán,Tres Ríos,,102 m²,2,2,,,3 años,,,,,,,,,,,,,,,,,,,,,
1400871289,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1400871289-departamento-nuevo-altata-punta-esmeralda-con-alberca-en-privada-_JM,"$1,900,000",Navolato,Altata,,68 mÂ²,,,,,,,,,,2,1,,,,,,,,,,,,,,,
1404928018,sinaloa,departamentos,https://departamento.metroscubicos.com/MLM-1404928018-departamentos-en-venta-villa-de-cortes-altata-_JM,"$823,000",Navolato,Altata,64.51 mÂ²,54.64 mÂ²,,,1,,,,1,1,,2,1,,0 aÃ±os,,,,,,,,,,,,,
1413641177,sinaloa,departamentos,https://departamento.metroscubicos.com/MLM-1413641177-departamentos-venta-frente-a-playa-mazatlan-_JM,"$4,300,000",Mazatlán,Cerritos al Mar,80 m²,80 m²,2,2,1,,,4,,,,,,,,,,,,,,,,,,,,
1399149520,sinaloa,torre,https://departamento.metroscubicos.com/MLM-1399149520-torre-neovita-departamos-en-venta-_JM,"$2,495,000",Mazatlán,Real Pacífico,87.52 m²,87.52 m²,2,2,1,,1 años,,,,,,,,,,,,,,,,,,,,,
1331998280,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1331998280-departamento-ferrara-pacific-city-_JM,"$2,719,000",MazatlÃ¡n,SÃ¡balo Country Club,105 mÂ²,105 mÂ²,,,1,,,,,,,2,2,,1 aÃ±os,,,,,,,,,,,,,
926591594,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-926591594-departamento-en-venta-en-la-conquista-_JM,"$1,845,964",Culiacán,Prados De La Conquista,79.8 m²,79.8 m²,2,2,1,,0 años,,1,5,,,,,,,,,,,,,,,,,,
930945134,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-930945134-departamento-en-venta-marina-mazatlan-_JM,"$2,900,000",MazatlÃ¡n,Marina MazatlÃ¡n,,93 mÂ²,,,,,,,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,
1385790924,sinaloa,departamento,https://departamento.metroscubicos.com/MLM-1385790924-departamento-en-venta-sabalo-country-club-_JM,"$1,980,000",MazatlÃ¡n,SÃ¡balo Country Club,,78 mÂ²,,,,,,,,,,2,2,,2 aÃ±os,,,,,,,,,,,,,
