ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Antigüedad,RecÃ¡maras,BaÃ±os,Cuota mensual de mantenimiento,AntigÃ¼edad,Cantidad de pisos,Bodegas,Orientación,OrientaciÃ³n,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,DisposiciÃ³n,Acceso,Metros de frente,Metros de fondo,Forma del terreno,Disposición del lote,DisposiciÃ³n del lote
1391882277,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1391882277-casa-en-venta-sm-17-_JM,"$5,950,000",Cancún/Benito Juárez,Supermanzana 17,300 m²,340 m²,6,3,3,4,0 años,,,,,,,,,,,,,,,,,,,,,
1332594169,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1332594169-casa-con-diseno-unico-en-lagos-del-sol-cancun-_JM,"$12,400,000",CancÃºn/Benito JuÃ¡rez,Lagos del Sol,650 mÂ²,530 mÂ²,11,,,3,,4,5,,4 aÃ±os,,,,,,,,,,,,,,,,,
1398430839,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1398430839-casa-en-venta-cozumel-c3102-_JM,"$1,750,000",Cozumel,Flamingos II,160 m²,145 m²,,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1420285435,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1420285435-venta-de-casa-a-excelente-precio-en-playa-del-carmen-yc0922-_JM,"$1,380,000",Solidaridad/Riviera Maya,Galaxia Del Carmen I,91.25 m²,108.8 m²,2,2,2,2,6 años,,,1300 MXN,,2,,Norte,,,,,,,,,,,,,,
1348714800,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1348714800-casa-cerca-cancun-vc-1232-_JM,"U$S270,000",Quintana Roo,Cancún/Benito Juárez,2250 m²,,,4,5,,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1388463272,quintana-roo,espectacular,https://casa.metroscubicos.com/MLM-1388463272-espectacular-casa-en-venta-fraccionamiento-la-laguna-cancu-_JM,"U$S3,500,000",Cancún/Benito Juárez,Zona Hotelera,400 m²,800 m²,11,5,6,4,0 años,,,,,,,,,,,,,,,,,,,,,
951223714,quintana-roo,casa,https://casa.metroscubicos.com/MLM-951223714-casa-estilo-mediterraneo-en-residencial-campestre-cancun-m-_JM,"$8,000,000",CancÃºn/Benito JuÃ¡rez,Campestre,813 mÂ²,452 mÂ²,8,,,2,,3,4,,10 aÃ±os,,,,,,,,,,,,,,,,,
1416233595,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416233595-casa-en-venta-en-alamos-cancun-quintana-roo-_JM,"$3,950,000",Cancún/Benito Juárez,Alamos I,333 m²,270 m²,,4,4,4,0 años,,,,,,,,,,,,,,,,,,,,,
952443204,quintana-roo,2,https://casa.metroscubicos.com/MLM-952443204-2-bedroom-single-family-home-playa-del-carmen-downtown-_JM,"U$S445,000",Solidaridad/Riviera Maya,Quintas del Carmen,258 m²,180 m²,5,2,3,1,0 años,,,,,,,,,,,,,,,,,,,,,
1405055344,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1405055344-casa-con-jardin-y-alberca-privada-tina-con-doble-altura-re-_JM,"$9,000,000",Tulum,Ejido,246 m²,326 m²,7,3,3,,0 años,,,,,,,,,,,,,,,,,,,,,
1402063021,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402063021-casa-en-venta-en-palmaris-cancun-_JM,"$3,800,000",Cancún/Benito Juárez,Residencial Palmaris,160 m²,,,3,2,2,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1402056602,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402056602-casa-en-venta-en-cumbres-cancun-_JM,"$11,999,000",CancÃºn/Benito JuÃ¡rez,Residencial Cumbres,569 mÂ²,,,,,,,5,6,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
1402043323,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402043323-casa-en-venta-en-puerto-morelos-riviera-maya-playa-secreto-_JM,"U$S2,295,000",Quintana Roo,Puerto Morelos,1250 mÂ²,,,,,2,,8,7,0 MXN,15 aÃ±os,,,,,,,,,,,,,,,,,
1402049766,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402049766-casa-en-venta-playacar-fase-2-playa-del-carmen-_JM,"U$S1,500,000",Quintana Roo,Solidaridad/Riviera Maya,854 m²,,,5,5,4,1 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1382106670,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1382106670-casa-con-alberca-privada-sala-de-tv-2-terrazas-1-balcon-c-_JM,"$6,500,000",CancÃºn/Benito JuÃ¡rez,Central De Abasto,217 mÂ²,350 mÂ²,7,,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,
1332158313,quintana-roo,luxury,https://casa.metroscubicos.com/MLM-1332158313-luxury-4-bedroom-private-garden-villa-in-playa-del-carmen-_JM,"U$S1,140,000",Solidaridad/Riviera Maya,El cielo Residencial,580 m²,311 m²,,,,,0 años,,,,,,,,,,,,,,,,,,,,,
950217032,quintana-roo,casa,https://casa.metroscubicos.com/MLM-950217032-casa-en-condominio-selvamar-_JM,"$4,240,000",Solidaridad/Riviera Maya,Selvamar,205 mÂ²,205 mÂ²,3,,,3,,3,3,2000 MXN,5 aÃ±os,3,,,,,,,,,,,,,,,,
926565781,quintana-roo,casa,https://casa.metroscubicos.com/MLM-926565781-casa-en-venta-en-puerto-cancun-_JM,"U$S2,300,000",Quintana Roo,Cancún/Benito Juárez,600 m²,,,4,4,4,2 años,,,0 MXN,,,,,,,,,,,,,,,,,,
924048775,quintana-roo,espectacular,https://casa.metroscubicos.com/MLM-924048775-espectacular-propiedad-en-venta-_JM,"$18,000,000",CancÃºn/Benito JuÃ¡rez,Colegios,5000 mÂ²,670 mÂ²,,,,8,,6,5,,5 aÃ±os,,,,,,,,,,,,,,,,,
916893554,quintana-roo,casa,https://casa.metroscubicos.com/MLM-916893554-casa-en-venta-lagos-del-sol-residencial-cancun-_JM,"$9,100,000",CancÃºn/Benito JuÃ¡rez,Lagos del Sol,370 mÂ²,1 mÂ²,9,,,,,4,5,,0 aÃ±os,,,,,,,,,,,,,,,,,
1402006637,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402006637-casa-en-venta-en-residencial-cumbres-precio-oportunidad-_JM,"$5,950,000",CancÃºn/Benito JuÃ¡rez,Residencial Cumbres,310 mÂ²,,,,,4,,3,4,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
863585644,quintana-roo,casa,https://casa.metroscubicos.com/MLM-863585644-casa-en-venta-en-playa-del-carmen-_JM,"$1,100,000",Solidaridad/Riviera Maya,Balamtun,107 m²,63 m²,,2,2,1,21 años,,,,,,,,,,,,,,,,,,,,,
1362185289,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1362185289-casa-en-venta-alamos-2-huayacan-en-cancun-rd19321-_JM,"$3,850,000",Cancún/Benito Juárez,Alamos II,500 m²,282 m²,,4,3,3,15 años,,,,,,,,,,,,,,,,,,,,,
908526238,quintana-roo,preciosa,https://casa.metroscubicos.com/MLM-908526238-preciosa-casa-de-lujo-en-residencial-aqua-_JM,"$4,300,000",Quintana Roo,Cancún/Benito Juárez,160 m²,340 m²,,3,3,,0 años,,,,,,,,,,,,,,,,,,,,,
954685215,quintana-roo,residencial,https://casa.metroscubicos.com/MLM-954685215-residencial-arbolada-amueblada-_JM,"$3,150,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,147 mÂ²,147 mÂ²,,,,2,,3,2,700 MXN,2 aÃ±os,2,,,,,,,,,,,,,,,,
952165639,quintana-roo,casa,https://casa.metroscubicos.com/MLM-952165639-casa-en-venta-en-la-paz-tulum-_JM,"$23,000,000",Tulum,Region 9 Veleta,298 m²,530 m²,16,9,7,3,14 años,,,,,,,,,,,,,,,,,,,,,
1404442071,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1404442071-venta-de-casa-3-recamaras-playa-del-carmen-en-villas-bonanza-quintana-roo-_JM,"$1,850,000",Quintana Roo,Solidaridad/Riviera Maya,112 m²,97 m²,9,3,2,2,0 años,,,1000 MXN,,2,,,,,,,,,,,,,,,,
924446162,quintana-roo,asana,https://casa.metroscubicos.com/MLM-924446162-asana-leaf-tulum-casa-en-venta-_JM,"U$S329,000",Tulum,Tulum,220 m²,220 m²,,4,4,,0 años,,,,,,,,,,,,,,,,,,,,,
1417768079,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1417768079-casa-en-venta-cancun-centro-supermanza-17-_JM,"$10,500,000",Cancún/Benito Juárez,Supermanzana 17,600 m²,,,3,5,6,0 años,,,0 MXN,,2,,,,,,,,,,,,,,,,
1405081189,quintana-roo,residencia,https://casa.metroscubicos.com/MLM-1405081189-residencia-de-lujo-4-recamaras-con-alberca-y-muelle-privado-_JM,"$95,700,000",Cancún/Benito Juárez,Zona Hotelera,740 m²,1072 m²,12,4,6,16,,,,,,,,,,,,,,,,,,,,,,
1405031029,quintana-roo,residencia,https://casa.metroscubicos.com/MLM-1405031029-residencia-de-3-recamaras-frente-al-agua-residencial-con-ca-_JM,"$88,200,000",Solidaridad/Riviera Maya,El Petén,50 m²,50 m²,7,3,4,,0 años,,,,,,,,,,,,,,,,,,,,,
1348763582,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1348763582-casa-el-cielo-_JM,"$4,490,000",Solidaridad/Riviera Maya,El cielo Residencial,230 m²,,,3,3,,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1348239383,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1348239383-casa-en-venta-smza-18a-zona-residencial-centrica-_JM,"$8,900,000",Cancún/Benito Juárez,Supermanzana 18,474 m²,648 m²,8,3,4,5,12 años,,,,,,,,,,,,,,,,,,,,,
1346602206,quintana-roo,villa,https://casa.metroscubicos.com/MLM-1346602206-villa-en-campo-de-golf-en-la-riviera-maya-_JM,"U$S1,250,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,600 m²,500 m²,9,4,4,2,0 años,,,,,,,,,,,,,,,,,,,,,
1343441697,quintana-roo,aqua,https://casa.metroscubicos.com/MLM-1343441697-aqua-diana-casa-para-inversion-venta-270-investment-hous-_JM,"$6,500,000",Cancún/Benito Juárez,Cancún Centro,200 m²,270 m²,8,4,4,2,0 años,,,,,,,,,,,,,,,,,,,,,
1342844015,quintana-roo,en,https://casa.metroscubicos.com/MLM-1342844015-en-venta-hermosa-villa-en-holistika-tulum-_JM,"U$S430,000",Tulum,Tulum Centro,200 mÂ²,270 mÂ²,,,,,,,,,0 aÃ±os,,,,,,,,,,,,,,,,,
1331428350,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1331428350-casa-3-recamaras-con-roofgarden-en-venta-residencial-arbolada-cancun-qroo-_JM,"$3,680,000",CancÃºn/Benito JuÃ¡rez,Cancun Centro,120 mÂ²,165.2 mÂ²,,,,2,,3,2,,1 aÃ±os,,,,,,,,,,,,,,,,,
916216183,quintana-roo,casa,https://casa.metroscubicos.com/MLM-916216183-casa-en-venta-puerto-cancun-404-m2-a-estrenar-_JM,"U$S875,000",CancÃºn/Benito JuÃ¡rez,Zona Hotelera,209 mÂ²,409 mÂ²,,,,3,,4,5,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
1416246441,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416246441-casa-en-venta-othon-p-blanco-chetumal-quintana-roo-_JM,"$1,065,000",Othon P Blanco,Leona Vicario,160 mÂ²,182 mÂ²,,,,1,,2,2,,10 aÃ±os,,,,,,,,,,,,,,,,,
1417716086,quintana-roo,se,https://casa.metroscubicos.com/MLM-1417716086-se-vende-casa-en-zona-exclusiva-en-playa-del-carmen-_JM,"$5,272,584",Solidaridad/Riviera Maya,La Joya Xamanha,283 m²,203 m²,,3,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1407741460,quintana-roo,remato,https://casa.metroscubicos.com/MLM-1407741460-remato-casa-con-alberca-en-cancun-recuperacion-bancaria-map-_JM,"$821,000",Cancún/Benito Juárez,Supermanzana 1,75 m²,100 m²,,3,2,2,9 años,,,,,,,,,,,,,,,,,,,,,
1416132310,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416132310-casa-amueblada-en-venta-gran-santa-fe-iii-quintana-roo-_JM,"$1,250,000",Cancún/Benito Juárez,Grand Santa Fe 2,110 m²,110 m²,,2,2,2,4 años,,,,,,,,,,,,,,,,,,,,,
1398176603,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1398176603-casa-nueva-en-venta-3-recamaras-fraccionamiento-playa-azul-e-_JM,"$1,800,000",Solidaridad/Riviera Maya,Playa Azul,98 m²,101 m²,6,3,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1358195352,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1358195352-casa-nueva-en-preventa-4-paneles-solares-3-recamaras-sala-familiar-urano-av-huayacan-cancun-_JM,"$2,995,000",Quintana Roo,Cancún/Benito Juárez,158 m²,158 m²,4,3,2,2,0 años,,,1900 MXN,,2,,Oriente,,,,,,,,,,,,,,
1421735367,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1421735367-casa-en-venta-zona-hotelera-cancun-quinta-narro-_JM,"U$S2,500,000",CancÃºn/Benito JuÃ¡rez,Puerto CancÃºn,400 mÂ²,420 mÂ²,8,,,2,,4,3,,0 aÃ±os,,,,,,,,,,,,,,,,,
1421702928,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1421702928-casa-en-venta-en-la-laguna-de-bacalar-con-muelle-_JM,"U$S1,250,000",Quintana Roo,Bacalar,5112 mÂ²,,,,,6,,5,6,0 MXN,12 aÃ±os,2,,,,,,,,,,,,,,,,
1405018344,quintana-roo,residencia,https://casa.metroscubicos.com/MLM-1405018344-residencia-con-alberca-privada-amplios-ventanales-rodeada-_JM,"$35,041,240",Solidaridad/Riviera Maya,Playa del Carmen Centro,843 m²,427 m²,12,5,6,,0 años,,,,,,,,,,,,,,,,,,,,,
1402069047,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402069047-casa-en-venta-en-rinconada-yoluk-22-sm-16-cancun-_JM,"$8,500,000",Cancún/Benito Juárez,Supermanzana 16,675 m²,,5,4,5,4,0 años,,,0 MXN,,2,,,,,,,,,,,,,,,,
1402017867,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402017867-casa-en-venta-en-aqua-cancun-_JM,"$5,800,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,275 mÂ²,,,,,,,4,4,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
1323107208,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1323107208-casa-tipo-residencia-en-venta-en-playa-del-carmen-_JM,"U$S570,000",Quintana Roo,Solidaridad/Riviera Maya,465 mÂ²,465 mÂ²,,,,2,,4,5,5000 MXN,5 aÃ±os,2,,,,,,,,,,,,,,,,
942608490,quintana-roo,casa,https://casa.metroscubicos.com/MLM-942608490-casa-el-cielo-_JM,"$4,650,000",Solidaridad/Riviera Maya,El cielo Residencial,229 m²,,,3,3,,0 años,,,3000 MXN,,3,,,,,,,,,,,,,,,,
1346309473,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1346309473-casa-en-privada-playa-del-carmen-_JM,"$4,286,738",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,270 m²,161 m²,3,3,,,,,,,,,,,,,,,,,,,,,,,,
1348044139,quintana-roo,se,https://casa.metroscubicos.com/MLM-1348044139-se-vende-hermosa-casa-en-la-sm44-_JM,"$4,000,000",Cancún/Benito Juárez,Supermanzana 44,330 m²,266 m²,7,3,3,3,0 años,,,,,,,,,,,,,,,,,,,,,
1358199872,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1358199872-casa-en-venta-de-5-recamaras-con-muelle-en-residencial-puerto-cancun-zona-hotelera-_JM,"U$S2,699,987",Cancún/Benito Juárez,Puerto Cancún,1100 m²,1100 m²,6,5,7,6,10 años,,,9000 MXN,,2,,Oriente,,,,,,,,,,,,,,
1339240873,quintana-roo,villa,https://casa.metroscubicos.com/MLM-1339240873-villa-billy-_JM,"U$S380,000",Tulum,Region 9 Veleta,300 m²,360 m²,,,,,2 años,,,,,,,,,,,,,,,,,,,,,
1320793474,quintana-roo,town,https://casa.metroscubicos.com/MLM-1320793474-town-house-bahia-_JM,"U$S315,526",Tulum,Akumal,120 mÂ²,160 mÂ²,5,,,1,,2,2,,0 aÃ±os,,,,,,,,,,,,,,,,,
1313102452,quintana-roo,rivera,https://casa.metroscubicos.com/MLM-1313102452-rivera-maya-casa-venta-cancun-quintana-roo-_JM,"$3,075,000",Chetumal,Chetumal Centro,148 m²,159 m²,6,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1338057198,quintana-roo,residencia,https://casa.metroscubicos.com/MLM-1338057198-residencia-isla-_JM,"U$S3,000,000",CancÃºn/Benito JuÃ¡rez,Zona Hotelera,460 mÂ²,592 mÂ²,12,,,5,,5,5,,0 aÃ±os,,,,,,,,,,,,,,,,,
949880797,quintana-roo,en,https://casa.metroscubicos.com/MLM-949880797-en-venta-casa-en-francisco-j-mujica-_JM,"$3,900,000",Othon P Blanco,Adolfo López Mateos,360 m²,375 m²,,3,2,2,15 años,,,,,,,,,,,,,,,,,,,,,
924047746,quintana-roo,casa,https://casa.metroscubicos.com/MLM-924047746-casa-en-venta-en-residencial-long-island-cancun-of11621-_JM,"$3,300,000",Cancún/Benito Juárez,Alamos II,140 m²,170 m²,,3,3,2,1 años,,,2000 MXN,,,,,,,,,,,,,,,,,,
1406078004,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1406078004-casa-de-3-recamaras-en-venta-en-selvanova-coto-2-b-en-playa-_JM,"$2,350,000",Solidaridad/Riviera Maya,Nuevo Centro Urbano,155 m²,122 m²,6,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1402036931,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1402036931-venta-casa-residencial-campestre-cancun-_JM,"$10,000,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,800 mÂ²,,,,,3,,4,4,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
1343460143,quintana-roo,sm,https://casa.metroscubicos.com/MLM-1343460143-sm-18-casa-en-condominio-en-venta-condo-house-for-sale-_JM,"$3,300,000",Cancún/Benito Juárez,Supermanzana 18,140 m²,165 m²,5,2,2,2,23 años,,,,,,,,,,,,,,,,,,,,,
1398178375,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1398178375-casa-en-la-cantera-atras-plaza-outlet-cancun-centro-alberca-_JM,"$2,850,000",Cancún/Benito Juárez,Supermanzana 41,160 m²,168 m²,11,3,3,2,10 años,,,,,2,1,,,,,,,,,,,,,,,
924329710,quintana-roo,casa,https://casa.metroscubicos.com/MLM-924329710-casa-moderna-en-residencial-aqua-_JM,"$3,900,000",Cancún/Benito Juárez,Supermanzana 310,120 m²,200 m²,,3,3,2,5 años,,,1.1 MXN,,,,,,,,,,,,,,,,,,
1388307038,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1388307038-casa-en-venta-en-residencial-isla-azul-_JM,"$2,150,000",Quintana Roo,Cancún/Benito Juárez,157 m²,147 m²,,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1321048788,quintana-roo,hospital,https://casa.metroscubicos.com/MLM-1321048788-hospital-de-especialidades-en-venta-clinica-avc-sm-3-cancun-centro-_JM,"$50,000,000",Cancún/Benito Juárez,Supermanzana 3,622 m²,622 m²,,,,6,10 años,,,,,,,,,,,,,,,,,,,,,
1363283810,quintana-roo,gran,https://casa.metroscubicos.com/MLM-1363283810-gran-casa-sola-en-esquina-sm-38-atras-plaza-outlet-_JM,"$1,970,000",Cancún/Benito Juárez,Supermanzana 38,170 m²,150 m²,16,3,3,3,12 años,,,,,3,1,Norte,,,,,,,,,,,,,,
1421589685,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1421589685-casa-venta-yo-renta-residencial-aqua-cancun-quintana-roo-_JM,"$4,800,000",Cancún/Benito Juárez,Residencial Cumbres,180 m²,280 m²,,3,4,,4 años,,,,,,,,,,,,,,,,,,,,,
1413341225,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1413341225-venta-de-casa-en-privada-detras-de-outlets-cancun-_JM,"$2,150,000",Cancún/Benito Juárez,Supermanzana 38,190 m²,150 m²,6,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1402011427,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402011427-casa-en-venta-en-av-bonampak-cancun-_JM,"$3,850,000",Quintana Roo,Cancún/Benito Juárez,257 m²,,,3,4,2,0 años,,,5200 MXN,,,,,,,,,,,,,,,,,,
1382146472,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1382146472-casa-con-alberca-privada-sala-de-tv-1-terraza-3-balcones-_JM,"$6,500,000",Cancún/Benito Juárez,Central De Abasto,216 m²,345 m²,8,4,3,,0 años,,,,,,,,,,,,,,,,,,,,,
888078397,quintana-roo,casa,https://casa.metroscubicos.com/MLM-888078397-casa-en-campestre-residencial-cancun-_JM,"$8,000,000",CancÃºn/Benito JuÃ¡rez,Campestre,905 mÂ²,400 mÂ²,8,,,2,,3,4,,17 aÃ±os,,,,,,,,,,,,,,,,,
1417747882,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1417747882-casa-en-venta-en-los-olivos-playa-del-carmen-_JM,"U$S140,000",Quintana Roo,Solidaridad/Riviera Maya,100 m²,,,3,3,,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1402017773,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402017773-casa-en-venta-en-rio-cancun-_JM,"$4,800,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,286 mÂ²,,,,,,,4,4,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
916313791,quintana-roo,casa,https://casa.metroscubicos.com/MLM-916313791-casa-en-venta-lagos-del-sol-cancun-_JM,"$10,500,000",CancÃºn/Benito JuÃ¡rez,Lagos del Sol,418 mÂ²,320 mÂ²,8,,,3,,4,4,,0 aÃ±os,,,,,,,,,,,,,,,,,
926561254,quintana-roo,casa,https://casa.metroscubicos.com/MLM-926561254-casa-en-venta-en-residencial-pok-ta-pok-_JM,"U$S1,200,000",CancÃºn/Benito JuÃ¡rez,Zona Hotelera,692 mÂ²,692 mÂ²,,,,3,,6,8,0 MXN,10 aÃ±os,,,,,,,,,,,,,,,,,
1416882705,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1416882705-venta-de-casa-tulum-perfect-villa-_JM,"U$S1,795,000",Tulum,Aldea Zama,423 m²,630 m²,,5,5,2,2 años,,,,,,,,,,,,,,,,,,,,,
1313108886,quintana-roo,rivera,https://casa.metroscubicos.com/MLM-1313108886-rivera-maya-casa-venta-cancun-quintana-roo-_JM,"$3,235,000",Chetumal,Chetumal Centro,160 m²,172 m²,6,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1402049702,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402049702-casa-en-venta-en-cancunvilla-magna-_JM,"$8,990,000",CancÃºn/Benito JuÃ¡rez,Residencial Villa Magna,550 mÂ²,,,,,3,,3,4,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
1355396363,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1355396363-venta-residencial-arbolada-calle-robina-exclusivo-desarollocancun-_JM,"$3,350,000",CancÃºn/Benito JuÃ¡rez,Alfredo V Bonfil,110 mÂ²,170 mÂ²,3,,,2,,3,2,750 MXN,3 aÃ±os,3,,,Norte,,,,,,,,,,,,,
1405081583,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1405081583-casa-en-residencial-con-casa-club-y-alberca-_JM,"$2,575,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,108 mÂ²,123 mÂ²,6,,,2,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,,
1321853213,quintana-roo,naomi,https://casa.metroscubicos.com/MLM-1321853213-naomi-beach-villas-_JM,"U$S605,839",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,118 m²,118 m²,4,2,2,,,,,,,,,,,,,,,,,,,,,,,
1388280735,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1388280735-casa-en-venta-en-playa-del-carmen-_JM,"$2,100,000",Solidaridad/Riviera Maya,Playa del Carmen Centro,102 m²,1585 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1373384178,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1373384178-casa-en-venta-en-cumbres-cancun-_JM,"$9,500,000",Cancún/Benito Juárez,Residencial Cumbres,300 m²,387 m²,,3,4,,7 años,,,0 MXN,,,,Norte,,,,,,,,,,,,,,
1420552796,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1420552796-venta-casas-de-lujo-tulum-aldea-zama-mar-y-miel-entrega-_JM,"$9,126,600",Tulum,Aldea Zama,110 m²,209 m²,7,3,3,,,,,,,,,,,,,,,,,,,,,,,
1405087358,quintana-roo,residencia,https://casa.metroscubicos.com/MLM-1405087358-residencia-de-lujo-4-recamaras-con-vista-a-la-marina-en-vent-_JM,"$91,080,000",Cancún/Benito Juárez,Zona Hotelera,720 m²,1038 m²,10,4,5,15,,,,,,,,,,,,,,,,,,,,,,
1405081033,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1405081033-casa-de-5-recamaras-en-venta-en-playacar-fase-1-alberca-priv-_JM,"$41,895,000",Solidaridad/Riviera Maya,Playacar Fase I,650 m²,400 m²,11,5,5,,0 años,,,,,,,,,,,,,,,,,,,,,
1405055396,quintana-roo,residencia,https://casa.metroscubicos.com/MLM-1405055396-residencia-con-alberca-privada-en-playa-magna-en-venta-_JM,"$13,000,000",Solidaridad/Riviera Maya,Playa Magna,511 m²,440 m²,6,3,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1402037233,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402037233-casa-en-venta-en-lagos-del-sol-cancun-_JM,"$15,700,000",CancÃºn/Benito JuÃ¡rez,Lagos del Sol,649 mÂ²,,,,,3,,4,4,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
1402043602,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402043602-casa-puerto-cancun-_JM,"U$S1,850,000",Cancún/Benito Juárez,Puerto Cancún,490 m²,,,4,4,4,0 años,,,0 MXN,,2,,,,,,,,,,,,,,,,
963483422,quintana-roo,casa,https://casa.metroscubicos.com/MLM-963483422-casa-en-venta-en-supermanzana-327-_JM,"$1,480,000",Cancún/Benito Juárez,Supermanzana 327,90 m²,80 m²,,2,2,2,5 años,,,950 MXN,,2,1,,,Casa,Casa en condominio,,,,,,,,,,,
1402062730,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1402062730-casa-en-venta-cancun-jardines-del-sur-4-_JM,"$2,250,000",Cancún/Benito Juárez,Jardines del Sur,157 m²,,,3,2,2,0 años,,,0 MXN,,2,,,,,,,,,,,,,,,,
1358164872,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1358164872-casa-en-venta-de-3-recamaras-piscina-en-avenida-contoy-cancun-_JM,"$4,700,000",Cancún/Benito Juárez,Supermanzana 11,300 m²,228 m²,4,3,3,2,10 años,,,0 MXN,,2,,Poniente,,,,,,,,,,,,,,
1352120722,quintana-roo,formidable,https://casa.metroscubicos.com/MLM-1352120722-formidable-venta-de-casa-en-playa-del-carmen-qroo-_JM,"$15,000,000",Solidaridad/Riviera Maya,Playa del Carmen Centro,662 m²,680 m²,22,11,11,11,0 años,,,,,,,,,,,,,,,,,,,,,
