ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Ambientes,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,OrientaciÃ³n,Orientación,Bodegas,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1395642612,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1395642612-departamento-de-lujo-en-venta-faro-de-mita-nayarit-z-puerto-_JM,"$8,790,000",Bahía De Banderas,Punta De Mita,176 m²,176 m²,2,2,1,,0 años,,4,,,,,,,,,,,,,,,,,,
1394938406,nayarit,venta,https://departamento.metroscubicos.com/MLM-1394938406-venta-condominio-en-314-nuevo-vallarta-_JM,"$3,360,000",BahÃ­a De Banderas,Nuevo Vallarta,81 mÂ²,81 mÂ²,,,1,,,,4,2,2,0 aÃ±os,,,,,,,,,,,,,,,
804223417,nayarit,oportunidad,https://departamento.metroscubicos.com/MLM-804223417-oportunidad-de-inversion-en-nuevo-vallarta-nayarit-_JM,"U$S140,000",BahÃ­a De Banderas,Marina Nuevo Vallarta,85 mÂ²,85 mÂ²,,,,1,,,,2,1,,,,,,,,,,,,,,,,
1416246589,nayarit,venta,https://departamento.metroscubicos.com/MLM-1416246589-venta-de-departamento-loft-en-la-cruz-de-huanacaxtle-cerca-del-hotel-piedra-blanca-_JM,"$9,016,867",Bahía De Banderas,Cruz De Huanacaxtle,153 m²,123 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,
900766621,nayarit,departamento,https://departamento.metroscubicos.com/MLM-900766621-departamento-en-venta-nuevo-vallarta-_JM,"U$S248,000",BahÃ­a De Banderas,Nuevo Vallarta,,160 mÂ²,,,,,,,,2,2,14 aÃ±os,,,,,,,,,,,,,,,
1416227365,nayarit,venta,https://departamento.metroscubicos.com/MLM-1416227365-venta-de-departamento-exclusivo-en-la-cruz-de-huanacaxtle-cerca-del-hotel-piedra-blanca-_JM,"$11,717,000",Bahía De Banderas,Cruz De Huanacaxtle,228 m²,160 m²,3,3,1,,0 años,,,,,,,,,,,,,,,,,,,,
1416233598,nayarit,venta,https://departamento.metroscubicos.com/MLM-1416233598-venta-de-departamento-loft-en-la-cruz-de-huanacaxtle-al-lado-de-sierra-de-vallejo-_JM,"$5,760,113",Bahía De Banderas,Cruz De Huanacaxtle,106 m²,86 m²,1,1,1,,0 años,,,,,,,,,,,,,,,,,,,,
857904606,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857904606-departamento-en-venta-nuevo-vallarta-_JM,"U$S635,000",BahÃ­a De Banderas,Nuevo Vallarta,,277 mÂ²,,,,,,,,3,3,14 aÃ±os,,,,,,,,,,,,,,,
1395554755,nayarit,departamentos,https://departamento.metroscubicos.com/MLM-1395554755-departamentos-de-lujo-en-preventa-bahia-de-banderas-punta-de-_JM,"$9,000,000",BahÃ­a De Banderas,Cruz De Huanacaxtle,159 mÂ²,159 mÂ²,,,,,,,5,3,2,,,,,,,,,,,,,,,,
1375119560,nayarit,aria,https://departamento.metroscubicos.com/MLM-1375119560-aria-ocean-condo-915-_JM,"$8,349,983",BahÃ­a De Banderas,Flamingos Nuevo Vallarta,148 mÂ²,148 mÂ²,,,1,,,,,3,3,0 aÃ±os,,,,,,,,,,,,,,,
813763709,nayarit,venta,https://departamento.metroscubicos.com/MLM-813763709-venta-de-departamentos-en-nuevo-vallarta-riviera-nayarit-_JM,"$204,000",Bahía De Banderas,Nuevo Vallarta,110 m²,118 m²,2,1,,6,,,,,,,,,,,,,,,,,,,,,
804226418,nayarit,penthouse,https://departamento.metroscubicos.com/MLM-804226418-penthouse-flamingos-club-sport-fresco-y-espectaculares-vistas-en-venta-_JM,"$5,200,000",BahÃ­a De Banderas,Flamingos Club Residencial,125 mÂ²,125 mÂ²,,,,7,,,,2,2,,,,,,,,,,,,,,,,
1390418133,nayarit,descuentos,https://departamento.metroscubicos.com/MLM-1390418133-descuentos-en-pago-de-contado-en-nueva-torre-con-vista-al-mar-en-alamar-_JM,"U$S441,008",BahÃ­a De Banderas,Cruz De Huanacaxtle,,148 mÂ²,,,,,,,,2,2,,,,,,,,,,,,,,,,
1390372634,nayarit,descuentos,https://departamento.metroscubicos.com/MLM-1390372634-descuentos-en-pago-de-contado-en-nueva-torre-con-vista-al-mar-en-alamar-_JM,"U$S609,611",BahÃ­a De Banderas,Cruz De Huanacaxtle,,194 mÂ²,,,,,,,,3,3,,,,,,,,,,,,,,,,
1400430515,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1400430515-departamento-en-venta-en-nuevo-vallarta-_JM,"$7,300,000",BahÃ­a De Banderas,Nuevo Vallarta,277 mÂ²,169 mÂ²,,,3,,,,,2,2,,,,,,,,,,,,,,,,
1390405151,nayarit,descuentos,https://departamento.metroscubicos.com/MLM-1390405151-descuentos-en-pago-de-contado-en-nueva-torre-con-vista-al-mar-en-alamar-_JM,"U$S440,658",BahÃ­a De Banderas,Cruz De Huanacaxtle,,136 mÂ²,,,,,,,,2,2,,,,,,,,,,,,,,,,
1390385565,nayarit,descuentos,https://departamento.metroscubicos.com/MLM-1390385565-descuentos-en-pago-de-contado-en-nueva-torre-con-vista-al-mar-en-alamar-_JM,"U$S663,564",BahÃ­a De Banderas,Cruz De Huanacaxtle,,227 mÂ²,,,,,,,,3,3,,,,,,,,,,,,,,,,
1390366151,nayarit,condominio,https://departamento.metroscubicos.com/MLM-1390366151-condominio-en-la-playa-_JM,"U$S600,421",BahÃ­a De Banderas,Cruz De Huanacaxtle,,194 mÂ²,,,,,,,,3,3,,,,,,,,,,,,,,,,
804220694,nayarit,penthouse,https://departamento.metroscubicos.com/MLM-804220694-penthouse-condominio-en-bucerias-con-vista-al-mar-_JM,"$5,509,500",BahÃ­a De Banderas,BucerÃ­as Centro,,116 mÂ²,,,,5,,,,2,2,,,,,,,,,,,,,,,,
1390424617,nayarit,plan,https://departamento.metroscubicos.com/MLM-1390424617-plan-de-pago-sin-intereses-en-fase-de-preventa-en-alamar-_JM,"U$S440,658",BahÃ­a De Banderas,Cruz De Huanacaxtle,,136 mÂ²,,,,,,,,2,2,,,,,,,,,,,,,,,,
813759988,nayarit,exclusivo,https://departamento.metroscubicos.com/MLM-813759988-exclusivo-desarrollo-en-riviera-nayarit-porton-del-cielo-_JM,"$2,150,000",Bahía De Banderas,Rincón del Cielo,105 m²,105 m²,2,1,,6,,,,,,,,,,,,,,,,,,,,,
905419370,nayarit,departamento,https://departamento.metroscubicos.com/MLM-905419370-departamento-en-venta-nuevo-vallarta-_JM,"U$S157,000",BahÃ­a De Banderas,Nuevo Vallarta,,93 mÂ²,,,,,,,,1,1,14 aÃ±os,,,,,,,,,,,,,,,
1395630148,nayarit,hermoso,https://departamento.metroscubicos.com/MLM-1395630148-hermoso-pent-house-en-condominio-peninsula-nuevo-vallarta-_JM,"U$S1,580,000",Bahía De Banderas,Dorada,766 m²,766 m²,7,7,4,,0 años,,15,,,,,,,,,,,,,,,,,,
859821942,nayarit,departamento,https://departamento.metroscubicos.com/MLM-859821942-departamento-en-venta-nuevo-vallarta-en-nayarit-_JM,"$14,300,000",Puerto Vallarta,Marina Vallarta,229 mÂ²,229 mÂ²,,,1,,,,4,2,2,0 aÃ±os,,,,,,,,,,,,,,,
1400410872,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1400410872-departamento-en-venta-en-cruz-de-huanacaxtle-_JM,"U$S645,000",BahÃ­a De Banderas,Cruz De Huanacaxtle,,264 mÂ²,,,2,,,,,3,3,,,,,,,,,,,,,,,,
1410384543,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1410384543-departamento-en-venta-en-el-tigre-nuevo-vallarta-_JM,"U$S285,000",BahÃ­a De Banderas,Nuevo Vallarta,140 mÂ²,130 mÂ²,,,1,,,,,1,1,10 aÃ±os,,,,,,,,,,,,,,,
857904565,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857904565-departamento-en-venta-nuevo-vallarta-_JM,"$5,900,000",BahÃ­a De Banderas,Nuevo Vallarta,,169 mÂ²,,,,,,,,2,2,15 aÃ±os,,,,,,,,,,,,,,,
1390405140,nayarit,hermoso,https://departamento.metroscubicos.com/MLM-1390405140-hermoso-departamento-ubicado-en-uno-de-los-mejores-fraccionamientos-de-bahia-de-banderas-puerta-del-mar-en-mezcales--_JM,"$963,000",Bahía De Banderas,Mezcales,50 m²,50 m²,2,1,,3,,,,,,,,,,,,,,,,,,,,,
931068667,nayarit,hermoso,https://departamento.metroscubicos.com/MLM-931068667-hermoso-ph-de-3-rec-y-3-banos-en-la-comunidad-cerrada-de-flamingos-residencial-_JM,"U$S349,000",BahÃ­a De Banderas,Flamingos Club Residencial,214.72 mÂ²,214.72 mÂ²,,,2,,,,,3,3,0 aÃ±os,,,,,,,,,,,,,,,
1416226901,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1416226901-departamento-en-venta-en-bahia-banderas-nayarit-_JM,"$2,174,745",Bahía De Banderas,Rincón del Cielo,102 m²,102 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,
804222360,nayarit,precio,https://departamento.metroscubicos.com/MLM-804222360-precio-reducido-majestuosa-propiedad-de-4-recamaras-con-vista-al-mar-en-exclusivo-condominio-_JM,"$9,950,000",Nayarit,BahÃ­a De Banderas,217 mÂ²,217 mÂ²,,,,1,,,,3,4,,,,,,,,,,,,,,,,
1412146038,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1412146038-departamento-en-venta-frente-al-mar-en-la-cruz-de-huanacaxtl-_JM,"$6,170,640",BahÃ­a De Banderas,Cruz De Huanacaxtle,110 mÂ²,110 mÂ²,,,1,,,,4,2,2,0 aÃ±os,,,,,,,,,,,,,,,
930410683,nayarit,departamento,https://departamento.metroscubicos.com/MLM-930410683-departamento-en-vidanta-_JM,"U$S335,000",Bahía De Banderas,Náutico Turístico,126 m²,126 m²,2,2,1,,0 años,,4,,,,,,,,,,,,,,,,,,
1412188718,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1412188718-departamento-en-venta-en-nuevo-vallarta-_JM,"U$S315,000",BahÃ­a De Banderas,Nuevo Vallarta,96 mÂ²,96 mÂ²,,,1,,,,4,2,2,0 aÃ±os,,,,,,,,,,,,,,,
1319065101,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1319065101-departamento-en-venta-bucerias-centro-_JM,"$5,300,480",BahÃ­a De Banderas,BucerÃ­as Centro,,96 mÂ²,,,,,,,,2,2,2 aÃ±os,,,,,,,,,,,,,,,
1324578302,nayarit,xalnay,https://departamento.metroscubicos.com/MLM-1324578302-xalnay-apartments-la-penita-de-jaltemba-riviera-nayarit-_JM,"$1,899,562",Compostela,La Peñita De Jaltemba,60 m²,60 m²,,,1,,1 años,,,,,,,,,,,,,,,,,,,,
958276882,nayarit,departamento,https://departamento.metroscubicos.com/MLM-958276882-departamento-en-venta-el-firmamento-_JM,"$2,537,000",Bahía De Banderas,Bucerías Centro,,102 m²,2,2,,,1 años,,,,,,,,,,,,,,,,,,,,
804214309,nayarit,venta,https://departamento.metroscubicos.com/MLM-804214309-venta-de-departamento-en-nuevo-vallarta-riviera-nayarit-_JM,"U$S176,000",BahÃ­a De Banderas,Nuevo Vallarta,,124 mÂ²,,,,,,,,1,2,,,,,,,,,,,,,,,,
804220711,nayarit,venta,https://departamento.metroscubicos.com/MLM-804220711-venta-de-departamento-en-nuevo-vallarta-riviera-nayarit-_JM,"U$S200,000",BahÃ­a De Banderas,Nuevo Vallarta,132 mÂ²,124 mÂ²,,,,,,,,2,3,,,,,,,,,,,,,,,,
1412195001,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1412195001-departamento-en-venta-en-nuevo-vallarta-_JM,"$7,837,200",BahÃ­a De Banderas,Nuevo Vallarta,124 mÂ²,124 mÂ²,,,,,,,5,3,2,0 aÃ±os,,,,,,,,,,,,,,,
1318423607,nayarit,preventa,https://departamento.metroscubicos.com/MLM-1318423607-preventa-departamentos-en-nuevo-vallarta-_JM,"$9,000,000",Bahía De Banderas,Bucerias,125 m²,125 m²,3,2,2,,,,6,,,,,,,,,,,,,,,,,,
1395339620,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1395339620-departamento-en-venta-en-nuevo-vallarta-condominio-azulejos-_JM,"U$S220,000",Bahía De Banderas,Las Jarretaderas,135 m²,135 m²,3,2,1,,1 años,3392 MXN,,,,,,,,,,,,,,,,,,,
1310454385,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1310454385-departamento-en-venta-nuevo-vallarta-_JM,"U$S850,000",BahÃ­a De Banderas,Nuevo Vallarta,,224 mÂ²,,,,,,,,4,4,0 aÃ±os,,,,,,,,,,,,,,,
1393721643,nayarit,departamentos,https://departamento.metroscubicos.com/MLM-1393721643-departamentos-en-venta-en-rincon-del-cielo-el-firmamento-_JM,"$2,536,950",Nayarit,Bahía De Banderas,101 m²,101 m²,2,2,1,,0 años,0 MXN,,,,,,,,,,,,,,,,,,,
875492415,nayarit,departamento,https://departamento.metroscubicos.com/MLM-875492415-departamento-en-venta-nuevo-vallarta-_JM,"U$S330,000",BahÃ­a De Banderas,Nuevo Vallarta,,160 mÂ²,,,,,,,,2,3,3 aÃ±os,,,,,,,,,,,,,,,
868468358,nayarit,departamento,https://departamento.metroscubicos.com/MLM-868468358-departamento-en-venta-nuevo-vallarta-_JM,"$12,200,000",BahÃ­a De Banderas,Nuevo Vallarta,,344 mÂ²,,,,,,,,3,4,2 aÃ±os,,,,,,,,,,,,,,,
857909048,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857909048-departamento-en-venta-nuevo-vallarta-_JM,"$7,300,000",BahÃ­a De Banderas,Nuevo Vallarta,277 mÂ²,169 mÂ²,,,,,,,,2,2,3 aÃ±os,,,,,,,,,,,,,,,
1412101172,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1412101172-departamento-en-venta-en-bucerias-a-1-calle-de-la-playa-_JM,"U$S205,000",BahÃ­a De Banderas,BucerÃ­as Centro,54 mÂ²,54 mÂ²,,,1,,,,3,1,2,3 aÃ±os,,,,,,,,,,,,,,,
857909137,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857909137-departamento-en-venta-nuevo-vallarta-_JM,"U$S289,000",Bahía De Banderas,Nuevo Vallarta,,105 m²,2,2,,,1 años,,,,,,,,,,,,,,,,,,,,
857910410,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857910410-departamento-en-venta-nuevo-vallarta-_JM,"$8,550,000",Bahía De Banderas,Nuevo Vallarta,,155 m²,3,3,,,0 años,,,,,,,,,,,,,,,,,,,,
1352980757,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1352980757-departamento-en-venta-nuevo-vallarta-_JM,"U$S395,000",BahÃ­a De Banderas,Nuevo Vallarta,,155 mÂ²,,,,,,,,2,2,0 aÃ±os,,,,,,,,,,,,,,,
804222342,nayarit,venta,https://departamento.metroscubicos.com/MLM-804222342-venta-de-departamento-en-nuevo-vallarta-riviera-nayarit-_JM,"U$S219,000",BahÃ­a De Banderas,Nuevo Vallarta,,124 mÂ²,,,,,,,,2,2,,,,,,,,,,,,,,,,
804214323,nayarit,venta,https://departamento.metroscubicos.com/MLM-804214323-venta-de-departamento-en-nuevo-vallarta-riviera-nayarit-_JM,"U$S211,000",BahÃ­a De Banderas,Nuevo Vallarta,,82 mÂ²,,,,,,,,1,2,,,,,,,,,,,,,,,,
1422553087,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422553087-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"U$S875,000",Bahía De Banderas,Punta De Mita,,259 m²,3,3,1,1,,715 USD,,,,,,,,,,,2,,,,,,,,
1422572245,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422572245-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"$3,640,490",BahÃ­a De Banderas,Flamingos Club Residencial,,105 mÂ²,,,1,1,,4200 MXN,,2,2,,,,,,,,,,3,,,,,,
1346990106,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1346990106-departamento-en-venta-nuevo-vallarta-_JM,"$5,688,118",Bahía De Banderas,Nuevo Vallarta,,134 m²,3,3,,,1 años,,,,,,,,,,,,,,,,,,,,
905423586,nayarit,departamento,https://departamento.metroscubicos.com/MLM-905423586-departamento-en-venta-nuevo-vallarta-_JM,"U$S332,000",BahÃ­a De Banderas,Nuevo Vallarta,,197 mÂ²,,,,,,,,2,3,14 aÃ±os,,,,,,,,,,,,,,,
1422578711,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422578711-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"U$S306,590",Bahía De Banderas,Nuevo Vallarta,,112 m²,1,2,1,10,,205 USD,,,,,,,,,,,9,,,,,,,,
1422565877,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422565877-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"U$S490,000",BahÃ­a De Banderas,BucerÃ­as Centro,,219 mÂ²,,,1,,,430 USD,,3,3,,,,,,,,,,4,,,,,,
857910487,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857910487-departamento-en-venta-nuevo-vallarta-_JM,"U$S525,000",Bahía De Banderas,Nuevo Vallarta,,200 m²,3,3,,,2 años,,,,,,,,,,,,,,,,,,,,
1401320595,nayarit,xalnay,https://departamento.metroscubicos.com/MLM-1401320595-xalnay-apartments-_JM,"$2,495,980",Compostela,La PeÃ±ita De Jaltemba,65 mÂ²,65 mÂ²,,,,,,,,,,1 aÃ±os,,,,,,,,,,,,,,,
1362981058,nayarit,departamentos,https://departamento.metroscubicos.com/MLM-1362981058-departamentos-en-venta-en-bahia-de-banderas-bahia-de-banderas-_JM,"$6,897,630",Bahía De Banderas,Bahía de Banderas,143 m²,143 m²,2,2,,,,,,,,,,,,,,,,,,,,,,,
1416190597,nayarit,venta,https://departamento.metroscubicos.com/MLM-1416190597-venta-departamento-nuevo-por-blvd-de-nayarit-a-5-minutos-de-la-playa-y-campo-de-golf-el-tigre-_JM,"$4,560,000",Bahía De Banderas,Villa Esmeralda,82 m²,77 m²,1,2,1,,0 años,,,,,,,,,,,,,,,,,,,,
1368574521,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1368574521-departamento-en-venta-xalisca-residencial-los-laureles-_JM,"$830,000",Nayarit,Xalisco,,84 m²,3,2,,,0 años,,,,,,,,,,,,,,,,,,,,
1346996487,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1346996487-departamento-en-venta-nuevo-vallarta-_JM,"$3,504,000",Bahía De Banderas,Nuevo Vallarta,,82 m²,2,2,,,1 años,,,,,,,,,,,,,,,,,,,,
857909041,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857909041-departamento-en-venta-cruz-de-huanacaxtle-_JM,"U$S229,000",BahÃ­a De Banderas,Cruz De Huanacaxtle,,110 mÂ²,,,,,,,,2,2,8 aÃ±os,,,,,,,,,,,,,,,
1412146037,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1412146037-departamento-en-venta-en-vitania-nuevo-vallarta-a-5-minutos-_JM,"U$S160,000",Bahía De Banderas,Nuevo Vallarta,82 m²,82 m²,1,2,1,,0 años,,3,,,,,,,,,,,,,,,,,,
1401335331,nayarit,xalnay,https://departamento.metroscubicos.com/MLM-1401335331-xalnay-apartments-_JM,"$1,937,553",Compostela,La PeÃ±ita De Jaltemba,60 mÂ²,60 mÂ²,,,,,,,,2,1,1 aÃ±os,,,,,,,,,,,,,,,
804227193,nayarit,venta,https://departamento.metroscubicos.com/MLM-804227193-venta-de-departamento-vitania-en-nuevo-vallarta-riviera-nayarit-_JM,"U$S211,000",BahÃ­a De Banderas,Nuevo Vallarta,,80 mÂ²,,,,,,,,1,2,,,,,,,,,,,,,,,,
1412195003,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1412195003-departamento-en-venta-en-nuevo-vallarta-a-5-minutos-de-la-pl-_JM,"$3,943,801",Bahía De Banderas,Nuevo Vallarta,80 m²,80 m²,2,2,,,0 años,,4,,,,,,,,,,,,,,,,,,
1401322768,nayarit,xalnay,https://departamento.metroscubicos.com/MLM-1401322768-xalnay-apartments-_JM,"$2,154,039",Compostela,La PeÃ±ita De Jaltemba,65 mÂ²,65 mÂ²,,,,,,2 MXN,,2,1,1 aÃ±os,,,,,,,,,,,,,,,
1401288397,nayarit,xalnay,https://departamento.metroscubicos.com/MLM-1401288397-xalnay-apartments-_JM,"$2,217,902",Compostela,La PeÃ±ita De Jaltemba,65 mÂ²,65 mÂ²,,,,,,,,,,1 aÃ±os,,,,,,,,,,,,,,,
1401282373,nayarit,xalnay,https://departamento.metroscubicos.com/MLM-1401282373-xalnay-apartments-_JM,"$2,150,000",Compostela,La PeÃ±ita De Jaltemba,65 mÂ²,65 mÂ²,,,,,,,,2,1,1 aÃ±os,,,,,,,,,,,,,,,
758169536,nayarit,departamento,https://departamento.metroscubicos.com/MLM-758169536-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"$4,824,377",Nayarit,BahÃ­a De Banderas,,117 mÂ²,,,1,1,,4680 MXN,,2,2,,,,,,,,,,3,,,,,,
1422673347,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422673347-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"$4,074,724",BahÃ­a De Banderas,Flamingos Club Residencial,,117 mÂ²,,,1,1,,4680 MXN,,2,2,,,,,,,,,,3,,,,,,
1422559538,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422559538-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"U$S3,675,166",BahÃ­a De Banderas,Flamingos Club Residencial,,107 mÂ²,,,1,1,,4280 USD,,2,2,,,,,,,,,,2,,,,,,
1422667088,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422667088-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"$6,142,271",BahÃ­a De Banderas,Flamingos Club Residencial,,153 mÂ²,,,1,1,,6120 MXN,,3,2,,,,,,,,,,3,,,,,,
1422514506,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422514506-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"$4,815,920",BahÃ­a De Banderas,Flamingos Club Residencial,,153 mÂ²,,,1,1,,6120 MXN,,3,2,,,,,,,,,,3,,,,,,
1422667082,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422667082-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"U$S360,204",BahÃ­a De Banderas,Flamingos Club Residencial,,127 mÂ²,,,1,1,,5080 USD,,3,2,,,,,,,,,,1,,,,,,
1385533792,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1385533792-departamento-en-venta-fracc-las-ceibas-_JM,"$1,950,000",Bahía De Banderas,Las Ceibas,,64 m²,3,1,,,18 años,,,,,,,,,,,,,,,,,,,,
1394048506,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1394048506-departamento-en-venta-tondoroque-_JM,"$1,110,000",BahÃ­a De Banderas,Dorada,,70 mÂ²,,,,,,,,2,2,0 aÃ±os,,,,,,,,,,,,,,,
1393809329,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1393809329-departamento-dentro-de-el-tigre-garza-bay-_JM,"U$S331,900",BahÃ­a De Banderas,Nuevo Vallarta,158 mÂ²,158 mÂ²,,,2,,,0 MXN,,2,2,0 aÃ±os,,,,,,,,,,,,,,,
1386418690,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1386418690-departamento-en-venta-nuevo-vallarta-_JM,"$3,151,720",Bahía De Banderas,Nuevo Vallarta,,83 m²,1,2,,,0 años,,,,,,,,,,,,,,,,,,,,
962977330,nayarit,exclusivos,https://departamento.metroscubicos.com/MLM-962977330-exclusivos-departamentos-en-narval-vallarta-_JM,"$9,315,072",BahÃ­a De Banderas,Bucerias,205 mÂ²,205 mÂ²,,,2,,,,6,3,2,,,,,,,,,,,,,,,,
1329765776,nayarit,hermoso,https://departamento.metroscubicos.com/MLM-1329765776-hermoso-departamento-cerca-de-la-playa-_JM,"$3,950,000",Bahía De Banderas,Cruz De Huanacaxtle,424 m²,101.73 m²,2,2,1,,2021 años,,,,,,,,,,,,,,,,,,,,
1416226428,nayarit,venta,https://departamento.metroscubicos.com/MLM-1416226428-venta-de-departamento-tipo-loft-en-bahia-de-banderas-_JM,"U$S291,709",Bahía De Banderas,Villa Esmeralda,132 m²,125 m²,2,3,1,,0 años,,,,,,,,,,,,,,,,,,,,
1416245684,nayarit,venta,https://departamento.metroscubicos.com/MLM-1416245684-venta-de-departamento-cerca-de-vidanta-a-10-minutos-de-la-playa-oportunidad-de-inversion-_JM,"$4,354,824",Bahía De Banderas,Villa Esmeralda,93 m²,81 m²,1,2,1,,0 años,,,,,,,,,,,,,,,,,,,,
905423585,nayarit,departamento,https://departamento.metroscubicos.com/MLM-905423585-departamento-en-venta-flamingos-_JM,"U$S325,000",BahÃ­a De Banderas,Flamingos Club Residencial,,232 mÂ²,,,,,,,,4,3,7 aÃ±os,,,,,,,,,,,,,,,
857910436,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857910436-departamento-en-venta-nuevo-vallarta-_JM,"U$S294,000",BahÃ­a De Banderas,Nuevo Vallarta,,171 mÂ²,,,,,,,,3,3,2 aÃ±os,,,,,,,,,,,,,,,
857904532,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857904532-departamento-en-venta-nuevo-vallarta-_JM,"$10,430,000",BahÃ­a De Banderas,Nuevo Vallarta,,187 mÂ²,,,,,,,,2,2,16 aÃ±os,,,,,,,,,,,,,,,
1416252356,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1416252356-departamento-nuevo-loft-a-10-minutos-del-aeropuerto-y-de-la-playa-oportunidad-de-inversion-_JM,"$3,795,000",Bahía De Banderas,Villa Esmeralda,81 m²,71 m²,1,2,1,,0 años,,,,,,,,,,,,,,,,,,,,
1416132522,nayarit,preventa,https://departamento.metroscubicos.com/MLM-1416132522-preventa-de-departamento-loft-a-10-minutos-del-aeropuerto-y-de-la-playa-oportunidad-de-inversion-_JM,"$5,085,000",Bahía De Banderas,Villa Esmeralda,104 m²,83 m²,1,2,1,,0 años,,,,,,,,,,,,,,,,,,,,
1329715707,nayarit,hermoso,https://departamento.metroscubicos.com/MLM-1329715707-hermoso-departamento-en-la-cruz-de-huanacaxtle-_JM,"$3,950,000",BahÃ­a De Banderas,Cruz De Huanacaxtle,422 mÂ²,101.7 mÂ²,,,1,,,,,2,2,0 aÃ±os,,,,,,,,,,,,,,,
1422514503,nayarit,departamento,https://departamento.metroscubicos.com/MLM-1422514503-departamento-en-venta-bahia-de-banderas-nayarit-_JM,"U$S187,204",BahÃ­a De Banderas,Flamingos Club Residencial,,73 mÂ²,,,1,1,,2920 USD,,1,1,,,,,,,,,,2,,,,,,
857909178,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857909178-departamento-en-venta-la-cruz-de-huanacaxtle-_JM,"U$S315,000",BahÃ­a De Banderas,Cruz De Huanacaxtle,,175 mÂ²,,,,,,,,2,2,13 aÃ±os,,,,,,,,,,,,,,,
857909157,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857909157-departamento-en-venta-nuevo-vallarta-_JM,"$4,230,000",BahÃ­a De Banderas,Nuevo Vallarta,,100 mÂ²,,,,,,,,1,2,0 aÃ±os,,,,,,,,,,,,,,,
857909069,nayarit,departamento,https://departamento.metroscubicos.com/MLM-857909069-departamento-en-venta-flamingos-club-residencial-_JM,"U$S277,000",BahÃ­a De Banderas,Flamingos Club Residencial,,128 mÂ²,,,,,,,,2,2,2 aÃ±os,,,,,,,,,,,,,,,
