ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
1360551131,colima,terreno,https://terreno.metroscubicos.com/MLM-1360551131-terreno-en-venta-coquimatlan-_JM,"$800,000",Coquimatlan,Coquimatlan,50000 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1325148826,colima,terreno,https://terreno.metroscubicos.com/MLM-1325148826-terreno-en-venta-en-fraccionamiento-residencial-las-parotas-_JM,"$3,828,000",Villa De Álvarez,Condominio Las Parotas,696.05 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
935996983,colima,terrenos,https://terreno.metroscubicos.com/MLM-935996983-terrenos-en-venta-en-fraccionamiento-residencial-tierra-alta-villa-de-alvarez-_JM,"$2,034,540",Villa De Álvarez,Chivato,904.24 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1409438849,colima,terrenos,https://terreno.metroscubicos.com/MLM-1409438849-terrenos-en-venta-a-la-orilla-del-mar-en-fracc-aquarium-campos-manzanillo-_JM,"$583,000",Manzanillo,Fraccionamiento Aquarium,448.5 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1331406685,colima,lotes,https://terreno.metroscubicos.com/MLM-1331406685-lotes-en-venta-en-residencial-las-parotas-_JM,"$425,000",Manzanillo,Salahua,104 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
944502980,colima,terreno,https://terreno.metroscubicos.com/MLM-944502980-terreno-comercial-con-290-metros-de-frente-a-bulevar-en-manzanillo-_JM,"$75,054,100",Manzanillo,La Joya I,24212 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
932662024,colima,venta,https://terreno.metroscubicos.com/MLM-932662024-venta-de-terreno-en-las-higueras-campestres-el-chivato-villa-de-alvarez-_JM,"$1,140,000",Villa De Álvarez,Chivato,1751 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
932662712,colima,terreno,https://terreno.metroscubicos.com/MLM-932662712-terreno-en-venta-con-vista-a-bahia-de-santiago-manzanillo-colima-_JM,"$1,600,000",Manzanillo,Colinas de Santiago,879 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
951070196,colima,terreno,https://terreno.metroscubicos.com/MLM-951070196-terreno-en-venta-cerca-de-av-gonzalo-de-sandoval-colima-_JM,"$955,000",Colima,Josefa Ortiz De DomÃ­nguez,319 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1394716976,colima,terreno,https://terreno.metroscubicos.com/MLM-1394716976-terreno-en-venta-venta-por-avenida-ninos-heroes-pasando-palo-alto-de-oportunida-_JM,"$368,000",Villa De Álvarez,Solidaridad,800 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394710574,colima,terreno,https://terreno.metroscubicos.com/MLM-1394710574-terreno-industrial-en-venta-en-tapeixtles-manzanillo-colima-zona-principal-de-patios-industriales-_JM,"$9,000,000",Manzanillo,Colonia Tapeixtles,3000 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1304067009,colima,terreno,https://terreno.metroscubicos.com/MLM-1304067009-terreno-en-venta-fraccionamiento-la-laguna-campestre-_JM,"$1,090,000",Cuauhtemoc,Alzada EstaciÃ³n,1202 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394801092,colima,terreno,https://terreno.metroscubicos.com/MLM-1394801092-terreno-en-venta-la-gloria-_JM,"$2,050,000",Villa De Álvarez,La Gloria,1184 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394472720,colima,terreno,https://terreno.metroscubicos.com/MLM-1394472720-terreno-industrial-en-venta-16-de-septiembre-con-frente-a-la-entrada-principal-de-tapeixtles-zona-industria-_JM,"$10,200,000",Manzanillo,Fraccionamiento Almendros Residencial,3400 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394448267,colima,terreno,https://terreno.metroscubicos.com/MLM-1394448267-terreno-industrial-en-venta-frente-a-tapeixtles-por-libramiento-de-manzanillo-105-hectareas-de-uso-indust-_JM,"$28,000,000",Manzanillo,Fraccionamiento OrquÃ­deas Residencial,105000 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1372313508,colima,terreno,https://terreno.metroscubicos.com/MLM-1372313508-terreno-exclusivo-en-zona-privilegiada-residencial-las-parot-_JM,"$5,600",Colima,Residencial Esmeralda Norte,887 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1352430150,colima,terreno,https://terreno.metroscubicos.com/MLM-1352430150-terreno-en-venta-el-pedregal-_JM,"$648,000",Colima,El Pedregal,144 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
932659429,colima,terreno,https://terreno.metroscubicos.com/MLM-932659429-terreno-en-venta-en-rancho-de-villa-colima-_JM,"$523,000",Colima,Lo De Villa,456.24 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1394454594,colima,terreno,https://terreno.metroscubicos.com/MLM-1394454594-terreno-en-venta-en-venta-en-el-cuatro-comala-con-cabana-_JM,"$1,700,000",Colima,Comala,17000 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
953718213,colima,terreno,https://terreno.metroscubicos.com/MLM-953718213-terreno-en-venta-en-condominio-residencial-camino-real-cuauhtemoc-colima-_JM,"$2,000,000",Cuauhtemoc,El Trapiche,1000 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
