ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Antigüedad,Orientación,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Ambientes,Cantidad de pisos,OrientaciÃ³n,Bodegas,Tipo de casa,Tipo de propiedad,Número de piso de la unidad,Disposición,Departamentos por piso,Acceso,Forma del terreno,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Disposición del lote
1368761062,tabasco,hermosa,https://casa.metroscubicos.com/MLM-1368761062-hermosa-casa-nueva-en-venta-en-zona-country-_JM,"$4,500,000",Centro,El Country,250 m²,260 m²,3,4,2,0 años,,1000 MXN,,,,,2,,1,,,,,,,,,,,
841040946,tabasco,casa,https://casa.metroscubicos.com/MLM-841040946-casa-ciudad-industrial-_JM,"$1,690,000",Villahermosa,Ciudad Industrial,138 m²,,3,2,2,0 años,,0 MXN,,,,,,,,,,,,,,,,,,
1364539341,tabasco,casa,https://casa.metroscubicos.com/MLM-1364539341-casa-plutarco-elias-calles-cura-hueso-_JM,"$3,230,000",Villahermosa,Plutarco Elias Calles Cura Hueso,178 m²,,3,3,2,0 años,,0 MXN,,,,7,,,,,,,,,,,,,,
1366001992,tabasco,casas,https://casa.metroscubicos.com/MLM-1366001992-casas-en-venta-en-ixtacomitan-ra-seccion-centro-_JM,"$3,250,000",Tabasco,Centro,167 m²,187 m²,3,2,,,,,,,,,,,,,,,,,,,,,,
930945303,tabasco,casa,https://casa.metroscubicos.com/MLM-930945303-casa-sola-en-venta-frontera-centro-_JM,"$2,950,000",Centla,Frontera Centro,161 m²,165 m²,3,4,,0 años,,,,,,,,,,,,,,,,,,,,
1387310348,tabasco,casas,https://casa.metroscubicos.com/MLM-1387310348-casas-en-venta-en-la-lima-centro-_JM,"$2,200,000",Centro,La Lima,144 mÂ²,170 mÂ²,,,,,,,3,3,,,,,,,,,,,,,,,,
1390635347,tabasco,casas,https://casa.metroscubicos.com/MLM-1390635347-casas-en-venta-en-la-cruz-del-bajio-centro-_JM,"$1,612,219",Tabasco,Centro,90 m²,91 m²,2,2,,,,,,,,,,,,,,,,,,,,,,
1325916890,tabasco,casa,https://casa.metroscubicos.com/MLM-1325916890-casa-ciudad-nacajuca-_JM,"$4,890,000",Tabasco,Nacajuca,1300 m²,,4,3,2,10 años,,0 MXN,,,,,1,,,,,,,,,,,,,
922737162,tabasco,casa,https://casa.metroscubicos.com/MLM-922737162-casa-sola-en-venta-real-campestre-modelo-esmeralda-cluster-8-en-zona-country-_JM,"$2,430,000",Centro,Centro Delegacional 1,123 m²,166 m²,3,3,,2 años,,,,,,,,,,,,,,,,,,,,
805501398,tabasco,casa,https://casa.metroscubicos.com/MLM-805501398-casa-en-venta-residencial-puerta-madero-villahermosa-modelo-palermo-_JM,"$4,100,000",Villahermosa,Tabasco,225 mÂ²,,,,2,,,0 MXN,3,3,0 aÃ±os,,,,,,,,,,,,,,,
1396055799,tabasco,casa,https://casa.metroscubicos.com/MLM-1396055799-casa-sola-en-venta-convivencia-_JM,"$1,300,000",Huimanguillo,Nuevo Centro de Convivencia,508 m²,110 m²,2,2,,0 años,,,,,,,,,,,,,,,,,,,,
1360017193,tabasco,casa,https://casa.metroscubicos.com/MLM-1360017193-casa-sola-en-venta-venta-en-paseo-de-las-flores-cerca-de-ciudad-industrial-y-plaza-las-americas-_JM,"$2,300,000",Tabasco,Centro,110 m²,207 m²,3,4,,0 años,,,,,,,,,,,,,,,,,,,,
