ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Orientación,Antigüedad,Ambientes,Bodegas,Cantidad de pisos,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,OrientaciÃ³n,AntigÃ¼edad,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,Disposición del lote,DisposiciÃ³n del lote
1405377991,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1405377991-departamento-en-venta-en-alamitos-san-luis-potosi-san-luis-potosi-_JM,"$1,176,000",San Luis Potosí,Alamitos,,100 m²,1,1,,,2 años,,,,,,,,,,,,,,,,,,,,
1397618202,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1397618202-departamento-en-venta-himno-nacional-_JM,"$1,625,000",San Luis Potosí,Himno Nacional,,86 m²,2,2,,,0 años,,,,,,,,,,,,,,,,,,,,
913685869,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-913685869-departamento-en-venta-tequisquiapan-_JM,"$2,216,000",San Luis Potosí,Tequisquiapan,,88 m²,2,2,,,2 años,,,,,,,,,,,,,,,,,,,,
1402036971,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1402036971-departamento-en-venta-en-san-luis-potosi-alto-lago-residencial-_JM,"$10,163,340",San Luis Potosí,San Luis Potosí,350 m²,,3,3,,,0 años,,,,0 MXN,,,,,,,,,,,,,,,,
1390391846,san-luis-potosí,loft,https://departamento.metroscubicos.com/MLM-1390391846-loft-en-venta-_JM,"$2,600,000",San Luis Potosí,Lomas 4a Sección,,90 m²,2,2,,,,,,2,,,,,,,,,,,,,,,,,
1401483334,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1401483334-departamento-en-venta-_JM,"$2,491,776",San Luis Potosí,Juan Del Jarro,,125 m²,3,2,2,,0 años,,,5,,,,,,,,,,,,,,,,,
1390385298,san-luis-potosí,venta,https://departamento.metroscubicos.com/MLM-1390385298-venta-de-departamentos-en-villa-de-pozos-muy-cerca-de-zona-industrial-excelente-oportunidad-de-inversion-_JM,"$1,010,000",San Luis PotosÃ­,Villa De Pozos,,87 mÂ²,,,,,,,,,,3,1,,,,,,,,,,,,,,
918168232,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-918168232-departamento-en-venta-villa-magna-_JM,"$3,000,000",San Luis Potosí,Villa Magna,,200 m²,2,3,,,2 años,,,,,,,,,,,,,,,,,,,,
1390398345,san-luis-potosí,departamentos,https://departamento.metroscubicos.com/MLM-1390398345-departamentos-frente-al-tec-de-monterrey-contado-391878284-_JM,"$4,168,917",San Luis Potosí,Lomas Del Tecnológico,169 m²,123 m²,2,2,,,,,,1,,,,,,,,,,,,,,,,,
1411429544,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1411429544-departamento-en-venta-santiago-del-rio-_JM,"$1,575,900",San Luis Potosí,Santiago Del Río,90 m²,90 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,
1421698652,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1421698652-departamento-en-venta-en-cuauhtemoc-_JM,"$2,770,000",San Luis Potosí,Cuauhtémoc,,130 m²,3,2,1,,,,,,,,,,,,,,,,,,,,,,
1390391862,san-luis-potosí,departamentos,https://departamento.metroscubicos.com/MLM-1390391862-departamentos-frente-al-tec-de-monterrey-contado-386890607-_JM,"$4,115,857",San Luis Potosí,Lomas Del Tecnológico,175 m²,124 m²,2,2,,,,,,1,,,,,,,,,,,,,,,,,
1309209410,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1309209410-departamento-en-venta-en-lomas-3a-secc-san-luis-potosi-san-luis-potosi-_JM,"$3,400,000",San Luis Potosí,Lomas 3a Secc,,110 m²,2,2,,,1 años,,,,,,,,,,,,,,,,,,,,
1363897601,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1363897601-departamento-en-venta-san-leonel-_JM,"$1,250,000",San Luis Potosí,San Leonel,,95 m²,3,2,,,4 años,,,,,,,,,,,,,,,,,,,,
1363865096,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1363865096-departamento-en-venta-san-luis-_JM,"$1,275,000",San Luis Potosí,San Luis,,79 m²,2,1,,,1 años,,,,,,,,,,,,,,,,,,,,
1348181079,san-luis-potosí,el,https://departamento.metroscubicos.com/MLM-1348181079-el-depa-ideal-para-ti-_JM,"$2,399,000",San Luis Potosí,Del Valle,107 m²,107 m²,2,2,2,,0 años,5,,,,,,,,,,,,,,,,,,,
1376687210,san-luis-potosí,14568,https://departamento.metroscubicos.com/MLM-1376687210-14568-san-luis-potosi-roma-norte-_JM,"$4,492,244",Cuauhtémoc,Roma Norte,53 m²,53 m²,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1393274122,san-luis-potosí,increible,https://departamento.metroscubicos.com/MLM-1393274122-increible-departamento-en-san-luis-de-potosi-venta-mls-22-947-_JM,"$10,855,180",Cuauhtémoc,Roma Norte,158 m²,158 m²,2,2,2,,1 años,,,,1 MXN,,,,,,,,,,,,,,,,
1302382580,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1302382580-departamento-en-venta-san-francisco-_JM,"$1,050,000",Soledad De Graciano SÃ¡nchez,San Francisco,,80 mÂ²,,,,,,,,,,3,1,,2 aÃ±os,,,,,,,,,,,,
904540053,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-904540053-departamento-san-luis-potosi-_JM,"$2,650,000",San Luis Potosí,San Luis Potosí,69 m²,69 m²,2,1,2,,0 años,,,,0 MXN,,,,,,,,,,,,,,,,
1421737537,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1421737537-departamento-en-venta-en-tangamanga-_JM,"$3,800,000",San Luis Potosí,Tangamanga,,173 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1416264905,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1416264905-departamento-en-venta-para-inversionista-frente-al-tec-de-mty-en-san-luis-potosi-_JM,"$3,650,000",San Luis Potosí,Lomas Del Tecnológico,160 m²,160 m²,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,
1396873521,san-luis-potosí,ph,https://departamento.metroscubicos.com/MLM-1396873521-ph-de-lujo-con-las-mejores-vistas-a-la-ciudad-_JM,"$7,200,000",San Luis PotosÃ­,Lomas Del TecnolÃ³gico,260 mÂ²,260 mÂ²,,,3,,,8,,,,3,4,,0 aÃ±os,,,,,,,,,,,,
1400083865,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1400083865-departamento-en-planta-baja-en-venta-fracc-santiago-slp-100000000-_JM,"$1,000,000",San Luis Potosí,Santiago Del Río,50 m²,50 m²,3,1,,,,,,,,,,,,,,,,,,,,,,,
1421731085,san-luis-potosí,departamento,https://departamento.metroscubicos.com/MLM-1421731085-departamento-en-venta-en-fracc-lomas-del-pedregal-_JM,"$3,850,000",San Luis Potosí,Villas Del Pedregal,,168 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
