ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
1423550660,coahuila,casa,https://casa.metroscubicos.com/MLM-1423550660-casa-en-venta-en-residencial-palmares-_JM,"$2,145,994",Torreón,Fraccionamiento Residencial Palma Real,204 m²,,3,2,2,,,,180 m²,,,,,,,,,,,,,,,,,,,
1422751868,coahuila,casa,https://casa.metroscubicos.com/MLM-1422751868-casa-en-venta-en-residencial-las-vinas-_JM,"$3,800,000",Torreón,Las Villas,262 m²,,3,3,,,,,250 m²,,,,,,,,,,,,,,,,,,,
1422733815,coahuila,casa,https://casa.metroscubicos.com/MLM-1422733815-casa-en-venta-en-villa-de-las-palmas-_JM,"$2,025,000",Torreón,Cerrada Las Palmas II,176 m²,,3,2,2,,,,174 m²,,,,,,,,,,,,,,,,,,,
1422740188,coahuila,casa,https://casa.metroscubicos.com/MLM-1422740188-casa-en-venta-en-torreon-jardin-_JM,"$9,300,000",Torreón,Torreón Jardín,1200 m²,,4,5,4,,,,640 m²,,,,,,,,,,,,,,,,,,,
1422714593,coahuila,casa,https://casa.metroscubicos.com/MLM-1422714593-casa-en-venta-en-residencial-senderos-_JM,"$2,299,000",Torreón,Residencial Senderos,200 m²,,4,3,2,,,,266 m²,,,,,,,,,,,,,,,,,,,
1422733694,coahuila,casa,https://casa.metroscubicos.com/MLM-1422733694-casa-en-venta-en-villas-del-renacimiento-_JM,"$1,750,000",TorreÃ³n,Villas Del Renacimiento,144 mÂ²,,,,2,,,,200 mÂ²,3,2,,,,,,,,,,,,,,,,,
1422751607,coahuila,casa,https://casa.metroscubicos.com/MLM-1422751607-casa-en-venta-en-ampliacion-los-angeles-_JM,"$3,500,000",Torreón,Ampliación la Joya,396 m²,,4,3,2,,,,428 m²,,,,,,,,,,,,,,,,,,,
1422727157,coahuila,casa,https://casa.metroscubicos.com/MLM-1422727157-casa-en-venta-en-bugambilias-_JM,"$5,100,000",TorreÃ³n,Quintas Bugambilias,329 mÂ²,,,,2,,,,354 mÂ²,4,2,,,,,,,,,,,,,,,,,
1422740004,coahuila,casa,https://casa.metroscubicos.com/MLM-1422740004-casa-en-venta-en-villas-de-las-perlas-_JM,"$1,754,000",TorreÃ³n,Villas De Las Perlas,182 mÂ²,,,,3,,,,217 mÂ²,4,3,,,,,,,,,,,,,,,,,
1422733502,coahuila,casa,https://casa.metroscubicos.com/MLM-1422733502-casa-en-venta-en-residencial-campestre-la-rosita-_JM,"$5,500,000",Torreón,Residencial Campestre la Rosita,482 m²,,3,4,3,,,,550 m²,,,,,,,,,,,,,,,,,,,
1422720655,coahuila,casa,https://casa.metroscubicos.com/MLM-1422720655-casa-en-venta-en-los-profesionistas-_JM,"$2,400,000",Torreón,Colonia Los Virreyes,300 m²,,7,4,1,,,,394 m²,,,,,,,,,,,,,,,,,,,
